# z=25.0: redshift
# eps=0.4: maximum star formation efficiency for FFB
# -----
# lgMh [Msun], eps_sfr=SFR/(fb*dMhalo/dt), eps_s=Mstar/(fb*Mhalo)
# 
  lgMh     eps_sfr       eps_s  
   6.0   1.425e-07   1.185e-05  
   6.1   2.775e-07   1.024e-05  
   6.2   5.405e-07   9.004e-06  
   6.3   1.053e-06   8.227e-06  
   6.4   2.051e-06   8.086e-06  
   6.5   3.994e-06   8.969e-06  
   6.6   7.779e-06   1.165e-05  
   6.7   1.515e-05   1.762e-05  
   6.8   2.951e-05   2.979e-05  
   6.9   5.747e-05   5.373e-05  
   7.0   1.119e-04   1.001e-04  
   7.1   2.179e-04   1.893e-04  
   7.2   4.243e-04   3.600e-04  
   7.3   8.256e-04   6.861e-04  
   7.4   1.605e-03   1.307e-03  
   7.5   3.114e-03   2.482e-03  
   7.6   6.021e-03   4.693e-03  
   7.7   1.156e-02   8.798e-03  
   7.8   2.192e-02   1.625e-02  
   7.9   4.058e-02   2.924e-02  
   8.0   7.211e-02   5.046e-02  
   8.1         nan         nan  
   8.2         nan         nan  
   8.3         nan         nan  
   8.4         nan         nan  
   8.5         nan         nan  
   8.6         nan         nan  
   8.7         nan         nan  
   8.8         nan         nan  
   8.9         nan         nan  
   9.0         nan         nan  
   9.1         nan         nan  
   9.2         nan         nan  
   9.3         nan         nan  
   9.4         nan         nan  
   9.5         nan         nan  
   9.6         nan         nan  
   9.7         nan         nan  
   9.8         nan         nan  
   9.9         nan         nan  
  10.0         nan         nan  
  10.1         nan         nan  
  10.2         nan         nan  
  10.3         nan         nan  
  10.4         nan         nan  
  10.5         nan         nan  
  10.6         nan         nan  
  10.7         nan         nan  
  10.8         nan         nan  
  10.9         nan         nan  
  11.0         nan         nan  
  11.1         nan         nan  
  11.2         nan         nan  
  11.3         nan         nan  
  11.4         nan         nan  
  11.5         nan         nan  
  11.6         nan         nan  
  11.7         nan         nan  
  11.8         nan         nan  
  11.9         nan         nan  
  12.0         nan         nan  
  12.1         nan         nan  
  12.2         nan         nan  
  12.3         nan         nan  
  12.4         nan         nan  
  12.5         nan         nan  
  12.6         nan         nan  
  12.7         nan         nan  
  12.8         nan         nan  
  12.9         nan         nan  
  13.0         nan         nan  
  13.1         nan         nan  
  13.2         nan         nan  
  13.3         nan         nan  
  13.4         nan         nan  
  13.5         nan         nan  
  13.6         nan         nan  
  13.7         nan         nan  
  13.8         nan         nan  
  13.9         nan         nan  
  14.0         nan         nan  
  14.1         nan         nan  
  14.2         nan         nan  
  14.3         nan         nan  
  14.4         nan         nan  
  14.5         nan         nan  
  14.6         nan         nan  
  14.7         nan         nan  
  14.8         nan         nan  
  14.9         nan         nan  
  15.0         nan         nan  
