# z=21.0: redshift
# eps=0.1: maximum star formation efficiency for FFB
# -----
# lgMh [Msun], eps_sfr=SFR/(fb*dMhalo/dt), eps_s=Mstar/(fb*Mhalo)
# 
  lgMh     eps_sfr       eps_s  
   6.0   1.091e-02   9.875e-04  
   6.1   1.959e-02   1.040e-03  
   6.2   2.882e-02   1.031e-03  
   6.3   2.135e-02   9.731e-04  
   6.4   7.472e-03   8.857e-04  
   6.5   2.038e-03   7.864e-04  
   6.6   5.329e-04   6.871e-04  
   6.7   1.386e-04   5.945e-04  
   6.8   3.630e-05   5.115e-04  
   6.9   1.004e-05   4.389e-04  
   7.0   3.816e-06   3.769e-04  
   7.1   3.346e-06   3.252e-04  
   7.2   5.456e-06   2.840e-04  
   7.3   1.035e-05   2.544e-04  
   7.4   2.009e-05   2.395e-04  
   7.5   3.910e-05   2.458e-04  
   7.6   7.612e-05   2.857e-04  
   7.7   1.482e-04   3.826e-04  
   7.8   2.882e-04   5.794e-04  
   7.9   5.597e-04   9.538e-04  
   8.0   1.084e-03   1.643e-03  
   8.1   2.091e-03   2.887e-03  
   8.2   3.993e-03   5.076e-03  
   8.3   7.494e-03   8.807e-03  
   8.4   1.363e-02   1.483e-02  
   8.5   2.351e-02   2.380e-02  
   8.6   3.744e-02   3.561e-02  
   8.7   5.383e-02   4.892e-02  
   8.8   6.943e-02   6.153e-02  
   8.9   8.156e-02   7.170e-02  
   9.0         nan         nan  
   9.1         nan         nan  
   9.2         nan         nan  
   9.3         nan         nan  
   9.4         nan         nan  
   9.5         nan         nan  
   9.6         nan         nan  
   9.7         nan         nan  
   9.8         nan         nan  
   9.9         nan         nan  
  10.0         nan         nan  
  10.1         nan         nan  
  10.2         nan         nan  
  10.3         nan         nan  
  10.4         nan         nan  
  10.5         nan         nan  
  10.6         nan         nan  
  10.7         nan         nan  
  10.8         nan         nan  
  10.9         nan         nan  
  11.0         nan         nan  
  11.1         nan         nan  
  11.2         nan         nan  
  11.3         nan         nan  
  11.4         nan         nan  
  11.5         nan         nan  
  11.6         nan         nan  
  11.7         nan         nan  
  11.8         nan         nan  
  11.9         nan         nan  
  12.0         nan         nan  
  12.1         nan         nan  
  12.2         nan         nan  
  12.3         nan         nan  
  12.4         nan         nan  
  12.5         nan         nan  
  12.6         nan         nan  
  12.7         nan         nan  
  12.8         nan         nan  
  12.9         nan         nan  
  13.0         nan         nan  
  13.1         nan         nan  
  13.2         nan         nan  
  13.3         nan         nan  
  13.4         nan         nan  
  13.5         nan         nan  
  13.6         nan         nan  
  13.7         nan         nan  
  13.8         nan         nan  
  13.9         nan         nan  
  14.0         nan         nan  
  14.1         nan         nan  
  14.2         nan         nan  
  14.3         nan         nan  
  14.4         nan         nan  
  14.5         nan         nan  
  14.6         nan         nan  
  14.7         nan         nan  
  14.8         nan         nan  
  14.9         nan         nan  
  15.0         nan         nan  
