# z=11.5: redshift
# eps=0.5: maximum star formation efficiency for FFB
# -----
# lgMh [Msun], eps_sfr=SFR/(fb*dMhalo/dt), eps_s=Mstar/(fb*Mhalo)
# 
  lgMh     eps_sfr       eps_s  
   6.0   1.651e-05   1.396e-05  
   6.1   1.993e-05   1.663e-05  
   6.2   2.407e-05   1.982e-05  
   6.3   2.907e-05   2.362e-05  
   6.4   3.511e-05   2.815e-05  
   6.5   4.240e-05   3.354e-05  
   6.6   5.120e-05   3.997e-05  
   6.7   6.184e-05   4.764e-05  
   6.8   7.468e-05   5.679e-05  
   6.9   9.019e-05   6.769e-05  
   7.0   1.089e-04   8.071e-05  
   7.1   1.315e-04   9.624e-05  
   7.2   1.588e-04   1.148e-04  
   7.3   1.918e-04   1.370e-04  
   7.4   2.317e-04   1.635e-04  
   7.5   2.798e-04   1.952e-04  
   7.6   3.379e-04   2.333e-04  
   7.7   4.081e-04   2.791e-04  
   7.8   4.928e-04   3.342e-04  
   7.9   5.952e-04   4.009e-04  
   8.0   7.189e-04   4.818e-04  
   8.1   8.683e-04   5.804e-04  
   8.2   1.049e-03   7.015e-04  
   8.3   1.267e-03   8.514e-04  
   8.4   1.532e-03   1.039e-03  
   8.5   1.852e-03   1.275e-03  
   8.6   2.241e-03   1.579e-03  
   8.7   2.715e-03   1.974e-03  
   8.8   3.296e-03   2.499e-03  
   8.9   4.013e-03   3.210e-03  
   9.0   4.909e-03   4.196e-03  
   9.1   6.051e-03   5.595e-03  
   9.2   7.546e-03   7.624e-03  
   9.3   9.575e-03   1.063e-02  
   9.4   1.245e-02   1.517e-02  
   9.5   1.675e-02   2.211e-02  
   9.6   2.349e-02   3.280e-02  
   9.7   3.447e-02   4.925e-02  
   9.8   5.270e-02   7.416e-02  
   9.9   8.269e-02   1.106e-01  
  10.0   1.295e-01   1.604e-01  
  10.1   1.951e-01   2.222e-01  
  10.2   2.732e-01   2.892e-01  
  10.3   3.490e-01   3.515e-01  
  10.4   4.088e-01   4.025e-01  
  10.5   4.483e-01   4.410e-01  
  10.6   4.714e-01   4.695e-01  
  10.7   4.843e-01   4.895e-01  
  10.8   4.915e-01   5.019e-01  
  10.9   4.955e-01   5.083e-01  
  11.0   4.976e-01   5.110e-01  
  11.1   4.988e-01   5.116e-01  
  11.2   4.994e-01   5.111e-01  
  11.3         nan         nan  
  11.4         nan         nan  
  11.5         nan         nan  
  11.6         nan         nan  
  11.7         nan         nan  
  11.8         nan         nan  
  11.9         nan         nan  
  12.0         nan         nan  
  12.1         nan         nan  
  12.2         nan         nan  
  12.3         nan         nan  
  12.4         nan         nan  
  12.5         nan         nan  
  12.6         nan         nan  
  12.7         nan         nan  
  12.8         nan         nan  
  12.9         nan         nan  
  13.0         nan         nan  
  13.1         nan         nan  
  13.2         nan         nan  
  13.3         nan         nan  
  13.4         nan         nan  
  13.5         nan         nan  
  13.6         nan         nan  
  13.7         nan         nan  
  13.8         nan         nan  
  13.9         nan         nan  
  14.0         nan         nan  
  14.1         nan         nan  
  14.2         nan         nan  
  14.3         nan         nan  
  14.4         nan         nan  
  14.5         nan         nan  
  14.6         nan         nan  
  14.7         nan         nan  
  14.8         nan         nan  
  14.9         nan         nan  
  15.0         nan         nan  
