# z=22.0: redshift
# eps=0.4: maximum star formation efficiency for FFB
# -----
# lgMh [Msun], eps_sfr=SFR/(fb*dMhalo/dt), eps_s=Mstar/(fb*Mhalo)
# 
  lgMh     eps_sfr       eps_s  
   6.0   1.314e-03   5.171e-04  
   6.1   3.232e-04   4.486e-04  
   6.2   7.930e-05   3.862e-04  
   6.3   1.954e-05   3.311e-04  
   6.4   4.987e-06   2.832e-04  
   6.5   1.609e-06   2.422e-04  
   6.6   1.147e-06   2.075e-04  
   6.7   1.748e-06   1.789e-04  
   6.8   3.284e-06   1.562e-04  
   6.9   6.368e-06   1.403e-04  
   7.0   1.240e-05   1.330e-04  
   7.1   2.414e-05   1.382e-04  
   7.2   4.702e-05   1.641e-04  
   7.3   9.157e-05   2.257e-04  
   7.4   1.783e-04   3.511e-04  
   7.5   3.472e-04   5.928e-04  
   7.6   6.756e-04   1.047e-03  
   7.7   1.314e-03   1.889e-03  
   7.8   2.551e-03   3.440e-03  
   7.9   4.939e-03   6.270e-03  
   8.0   9.508e-03   1.137e-02  
   8.1   1.811e-02   2.037e-02  
   8.2   3.382e-02   3.574e-02  
   8.3   6.099e-02   6.048e-02  
   8.4   1.038e-01   9.692e-02  
   8.5   1.623e-01   1.440e-01  
   8.6   2.283e-01   1.958e-01  
   8.7   2.886e-01   2.435e-01  
   8.8         nan         nan  
   8.9         nan         nan  
   9.0         nan         nan  
   9.1         nan         nan  
   9.2         nan         nan  
   9.3         nan         nan  
   9.4         nan         nan  
   9.5         nan         nan  
   9.6         nan         nan  
   9.7         nan         nan  
   9.8         nan         nan  
   9.9         nan         nan  
  10.0         nan         nan  
  10.1         nan         nan  
  10.2         nan         nan  
  10.3         nan         nan  
  10.4         nan         nan  
  10.5         nan         nan  
  10.6         nan         nan  
  10.7         nan         nan  
  10.8         nan         nan  
  10.9         nan         nan  
  11.0         nan         nan  
  11.1         nan         nan  
  11.2         nan         nan  
  11.3         nan         nan  
  11.4         nan         nan  
  11.5         nan         nan  
  11.6         nan         nan  
  11.7         nan         nan  
  11.8         nan         nan  
  11.9         nan         nan  
  12.0         nan         nan  
  12.1         nan         nan  
  12.2         nan         nan  
  12.3         nan         nan  
  12.4         nan         nan  
  12.5         nan         nan  
  12.6         nan         nan  
  12.7         nan         nan  
  12.8         nan         nan  
  12.9         nan         nan  
  13.0         nan         nan  
  13.1         nan         nan  
  13.2         nan         nan  
  13.3         nan         nan  
  13.4         nan         nan  
  13.5         nan         nan  
  13.6         nan         nan  
  13.7         nan         nan  
  13.8         nan         nan  
  13.9         nan         nan  
  14.0         nan         nan  
  14.1         nan         nan  
  14.2         nan         nan  
  14.3         nan         nan  
  14.4         nan         nan  
  14.5         nan         nan  
  14.6         nan         nan  
  14.7         nan         nan  
  14.8         nan         nan  
  14.9         nan         nan  
  15.0         nan         nan  
