# z=5.0: redshift
# eps=0.8: maximum star formation efficiency for FFB
# -----
# lgMh [Msun], eps_sfr=SFR/(fb*dMhalo/dt), eps_s=Mstar/(fb*Mhalo)
# 
  lgMh     eps_sfr       eps_s  
   6.0   1.833e-05   6.333e-06  
   6.1   2.130e-05   7.403e-06  
   6.2   2.473e-05   8.652e-06  
   6.3   2.873e-05   1.011e-05  
   6.4   3.337e-05   1.182e-05  
   6.5   3.876e-05   1.382e-05  
   6.6   4.502e-05   1.615e-05  
   6.7   5.229e-05   1.888e-05  
   6.8   6.074e-05   2.207e-05  
   6.9   7.055e-05   2.579e-05  
   7.0   8.194e-05   3.015e-05  
   7.1   9.517e-05   3.524e-05  
   7.2   1.105e-04   4.120e-05  
   7.3   1.284e-04   4.817e-05  
   7.4   1.491e-04   5.631e-05  
   7.5   1.732e-04   6.584e-05  
   7.6   2.012e-04   7.699e-05  
   7.7   2.337e-04   9.003e-05  
   7.8   2.714e-04   1.053e-04  
   7.9   3.153e-04   1.231e-04  
   8.0   3.662e-04   1.441e-04  
   8.1   4.254e-04   1.685e-04  
   8.2   4.941e-04   1.972e-04  
   8.3   5.739e-04   2.308e-04  
   8.4   6.665e-04   2.702e-04  
   8.5   7.742e-04   3.164e-04  
   8.6   8.992e-04   3.705e-04  
   8.7   1.044e-03   4.341e-04  
   8.8   1.213e-03   5.088e-04  
   8.9   1.409e-03   5.965e-04  
   9.0   1.637e-03   6.997e-04  
   9.1   1.901e-03   8.211e-04  
   9.2   2.208e-03   9.640e-04  
   9.3   2.565e-03   1.132e-03  
   9.4   2.979e-03   1.331e-03  
   9.5   3.460e-03   1.566e-03  
   9.6   4.019e-03   1.844e-03  
   9.7   4.668e-03   2.173e-03  
   9.8   5.422e-03   2.563e-03  
   9.9   6.298e-03   3.027e-03  
  10.0   7.315e-03   3.581e-03  
  10.1   8.497e-03   4.242e-03  
  10.2   9.870e-03   5.036e-03  
  10.3   1.147e-02   5.994e-03  
  10.4   1.332e-02   7.153e-03  
  10.5   1.547e-02   8.566e-03  
  10.6   1.798e-02   1.030e-02  
  10.7   2.090e-02   1.245e-02  
  10.8   2.431e-02   1.514e-02  
  10.9   2.830e-02   1.856e-02  
  11.0   3.299e-02   2.295e-02  
  11.1   3.854e-02   2.868e-02  
  11.2   4.520e-02   3.628e-02  
  11.3   5.333e-02   4.655e-02  
  11.4   6.353e-02   6.062e-02  
  11.5   7.678e-02   8.015e-02  
  11.6   9.478e-02   1.074e-01  
  11.7   1.203e-01   1.454e-01  
  11.8   1.579e-01   1.973e-01  
  11.9   2.133e-01   2.655e-01  
  12.0   2.920e-01   3.490e-01  
  12.1   3.931e-01   4.411e-01  
  12.2   5.037e-01   5.298e-01  
  12.3   6.038e-01   6.042e-01  
  12.4   6.795e-01   6.606e-01  
  12.5   7.294e-01   7.026e-01  
  12.6   7.580e-01   7.350e-01  
  12.7   7.673e-01   7.607e-01  
  12.8   7.521e-01   7.796e-01  
  12.9   6.994e-01   7.890e-01  
  13.0   5.979e-01   7.843e-01  
  13.1   4.535e-01   7.605e-01  
  13.2   2.954e-01   7.156e-01  
  13.3   1.610e-01   6.527e-01  
  13.4         nan         nan  
  13.5         nan         nan  
  13.6         nan         nan  
  13.7         nan         nan  
  13.8         nan         nan  
  13.9         nan         nan  
  14.0         nan         nan  
  14.1         nan         nan  
  14.2         nan         nan  
  14.3         nan         nan  
  14.4         nan         nan  
  14.5         nan         nan  
  14.6         nan         nan  
  14.7         nan         nan  
  14.8         nan         nan  
  14.9         nan         nan  
  15.0         nan         nan  
