# z=17.5: redshift
# eps=0.4: maximum star formation efficiency for FFB
# -----
# lgMh [Msun], eps_sfr=SFR/(fb*dMhalo/dt), eps_s=Mstar/(fb*Mhalo)
# 
  lgMh     eps_sfr       eps_s  
   6.0   1.109e-05   4.309e-05  
   6.1   1.711e-05   5.690e-05  
   6.2   2.639e-05   7.513e-05  
   6.3   4.071e-05   9.919e-05  
   6.4   6.280e-05   1.309e-04  
   6.5   9.687e-05   1.728e-04  
   6.6   1.494e-04   2.278e-04  
   6.7   2.305e-04   3.002e-04  
   6.8   3.556e-04   3.950e-04  
   6.9   5.486e-04   5.188e-04  
   7.0   8.463e-04   6.792e-04  
   7.1   1.306e-03   8.848e-04  
   7.2   2.014e-03   1.144e-03  
   7.3   3.107e-03   1.464e-03  
   7.4   4.793e-03   1.844e-03  
   7.5   7.393e-03   2.274e-03  
   7.6   1.139e-02   2.727e-03  
   7.7   1.746e-02   3.161e-03  
   7.8   2.613e-02   3.538e-03  
   7.9   3.511e-02   3.842e-03  
   8.0   3.333e-02   4.111e-03  
   8.1   1.814e-02   4.457e-03  
   8.2   7.299e-03   5.079e-03  
   8.3   3.590e-03   6.296e-03  
   8.4   3.479e-03   8.616e-03  
   8.5   5.623e-03   1.286e-02  
   8.6   1.047e-02   2.035e-02  
   8.7   1.979e-02   3.308e-02  
   8.8   3.678e-02   5.381e-02  
   8.9   6.589e-02   8.547e-02  
   9.0   1.110e-01   1.295e-01  
   9.1   1.712e-01   1.832e-01  
   9.2   2.372e-01   2.390e-01  
   9.3   2.958e-01   2.879e-01  
   9.4   3.387e-01   3.249e-01  
   9.5   3.660e-01   3.500e-01  
   9.6   3.818e-01   3.659e-01  
   9.7   3.904e-01   3.757e-01  
   9.8         nan         nan  
   9.9         nan         nan  
  10.0         nan         nan  
  10.1         nan         nan  
  10.2         nan         nan  
  10.3         nan         nan  
  10.4         nan         nan  
  10.5         nan         nan  
  10.6         nan         nan  
  10.7         nan         nan  
  10.8         nan         nan  
  10.9         nan         nan  
  11.0         nan         nan  
  11.1         nan         nan  
  11.2         nan         nan  
  11.3         nan         nan  
  11.4         nan         nan  
  11.5         nan         nan  
  11.6         nan         nan  
  11.7         nan         nan  
  11.8         nan         nan  
  11.9         nan         nan  
  12.0         nan         nan  
  12.1         nan         nan  
  12.2         nan         nan  
  12.3         nan         nan  
  12.4         nan         nan  
  12.5         nan         nan  
  12.6         nan         nan  
  12.7         nan         nan  
  12.8         nan         nan  
  12.9         nan         nan  
  13.0         nan         nan  
  13.1         nan         nan  
  13.2         nan         nan  
  13.3         nan         nan  
  13.4         nan         nan  
  13.5         nan         nan  
  13.6         nan         nan  
  13.7         nan         nan  
  13.8         nan         nan  
  13.9         nan         nan  
  14.0         nan         nan  
  14.1         nan         nan  
  14.2         nan         nan  
  14.3         nan         nan  
  14.4         nan         nan  
  14.5         nan         nan  
  14.6         nan         nan  
  14.7         nan         nan  
  14.8         nan         nan  
  14.9         nan         nan  
  15.0         nan         nan  
