# z=25.0: redshift
# eps=0.9: maximum star formation efficiency for FFB
# -----
# lgMh [Msun], eps_sfr=SFR/(fb*dMhalo/dt), eps_s=Mstar/(fb*Mhalo)
# 
  lgMh     eps_sfr       eps_s  
   6.0   3.206e-07   1.202e-05  
   6.1   6.244e-07   1.057e-05  
   6.2   1.216e-06   9.657e-06  
   6.3   2.369e-06   9.485e-06  
   6.4   4.614e-06   1.051e-05  
   6.5   8.986e-06   1.364e-05  
   6.6   1.750e-05   2.064e-05  
   6.7   3.409e-05   3.491e-05  
   6.8   6.640e-05   6.300e-05  
   6.9   1.293e-04   1.175e-04  
   7.0   2.518e-04   2.223e-04  
   7.1   4.904e-04   4.234e-04  
   7.2   9.546e-04   8.079e-04  
   7.3   1.857e-03   1.542e-03  
   7.4   3.611e-03   2.938e-03  
   7.5   7.006e-03   5.584e-03  
   7.6   1.355e-02   1.056e-02  
   7.7   2.601e-02   1.980e-02  
   7.8   4.932e-02   3.656e-02  
   7.9   9.131e-02   6.579e-02  
   8.0   1.623e-01   1.135e-01  
   8.1         nan         nan  
   8.2         nan         nan  
   8.3         nan         nan  
   8.4         nan         nan  
   8.5         nan         nan  
   8.6         nan         nan  
   8.7         nan         nan  
   8.8         nan         nan  
   8.9         nan         nan  
   9.0         nan         nan  
   9.1         nan         nan  
   9.2         nan         nan  
   9.3         nan         nan  
   9.4         nan         nan  
   9.5         nan         nan  
   9.6         nan         nan  
   9.7         nan         nan  
   9.8         nan         nan  
   9.9         nan         nan  
  10.0         nan         nan  
  10.1         nan         nan  
  10.2         nan         nan  
  10.3         nan         nan  
  10.4         nan         nan  
  10.5         nan         nan  
  10.6         nan         nan  
  10.7         nan         nan  
  10.8         nan         nan  
  10.9         nan         nan  
  11.0         nan         nan  
  11.1         nan         nan  
  11.2         nan         nan  
  11.3         nan         nan  
  11.4         nan         nan  
  11.5         nan         nan  
  11.6         nan         nan  
  11.7         nan         nan  
  11.8         nan         nan  
  11.9         nan         nan  
  12.0         nan         nan  
  12.1         nan         nan  
  12.2         nan         nan  
  12.3         nan         nan  
  12.4         nan         nan  
  12.5         nan         nan  
  12.6         nan         nan  
  12.7         nan         nan  
  12.8         nan         nan  
  12.9         nan         nan  
  13.0         nan         nan  
  13.1         nan         nan  
  13.2         nan         nan  
  13.3         nan         nan  
  13.4         nan         nan  
  13.5         nan         nan  
  13.6         nan         nan  
  13.7         nan         nan  
  13.8         nan         nan  
  13.9         nan         nan  
  14.0         nan         nan  
  14.1         nan         nan  
  14.2         nan         nan  
  14.3         nan         nan  
  14.4         nan         nan  
  14.5         nan         nan  
  14.6         nan         nan  
  14.7         nan         nan  
  14.8         nan         nan  
  14.9         nan         nan  
  15.0         nan         nan  
