# z=7.5: redshift
# eps=0.5: maximum star formation efficiency for FFB
# -----
# lgMh [Msun], eps_sfr=SFR/(fb*dMhalo/dt), eps_s=Mstar/(fb*Mhalo)
# 
  lgMh     eps_sfr       eps_s  
   6.0   1.248e-04   1.853e-05  
   6.1   1.410e-04   2.143e-05  
   6.2   1.592e-04   2.479e-05  
   6.3   1.797e-04   2.867e-05  
   6.4   2.030e-04   3.316e-05  
   6.5   2.292e-04   3.835e-05  
   6.6   2.588e-04   4.436e-05  
   6.7   2.922e-04   5.130e-05  
   6.8   3.300e-04   5.934e-05  
   6.9   3.726e-04   6.863e-05  
   7.0   4.207e-04   7.938e-05  
   7.1   4.751e-04   9.182e-05  
   7.2   5.365e-04   1.062e-04  
   7.3   6.058e-04   1.229e-04  
   7.4   6.840e-04   1.421e-04  
   7.5   7.724e-04   1.644e-04  
   7.6   8.722e-04   1.903e-04  
   7.7   9.849e-04   2.202e-04  
   7.8   1.112e-03   2.548e-04  
   7.9   1.256e-03   2.949e-04  
   8.0   1.418e-03   3.414e-04  
   8.1   1.601e-03   3.954e-04  
   8.2   1.808e-03   4.580e-04  
   8.3   2.042e-03   5.307e-04  
   8.4   2.305e-03   6.153e-04  
   8.5   2.603e-03   7.137e-04  
   8.6   2.939e-03   8.284e-04  
   8.7   3.319e-03   9.623e-04  
   8.8   3.748e-03   1.119e-03  
   8.9   4.232e-03   1.303e-03  
   9.0   4.779e-03   1.519e-03  
   9.1   5.397e-03   1.774e-03  
   9.2   6.094e-03   2.076e-03  
   9.3   6.882e-03   2.436e-03  
   9.4   7.772e-03   2.868e-03  
   9.5   8.778e-03   3.390e-03  
   9.6   9.916e-03   4.026e-03  
   9.7   1.120e-02   4.811e-03  
   9.8   1.267e-02   5.793e-03  
   9.9   1.433e-02   7.039e-03  
  10.0   1.623e-02   8.649e-03  
  10.1   1.843e-02   1.077e-02  
  10.2   2.101e-02   1.363e-02  
  10.3   2.411e-02   1.756e-02  
  10.4   2.796e-02   2.308e-02  
  10.5   3.298e-02   3.099e-02  
  10.6   3.994e-02   4.245e-02  
  10.7   5.018e-02   5.917e-02  
  10.8   6.602e-02   8.340e-02  
  10.9   9.111e-02   1.176e-01  
  11.0   1.301e-01   1.636e-01  
  11.1   1.864e-01   2.204e-01  
  11.2   2.575e-01   2.823e-01  
  11.3   3.320e-01   3.401e-01  
  11.4   3.954e-01   3.859e-01  
  11.5   4.401e-01   4.172e-01  
  11.6   4.675e-01   4.367e-01  
  11.7   4.828e-01   4.492e-01  
  11.8   4.910e-01   4.600e-01  
  11.9   4.952e-01   4.729e-01  
  12.0   4.974e-01   4.889e-01  
  12.1   4.986e-01   5.055e-01  
  12.2   4.992e-01   5.189e-01  
  12.3   4.996e-01   5.274e-01  
  12.4   4.998e-01   5.313e-01  
  12.5         nan         nan  
  12.6         nan         nan  
  12.7         nan         nan  
  12.8         nan         nan  
  12.9         nan         nan  
  13.0         nan         nan  
  13.1         nan         nan  
  13.2         nan         nan  
  13.3         nan         nan  
  13.4         nan         nan  
  13.5         nan         nan  
  13.6         nan         nan  
  13.7         nan         nan  
  13.8         nan         nan  
  13.9         nan         nan  
  14.0         nan         nan  
  14.1         nan         nan  
  14.2         nan         nan  
  14.3         nan         nan  
  14.4         nan         nan  
  14.5         nan         nan  
  14.6         nan         nan  
  14.7         nan         nan  
  14.8         nan         nan  
  14.9         nan         nan  
  15.0         nan         nan  
