# z=10.0: redshift
# eps=0.4: maximum star formation efficiency for FFB
# -----
# lgMh [Msun], eps_sfr=SFR/(fb*dMhalo/dt), eps_s=Mstar/(fb*Mhalo)
# 
  lgMh     eps_sfr       eps_s  
   6.0   4.799e-05   1.719e-05  
   6.1   5.582e-05   2.015e-05  
   6.2   6.494e-05   2.363e-05  
   6.3   7.554e-05   2.771e-05  
   6.4   8.788e-05   3.249e-05  
   6.5   1.022e-04   3.809e-05  
   6.6   1.189e-04   4.466e-05  
   6.7   1.383e-04   5.237e-05  
   6.8   1.609e-04   6.141e-05  
   6.9   1.872e-04   7.201e-05  
   7.0   2.178e-04   8.445e-05  
   7.1   2.533e-04   9.904e-05  
   7.2   2.947e-04   1.162e-04  
   7.3   3.428e-04   1.363e-04  
   7.4   3.988e-04   1.599e-04  
   7.5   4.639e-04   1.876e-04  
   7.6   5.397e-04   2.202e-04  
   7.7   6.278e-04   2.585e-04  
   7.8   7.303e-04   3.037e-04  
   7.9   8.496e-04   3.569e-04  
   8.0   9.883e-04   4.197e-04  
   8.1   1.150e-03   4.940e-04  
   8.2   1.338e-03   5.821e-04  
   8.3   1.556e-03   6.869e-04  
   8.4   1.810e-03   8.120e-04  
   8.5   2.106e-03   9.619e-04  
   8.6   2.450e-03   1.143e-03  
   8.7   2.851e-03   1.363e-03  
   8.8   3.318e-03   1.632e-03  
   8.9   3.863e-03   1.966e-03  
   9.0   4.499e-03   2.385e-03  
   9.1   5.244e-03   2.919e-03  
   9.2   6.121e-03   3.613e-03  
   9.3   7.160e-03   4.531e-03  
   9.4   8.406e-03   5.774e-03  
   9.5   9.927e-03   7.495e-03  
   9.6   1.184e-02   9.935e-03  
   9.7   1.433e-02   1.347e-02  
   9.8   1.773e-02   1.868e-02  
   9.9   2.267e-02   2.647e-02  
  10.0   3.023e-02   3.819e-02  
  10.1   4.229e-02   5.567e-02  
  10.2   6.182e-02   8.114e-02  
  10.3   9.270e-02   1.165e-01  
  10.4   1.380e-01   1.615e-01  
  10.5   1.960e-01   2.123e-01  
  10.6   2.577e-01   2.615e-01  
  10.7   3.109e-01   3.023e-01  
  10.8   3.489e-01   3.321e-01  
  10.9   3.723e-01   3.531e-01  
  11.0   3.853e-01   3.695e-01  
  11.1   3.922e-01   3.846e-01  
  11.2   3.958e-01   3.990e-01  
  11.3   3.977e-01   4.105e-01  
  11.4   3.988e-01   4.177e-01  
  11.5   3.993e-01   4.210e-01  
  11.6   3.997e-01   4.215e-01  
  11.7   3.998e-01   4.205e-01  
  11.8         nan         nan  
  11.9         nan         nan  
  12.0         nan         nan  
  12.1         nan         nan  
  12.2         nan         nan  
  12.3         nan         nan  
  12.4         nan         nan  
  12.5         nan         nan  
  12.6         nan         nan  
  12.7         nan         nan  
  12.8         nan         nan  
  12.9         nan         nan  
  13.0         nan         nan  
  13.1         nan         nan  
  13.2         nan         nan  
  13.3         nan         nan  
  13.4         nan         nan  
  13.5         nan         nan  
  13.6         nan         nan  
  13.7         nan         nan  
  13.8         nan         nan  
  13.9         nan         nan  
  14.0         nan         nan  
  14.1         nan         nan  
  14.2         nan         nan  
  14.3         nan         nan  
  14.4         nan         nan  
  14.5         nan         nan  
  14.6         nan         nan  
  14.7         nan         nan  
  14.8         nan         nan  
  14.9         nan         nan  
  15.0         nan         nan  
