# z=25.0: redshift
# eps=0.3: maximum star formation efficiency for FFB
# -----
# lgMh [Msun], eps_sfr=SFR/(fb*dMhalo/dt), eps_s=Mstar/(fb*Mhalo)
# 
  lgMh     eps_sfr       eps_s  
   6.0   1.069e-07   1.181e-05  
   6.1   2.081e-07   1.017e-05  
   6.2   4.054e-07   8.874e-06  
   6.3   7.896e-07   7.975e-06  
   6.4   1.538e-06   7.601e-06  
   6.5   2.995e-06   8.034e-06  
   6.6   5.834e-06   9.847e-06  
   6.7   1.136e-05   1.416e-05  
   6.8   2.213e-05   2.315e-05  
   6.9   4.310e-05   4.099e-05  
   7.0   8.394e-05   7.566e-05  
   7.1   1.635e-04   1.424e-04  
   7.2   3.182e-04   2.704e-04  
   7.3   6.192e-04   5.149e-04  
   7.4   1.204e-03   9.803e-04  
   7.5   2.335e-03   1.862e-03  
   7.6   4.515e-03   3.520e-03  
   7.7   8.671e-03   6.599e-03  
   7.8   1.644e-02   1.219e-02  
   7.9   3.044e-02   2.193e-02  
   8.0   5.408e-02   3.784e-02  
   8.1         nan         nan  
   8.2         nan         nan  
   8.3         nan         nan  
   8.4         nan         nan  
   8.5         nan         nan  
   8.6         nan         nan  
   8.7         nan         nan  
   8.8         nan         nan  
   8.9         nan         nan  
   9.0         nan         nan  
   9.1         nan         nan  
   9.2         nan         nan  
   9.3         nan         nan  
   9.4         nan         nan  
   9.5         nan         nan  
   9.6         nan         nan  
   9.7         nan         nan  
   9.8         nan         nan  
   9.9         nan         nan  
  10.0         nan         nan  
  10.1         nan         nan  
  10.2         nan         nan  
  10.3         nan         nan  
  10.4         nan         nan  
  10.5         nan         nan  
  10.6         nan         nan  
  10.7         nan         nan  
  10.8         nan         nan  
  10.9         nan         nan  
  11.0         nan         nan  
  11.1         nan         nan  
  11.2         nan         nan  
  11.3         nan         nan  
  11.4         nan         nan  
  11.5         nan         nan  
  11.6         nan         nan  
  11.7         nan         nan  
  11.8         nan         nan  
  11.9         nan         nan  
  12.0         nan         nan  
  12.1         nan         nan  
  12.2         nan         nan  
  12.3         nan         nan  
  12.4         nan         nan  
  12.5         nan         nan  
  12.6         nan         nan  
  12.7         nan         nan  
  12.8         nan         nan  
  12.9         nan         nan  
  13.0         nan         nan  
  13.1         nan         nan  
  13.2         nan         nan  
  13.3         nan         nan  
  13.4         nan         nan  
  13.5         nan         nan  
  13.6         nan         nan  
  13.7         nan         nan  
  13.8         nan         nan  
  13.9         nan         nan  
  14.0         nan         nan  
  14.1         nan         nan  
  14.2         nan         nan  
  14.3         nan         nan  
  14.4         nan         nan  
  14.5         nan         nan  
  14.6         nan         nan  
  14.7         nan         nan  
  14.8         nan         nan  
  14.9         nan         nan  
  15.0         nan         nan  
