# z=11.5: redshift
# eps=0.7: maximum star formation efficiency for FFB
# -----
# lgMh [Msun], eps_sfr=SFR/(fb*dMhalo/dt), eps_s=Mstar/(fb*Mhalo)
# 
  lgMh     eps_sfr       eps_s  
   6.0   1.651e-05   1.396e-05  
   6.1   1.993e-05   1.663e-05  
   6.2   2.407e-05   1.982e-05  
   6.3   2.907e-05   2.362e-05  
   6.4   3.511e-05   2.815e-05  
   6.5   4.240e-05   3.355e-05  
   6.6   5.120e-05   3.998e-05  
   6.7   6.184e-05   4.766e-05  
   6.8   7.468e-05   5.681e-05  
   6.9   9.019e-05   6.774e-05  
   7.0   1.089e-04   8.077e-05  
   7.1   1.315e-04   9.635e-05  
   7.2   1.588e-04   1.150e-04  
   7.3   1.918e-04   1.372e-04  
   7.4   2.317e-04   1.639e-04  
   7.5   2.798e-04   1.959e-04  
   7.6   3.379e-04   2.344e-04  
   7.7   4.081e-04   2.809e-04  
   7.8   4.928e-04   3.370e-04  
   7.9   5.952e-04   4.053e-04  
   8.0   7.190e-04   4.886e-04  
   8.1   8.685e-04   5.912e-04  
   8.2   1.049e-03   7.183e-04  
   8.3   1.268e-03   8.776e-04  
   8.4   1.533e-03   1.080e-03  
   8.5   1.854e-03   1.339e-03  
   8.6   2.246e-03   1.679e-03  
   8.7   2.724e-03   2.131e-03  
   8.8   3.313e-03   2.746e-03  
   8.9   4.047e-03   3.600e-03  
   9.0   4.977e-03   4.813e-03  
   9.1   6.183e-03   6.573e-03  
   9.2   7.802e-03   9.184e-03  
   9.3   1.007e-02   1.313e-02  
   9.4   1.342e-02   1.918e-02  
   9.5   1.862e-02   2.857e-02  
   9.6   2.710e-02   4.321e-02  
   9.7   4.139e-02   6.594e-02  
   9.8   6.577e-02   1.006e-01  
   9.9   1.066e-01   1.517e-01  
  10.0   1.714e-01   2.220e-01  
  10.1   2.632e-01   3.095e-01  
  10.2   3.735e-01   4.046e-01  
  10.3   4.814e-01   4.931e-01  
  10.4   5.673e-01   5.648e-01  
  10.5   6.246e-01   6.178e-01  
  10.6   6.585e-01   6.555e-01  
  10.7   6.774e-01   6.811e-01  
  10.8   6.879e-01   6.967e-01  
  10.9   6.936e-01   7.050e-01  
  11.0   6.967e-01   7.088e-01  
  11.1   6.983e-01   7.100e-01  
  11.2   6.991e-01   7.099e-01  
  11.3         nan         nan  
  11.4         nan         nan  
  11.5         nan         nan  
  11.6         nan         nan  
  11.7         nan         nan  
  11.8         nan         nan  
  11.9         nan         nan  
  12.0         nan         nan  
  12.1         nan         nan  
  12.2         nan         nan  
  12.3         nan         nan  
  12.4         nan         nan  
  12.5         nan         nan  
  12.6         nan         nan  
  12.7         nan         nan  
  12.8         nan         nan  
  12.9         nan         nan  
  13.0         nan         nan  
  13.1         nan         nan  
  13.2         nan         nan  
  13.3         nan         nan  
  13.4         nan         nan  
  13.5         nan         nan  
  13.6         nan         nan  
  13.7         nan         nan  
  13.8         nan         nan  
  13.9         nan         nan  
  14.0         nan         nan  
  14.1         nan         nan  
  14.2         nan         nan  
  14.3         nan         nan  
  14.4         nan         nan  
  14.5         nan         nan  
  14.6         nan         nan  
  14.7         nan         nan  
  14.8         nan         nan  
  14.9         nan         nan  
  15.0         nan         nan  
