# z=7.5: redshift
# eps=0.2: maximum star formation efficiency for FFB
# -----
# lgMh [Msun], eps_sfr=SFR/(fb*dMhalo/dt), eps_s=Mstar/(fb*Mhalo)
# 
  lgMh     eps_sfr       eps_s  
   6.0   1.248e-04   1.853e-05  
   6.1   1.410e-04   2.143e-05  
   6.2   1.592e-04   2.479e-05  
   6.3   1.797e-04   2.867e-05  
   6.4   2.030e-04   3.316e-05  
   6.5   2.292e-04   3.835e-05  
   6.6   2.588e-04   4.435e-05  
   6.7   2.922e-04   5.130e-05  
   6.8   3.300e-04   5.933e-05  
   6.9   3.726e-04   6.862e-05  
   7.0   4.207e-04   7.937e-05  
   7.1   4.751e-04   9.180e-05  
   7.2   5.365e-04   1.062e-04  
   7.3   6.058e-04   1.228e-04  
   7.4   6.840e-04   1.420e-04  
   7.5   7.724e-04   1.643e-04  
   7.6   8.722e-04   1.901e-04  
   7.7   9.849e-04   2.199e-04  
   7.8   1.112e-03   2.543e-04  
   7.9   1.256e-03   2.943e-04  
   8.0   1.418e-03   3.405e-04  
   8.1   1.601e-03   3.940e-04  
   8.2   1.808e-03   4.559e-04  
   8.3   2.042e-03   5.277e-04  
   8.4   2.305e-03   6.109e-04  
   8.5   2.603e-03   7.074e-04  
   8.6   2.939e-03   8.193e-04  
   8.7   3.319e-03   9.492e-04  
   8.8   3.748e-03   1.100e-03  
   8.9   4.232e-03   1.276e-03  
   9.0   4.779e-03   1.480e-03  
   9.1   5.396e-03   1.719e-03  
   9.2   6.094e-03   1.998e-03  
   9.3   6.881e-03   2.324e-03  
   9.4   7.770e-03   2.708e-03  
   9.5   8.775e-03   3.160e-03  
   9.6   9.910e-03   3.695e-03  
   9.7   1.119e-02   4.334e-03  
   9.8   1.264e-02   5.100e-03  
   9.9   1.429e-02   6.028e-03  
  10.0   1.615e-02   7.164e-03  
  10.1   1.828e-02   8.574e-03  
  10.2   2.071e-02   1.035e-02  
  10.3   2.353e-02   1.264e-02  
  10.4   2.683e-02   1.563e-02  
  10.5   3.080e-02   1.962e-02  
  10.6   3.573e-02   2.502e-02  
  10.7   4.208e-02   3.243e-02  
  10.8   5.063e-02   4.254e-02  
  10.9   6.252e-02   5.607e-02  
  11.0   7.903e-02   7.334e-02  
  11.1   1.008e-01   9.360e-02  
  11.2   1.262e-01   1.145e-01  
  11.3   1.512e-01   1.329e-01  
  11.4   1.713e-01   1.463e-01  
  11.5   1.845e-01   1.544e-01  
  11.6   1.921e-01   1.589e-01  
  11.7   1.960e-01   1.623e-01  
  11.8   1.979e-01   1.678e-01  
  11.9   1.988e-01   1.776e-01  
  12.0   1.992e-01   1.919e-01  
  12.1   1.995e-01   2.075e-01  
  12.2   1.997e-01   2.204e-01  
  12.3   1.999e-01   2.286e-01  
  12.4   1.999e-01   2.323e-01  
  12.5         nan         nan  
  12.6         nan         nan  
  12.7         nan         nan  
  12.8         nan         nan  
  12.9         nan         nan  
  13.0         nan         nan  
  13.1         nan         nan  
  13.2         nan         nan  
  13.3         nan         nan  
  13.4         nan         nan  
  13.5         nan         nan  
  13.6         nan         nan  
  13.7         nan         nan  
  13.8         nan         nan  
  13.9         nan         nan  
  14.0         nan         nan  
  14.1         nan         nan  
  14.2         nan         nan  
  14.3         nan         nan  
  14.4         nan         nan  
  14.5         nan         nan  
  14.6         nan         nan  
  14.7         nan         nan  
  14.8         nan         nan  
  14.9         nan         nan  
  15.0         nan         nan  
