# z=4.0: redshift
# eps=0.5: maximum star formation efficiency for FFB
# -----
# lgMh [Msun], eps_sfr=SFR/(fb*dMhalo/dt), eps_s=Mstar/(fb*Mhalo)
# 
  lgMh     eps_sfr       eps_s  
   6.0   2.377e-06   2.378e-06  
   6.1   2.856e-06   2.819e-06  
   6.2   3.432e-06   3.341e-06  
   6.3   4.123e-06   3.961e-06  
   6.4   4.954e-06   4.695e-06  
   6.5   5.952e-06   5.565e-06  
   6.6   7.152e-06   6.597e-06  
   6.7   8.593e-06   7.820e-06  
   6.8   1.032e-05   9.270e-06  
   6.9   1.240e-05   1.099e-05  
   7.0   1.490e-05   1.303e-05  
   7.1   1.791e-05   1.544e-05  
   7.2   2.152e-05   1.831e-05  
   7.3   2.585e-05   2.171e-05  
   7.4   3.106e-05   2.574e-05  
   7.5   3.732e-05   3.051e-05  
   7.6   4.484e-05   3.618e-05  
   7.7   5.388e-05   4.290e-05  
   7.8   6.473e-05   5.087e-05  
   7.9   7.778e-05   6.033e-05  
   8.0   9.345e-05   7.155e-05  
   8.1   1.123e-04   8.486e-05  
   8.2   1.349e-04   1.007e-04  
   8.3   1.621e-04   1.194e-04  
   8.4   1.948e-04   1.417e-04  
   8.5   2.340e-04   1.681e-04  
   8.6   2.812e-04   1.995e-04  
   8.7   3.378e-04   2.367e-04  
   8.8   4.059e-04   2.810e-04  
   8.9   4.877e-04   3.336e-04  
   9.0   5.859e-04   3.961e-04  
   9.1   7.040e-04   4.703e-04  
   9.2   8.459e-04   5.585e-04  
   9.3   1.016e-03   6.634e-04  
   9.4   1.221e-03   7.881e-04  
   9.5   1.467e-03   9.364e-04  
   9.6   1.763e-03   1.113e-03  
   9.7   2.118e-03   1.323e-03  
   9.8   2.545e-03   1.572e-03  
   9.9   3.058e-03   1.870e-03  
  10.0   3.674e-03   2.224e-03  
  10.1   4.414e-03   2.646e-03  
  10.2   5.304e-03   3.149e-03  
  10.3   6.372e-03   3.749e-03  
  10.4   7.656e-03   4.466e-03  
  10.5   9.199e-03   5.321e-03  
  10.6   1.105e-02   6.345e-03  
  10.7   1.328e-02   7.570e-03  
  10.8   1.596e-02   9.038e-03  
  10.9   1.917e-02   1.080e-02  
  11.0   2.304e-02   1.292e-02  
  11.1   2.768e-02   1.548e-02  
  11.2   3.325e-02   1.858e-02  
  11.3   3.995e-02   2.234e-02  
  11.4   4.798e-02   2.691e-02  
  11.5   5.761e-02   3.250e-02  
  11.6   6.911e-02   3.938e-02  
  11.7   8.281e-02   4.787e-02  
  11.8   9.898e-02   5.842e-02  
  11.9   1.178e-01   7.157e-02  
  12.0   1.394e-01   8.803e-02  
  12.1   1.636e-01   1.086e-01  
  12.2   1.891e-01   1.340e-01  
  12.3   2.124e-01   1.649e-01  
  12.4   2.293e-01   2.013e-01  
  12.5   2.396e-01   2.425e-01  
  12.6   2.475e-01   2.865e-01  
  12.7   2.500e-01   3.285e-01  
  12.8   2.349e-01   3.610e-01  
  12.9   1.958e-01   3.773e-01  
  13.0   1.419e-01   3.753e-01  
  13.1   8.913e-02   3.578e-01  
  13.2   4.863e-02   3.297e-01  
  13.3   2.307e-02   2.962e-01  
  13.4   9.517e-03   2.615e-01  
  13.5   3.417e-03   2.281e-01  
  13.6   1.073e-03   1.974e-01  
  13.7   3.014e-04   1.698e-01  
  13.8   8.215e-05   1.454e-01  
  13.9         nan         nan  
  14.0         nan         nan  
  14.1         nan         nan  
  14.2         nan         nan  
  14.3         nan         nan  
  14.4         nan         nan  
  14.5         nan         nan  
  14.6         nan         nan  
  14.7         nan         nan  
  14.8         nan         nan  
  14.9         nan         nan  
  15.0         nan         nan  
