# z=4.5: redshift
# eps=0.2: maximum star formation efficiency for FFB
# -----
# lgMh [Msun], eps_sfr=SFR/(fb*dMhalo/dt), eps_s=Mstar/(fb*Mhalo)
# 
  lgMh     eps_sfr       eps_s  
   6.0   7.309e-06   4.064e-06  
   6.1   8.618e-06   4.780e-06  
   6.2   1.016e-05   5.622e-06  
   6.3   1.198e-05   6.611e-06  
   6.4   1.413e-05   7.775e-06  
   6.5   1.666e-05   9.144e-06  
   6.6   1.964e-05   1.075e-05  
   6.7   2.316e-05   1.265e-05  
   6.8   2.731e-05   1.488e-05  
   6.9   3.220e-05   1.749e-05  
   7.0   3.797e-05   2.058e-05  
   7.1   4.478e-05   2.420e-05  
   7.2   5.280e-05   2.846e-05  
   7.3   6.225e-05   3.347e-05  
   7.4   7.340e-05   3.937e-05  
   7.5   8.655e-05   4.630e-05  
   7.6   1.021e-04   5.446e-05  
   7.7   1.203e-04   6.406e-05  
   7.8   1.419e-04   7.535e-05  
   7.9   1.673e-04   8.863e-05  
   8.0   1.973e-04   1.043e-04  
   8.1   2.326e-04   1.226e-04  
   8.2   2.743e-04   1.443e-04  
   8.3   3.234e-04   1.697e-04  
   8.4   3.814e-04   1.997e-04  
   8.5   4.497e-04   2.349e-04  
   8.6   5.302e-04   2.764e-04  
   8.7   6.252e-04   3.253e-04  
   8.8   7.372e-04   3.827e-04  
   8.9   8.692e-04   4.504e-04  
   9.0   1.025e-03   5.301e-04  
   9.1   1.209e-03   6.240e-04  
   9.2   1.425e-03   7.345e-04  
   9.3   1.680e-03   8.647e-04  
   9.4   1.981e-03   1.018e-03  
   9.5   2.336e-03   1.199e-03  
   9.6   2.755e-03   1.412e-03  
   9.7   3.248e-03   1.663e-03  
   9.8   3.830e-03   1.959e-03  
   9.9   4.516e-03   2.308e-03  
  10.0   5.325e-03   2.720e-03  
  10.1   6.279e-03   3.206e-03  
  10.2   7.404e-03   3.779e-03  
  10.3   8.730e-03   4.457e-03  
  10.4   1.029e-02   5.258e-03  
  10.5   1.214e-02   6.205e-03  
  10.6   1.431e-02   7.326e-03  
  10.7   1.688e-02   8.655e-03  
  10.8   1.990e-02   1.023e-02  
  10.9   2.347e-02   1.210e-02  
  11.0   2.767e-02   1.433e-02  
  11.1   3.263e-02   1.699e-02  
  11.2   3.848e-02   2.016e-02  
  11.3   4.538e-02   2.395e-02  
  11.4   5.352e-02   2.851e-02  
  11.5   6.309e-02   3.398e-02  
  11.6   7.434e-02   4.056e-02  
  11.7   8.746e-02   4.845e-02  
  11.8   1.026e-01   5.783e-02  
  11.9   1.196e-01   6.879e-02  
  12.0   1.380e-01   8.113e-02  
  12.1   1.561e-01   9.417e-02  
  12.2   1.714e-01   1.066e-01  
  12.3   1.802e-01   1.170e-01  
  12.4   1.818e-01   1.253e-01  
  12.5   1.794e-01   1.332e-01  
  12.6   1.762e-01   1.433e-01  
  12.7   1.701e-01   1.558e-01  
  12.8   1.560e-01   1.686e-01  
  12.9   1.316e-01   1.784e-01  
  13.0   9.944e-02   1.826e-01  
  13.1   6.599e-02   1.800e-01  
  13.2   3.786e-02   1.710e-01  
  13.3   1.857e-02   1.573e-01  
  13.4   7.719e-03   1.413e-01  
  13.5   2.707e-03   1.246e-01  
  13.6         nan         nan  
  13.7         nan         nan  
  13.8         nan         nan  
  13.9         nan         nan  
  14.0         nan         nan  
  14.1         nan         nan  
  14.2         nan         nan  
  14.3         nan         nan  
  14.4         nan         nan  
  14.5         nan         nan  
  14.6         nan         nan  
  14.7         nan         nan  
  14.8         nan         nan  
  14.9         nan         nan  
  15.0         nan         nan  
