# z=19.0: redshift
# eps=0.6: maximum star formation efficiency for FFB
# -----
# lgMh [Msun], eps_sfr=SFR/(fb*dMhalo/dt), eps_s=Mstar/(fb*Mhalo)
# 
  lgMh     eps_sfr       eps_s  
   6.0   9.123e-05   1.549e-04  
   6.1   1.521e-04   2.104e-04  
   6.2   2.537e-04   2.850e-04  
   6.3   4.232e-04   3.846e-04  
   6.4   7.057e-04   5.156e-04  
   6.5   1.177e-03   6.845e-04  
   6.6   1.963e-03   8.953e-04  
   6.7   3.274e-03   1.146e-03  
   6.8   5.458e-03   1.422e-03  
   6.9   9.091e-03   1.695e-03  
   7.0   1.505e-02   1.924e-03  
   7.1   2.407e-02   2.071e-03  
   7.2   3.252e-02   2.117e-03  
   7.3   2.598e-02   2.072e-03  
   7.4   1.089e-02   1.971e-03  
   7.5   3.467e-03   1.856e-03  
   7.6   1.094e-03   1.778e-03  
   7.7   4.560e-04   1.796e-03  
   7.8   3.991e-04   1.989e-03  
   7.9   6.347e-04   2.490e-03  
   8.0   1.194e-03   3.524e-03  
   8.1   2.308e-03   5.484e-03  
   8.2   4.476e-03   9.061e-03  
   8.3   8.657e-03   1.543e-02  
   8.4   1.663e-02   2.656e-02  
   8.5   3.157e-02   4.547e-02  
   8.6   5.856e-02   7.636e-02  
   8.7   1.044e-01   1.237e-01  
   8.8   1.746e-01   1.896e-01  
   8.9   2.665e-01   2.696e-01  
   9.0   3.653e-01   3.521e-01  
   9.1   4.512e-01   4.238e-01  
   9.2   5.131e-01   4.778e-01  
   9.3   5.520e-01   5.144e-01  
   9.4   5.744e-01   5.379e-01  
   9.5         nan         nan  
   9.6         nan         nan  
   9.7         nan         nan  
   9.8         nan         nan  
   9.9         nan         nan  
  10.0         nan         nan  
  10.1         nan         nan  
  10.2         nan         nan  
  10.3         nan         nan  
  10.4         nan         nan  
  10.5         nan         nan  
  10.6         nan         nan  
  10.7         nan         nan  
  10.8         nan         nan  
  10.9         nan         nan  
  11.0         nan         nan  
  11.1         nan         nan  
  11.2         nan         nan  
  11.3         nan         nan  
  11.4         nan         nan  
  11.5         nan         nan  
  11.6         nan         nan  
  11.7         nan         nan  
  11.8         nan         nan  
  11.9         nan         nan  
  12.0         nan         nan  
  12.1         nan         nan  
  12.2         nan         nan  
  12.3         nan         nan  
  12.4         nan         nan  
  12.5         nan         nan  
  12.6         nan         nan  
  12.7         nan         nan  
  12.8         nan         nan  
  12.9         nan         nan  
  13.0         nan         nan  
  13.1         nan         nan  
  13.2         nan         nan  
  13.3         nan         nan  
  13.4         nan         nan  
  13.5         nan         nan  
  13.6         nan         nan  
  13.7         nan         nan  
  13.8         nan         nan  
  13.9         nan         nan  
  14.0         nan         nan  
  14.1         nan         nan  
  14.2         nan         nan  
  14.3         nan         nan  
  14.4         nan         nan  
  14.5         nan         nan  
  14.6         nan         nan  
  14.7         nan         nan  
  14.8         nan         nan  
  14.9         nan         nan  
  15.0         nan         nan  
