# z=23.5: redshift
# eps=0.6: maximum star formation efficiency for FFB
# -----
# lgMh [Msun], eps_sfr=SFR/(fb*dMhalo/dt), eps_s=Mstar/(fb*Mhalo)
# 
  lgMh     eps_sfr       eps_s  
   6.0   8.094e-08   8.112e-05  
   6.1   1.449e-07   6.919e-05  
   6.2   2.794e-07   5.915e-05  
   6.3   5.436e-07   5.083e-05  
   6.4   1.059e-06   4.418e-05  
   6.5   2.062e-06   3.933e-05  
   6.6   4.016e-06   3.676e-05  
   6.7   7.821e-06   3.750e-05  
   6.8   1.523e-05   4.367e-05  
   6.9   2.967e-05   5.936e-05  
   7.0   5.779e-05   9.239e-05  
   7.1   1.125e-04   1.576e-04  
   7.2   2.192e-04   2.828e-04  
   7.3   4.267e-04   5.204e-04  
   7.4   8.306e-04   9.684e-04  
   7.5   1.616e-03   1.809e-03  
   7.6   3.139e-03   3.382e-03  
   7.7   6.084e-03   6.303e-03  
   7.8   1.174e-02   1.168e-02  
   7.9   2.244e-02   2.141e-02  
   8.0   4.222e-02   3.852e-02  
   8.1   7.709e-02   6.714e-02  
   8.2   1.338e-01   1.114e-01  
   8.3   2.152e-01   1.721e-01  
   8.4   3.128e-01   2.432e-01  
   8.5         nan         nan  
   8.6         nan         nan  
   8.7         nan         nan  
   8.8         nan         nan  
   8.9         nan         nan  
   9.0         nan         nan  
   9.1         nan         nan  
   9.2         nan         nan  
   9.3         nan         nan  
   9.4         nan         nan  
   9.5         nan         nan  
   9.6         nan         nan  
   9.7         nan         nan  
   9.8         nan         nan  
   9.9         nan         nan  
  10.0         nan         nan  
  10.1         nan         nan  
  10.2         nan         nan  
  10.3         nan         nan  
  10.4         nan         nan  
  10.5         nan         nan  
  10.6         nan         nan  
  10.7         nan         nan  
  10.8         nan         nan  
  10.9         nan         nan  
  11.0         nan         nan  
  11.1         nan         nan  
  11.2         nan         nan  
  11.3         nan         nan  
  11.4         nan         nan  
  11.5         nan         nan  
  11.6         nan         nan  
  11.7         nan         nan  
  11.8         nan         nan  
  11.9         nan         nan  
  12.0         nan         nan  
  12.1         nan         nan  
  12.2         nan         nan  
  12.3         nan         nan  
  12.4         nan         nan  
  12.5         nan         nan  
  12.6         nan         nan  
  12.7         nan         nan  
  12.8         nan         nan  
  12.9         nan         nan  
  13.0         nan         nan  
  13.1         nan         nan  
  13.2         nan         nan  
  13.3         nan         nan  
  13.4         nan         nan  
  13.5         nan         nan  
  13.6         nan         nan  
  13.7         nan         nan  
  13.8         nan         nan  
  13.9         nan         nan  
  14.0         nan         nan  
  14.1         nan         nan  
  14.2         nan         nan  
  14.3         nan         nan  
  14.4         nan         nan  
  14.5         nan         nan  
  14.6         nan         nan  
  14.7         nan         nan  
  14.8         nan         nan  
  14.9         nan         nan  
  15.0         nan         nan  
