# z=16.0: redshift
# eps=0.8: maximum star formation efficiency for FFB
# -----
# lgMh [Msun], eps_sfr=SFR/(fb*dMhalo/dt), eps_s=Mstar/(fb*Mhalo)
# 
  lgMh     eps_sfr       eps_s  
   6.0   4.017e-06   1.941e-05  
   6.1   5.764e-06   2.488e-05  
   6.2   8.271e-06   3.188e-05  
   6.3   1.187e-05   4.087e-05  
   6.4   1.703e-05   5.239e-05  
   6.5   2.444e-05   6.717e-05  
   6.6   3.507e-05   8.614e-05  
   6.7   5.032e-05   1.105e-04  
   6.8   7.221e-05   1.417e-04  
   6.9   1.036e-04   1.819e-04  
   7.0   1.487e-04   2.336e-04  
   7.1   2.135e-04   3.001e-04  
   7.2   3.064e-04   3.859e-04  
   7.3   4.399e-04   4.965e-04  
   7.4   6.316e-04   6.395e-04  
   7.5   9.071e-04   8.247e-04  
   7.6   1.303e-03   1.065e-03  
   7.7   1.873e-03   1.377e-03  
   7.8   2.693e-03   1.784e-03  
   7.9   3.876e-03   2.314e-03  
   8.0   5.584e-03   3.008e-03  
   8.1   8.055e-03   3.921e-03  
   8.2   1.164e-02   5.135e-03  
   8.3   1.682e-02   6.783e-03  
   8.4   2.424e-02   9.103e-03  
   8.5   3.420e-02   1.253e-02  
   8.6   4.438e-02   1.788e-02  
   8.7   4.614e-02   2.658e-02  
   8.8   3.904e-02   4.101e-02  
   8.9   4.199e-02   6.488e-02  
   9.0   6.521e-02   1.034e-01  
   9.1   1.137e-01   1.624e-01  
   9.2   1.940e-01   2.457e-01  
   9.3   3.069e-01   3.504e-01  
   9.4   4.383e-01   4.633e-01  
   9.5   5.619e-01   5.659e-01  
   9.6   6.570e-01   6.459e-01  
   9.7   7.196e-01   7.010e-01  
   9.8   7.566e-01   7.362e-01  
   9.9   7.771e-01   7.576e-01  
  10.0   7.881e-01   7.705e-01  
  10.1   7.938e-01   7.783e-01  
  10.2         nan         nan  
  10.3         nan         nan  
  10.4         nan         nan  
  10.5         nan         nan  
  10.6         nan         nan  
  10.7         nan         nan  
  10.8         nan         nan  
  10.9         nan         nan  
  11.0         nan         nan  
  11.1         nan         nan  
  11.2         nan         nan  
  11.3         nan         nan  
  11.4         nan         nan  
  11.5         nan         nan  
  11.6         nan         nan  
  11.7         nan         nan  
  11.8         nan         nan  
  11.9         nan         nan  
  12.0         nan         nan  
  12.1         nan         nan  
  12.2         nan         nan  
  12.3         nan         nan  
  12.4         nan         nan  
  12.5         nan         nan  
  12.6         nan         nan  
  12.7         nan         nan  
  12.8         nan         nan  
  12.9         nan         nan  
  13.0         nan         nan  
  13.1         nan         nan  
  13.2         nan         nan  
  13.3         nan         nan  
  13.4         nan         nan  
  13.5         nan         nan  
  13.6         nan         nan  
  13.7         nan         nan  
  13.8         nan         nan  
  13.9         nan         nan  
  14.0         nan         nan  
  14.1         nan         nan  
  14.2         nan         nan  
  14.3         nan         nan  
  14.4         nan         nan  
  14.5         nan         nan  
  14.6         nan         nan  
  14.7         nan         nan  
  14.8         nan         nan  
  14.9         nan         nan  
  15.0         nan         nan  
