# z=11.5: redshift
# eps=0.8: maximum star formation efficiency for FFB
# -----
# lgMh [Msun], eps_sfr=SFR/(fb*dMhalo/dt), eps_s=Mstar/(fb*Mhalo)
# 
  lgMh     eps_sfr       eps_s  
   6.0   1.651e-05   1.396e-05  
   6.1   1.993e-05   1.663e-05  
   6.2   2.407e-05   1.982e-05  
   6.3   2.907e-05   2.362e-05  
   6.4   3.511e-05   2.815e-05  
   6.5   4.240e-05   3.355e-05  
   6.6   5.120e-05   3.999e-05  
   6.7   6.184e-05   4.767e-05  
   6.8   7.468e-05   5.683e-05  
   6.9   9.019e-05   6.776e-05  
   7.0   1.089e-04   8.081e-05  
   7.1   1.315e-04   9.640e-05  
   7.2   1.588e-04   1.150e-04  
   7.3   1.918e-04   1.374e-04  
   7.4   2.317e-04   1.641e-04  
   7.5   2.798e-04   1.963e-04  
   7.6   3.379e-04   2.350e-04  
   7.7   4.081e-04   2.817e-04  
   7.8   4.929e-04   3.384e-04  
   7.9   5.953e-04   4.074e-04  
   8.0   7.190e-04   4.921e-04  
   8.1   8.686e-04   5.965e-04  
   8.2   1.049e-03   7.267e-04  
   8.3   1.268e-03   8.907e-04  
   8.4   1.534e-03   1.100e-03  
   8.5   1.856e-03   1.371e-03  
   8.6   2.248e-03   1.729e-03  
   8.7   2.729e-03   2.210e-03  
   8.8   3.322e-03   2.870e-03  
   8.9   4.065e-03   3.795e-03  
   9.0   5.010e-03   5.121e-03  
   9.1   6.248e-03   7.063e-03  
   9.2   7.930e-03   9.964e-03  
   9.3   1.032e-02   1.438e-02  
   9.4   1.390e-02   2.118e-02  
   9.5   1.956e-02   3.180e-02  
   9.6   2.891e-02   4.841e-02  
   9.7   4.485e-02   7.429e-02  
   9.8   7.230e-02   1.139e-01  
   9.9   1.186e-01   1.722e-01  
  10.0   1.923e-01   2.528e-01  
  10.1   2.972e-01   3.531e-01  
  10.2   4.236e-01   4.623e-01  
  10.3   5.476e-01   5.639e-01  
  10.4   6.465e-01   6.459e-01  
  10.5   7.127e-01   7.062e-01  
  10.6   7.521e-01   7.485e-01  
  10.7   7.740e-01   7.768e-01  
  10.8   7.861e-01   7.941e-01  
  10.9   7.927e-01   8.034e-01  
  11.0   7.962e-01   8.077e-01  
  11.1   7.980e-01   8.092e-01  
  11.2   7.990e-01   8.093e-01  
  11.3         nan         nan  
  11.4         nan         nan  
  11.5         nan         nan  
  11.6         nan         nan  
  11.7         nan         nan  
  11.8         nan         nan  
  11.9         nan         nan  
  12.0         nan         nan  
  12.1         nan         nan  
  12.2         nan         nan  
  12.3         nan         nan  
  12.4         nan         nan  
  12.5         nan         nan  
  12.6         nan         nan  
  12.7         nan         nan  
  12.8         nan         nan  
  12.9         nan         nan  
  13.0         nan         nan  
  13.1         nan         nan  
  13.2         nan         nan  
  13.3         nan         nan  
  13.4         nan         nan  
  13.5         nan         nan  
  13.6         nan         nan  
  13.7         nan         nan  
  13.8         nan         nan  
  13.9         nan         nan  
  14.0         nan         nan  
  14.1         nan         nan  
  14.2         nan         nan  
  14.3         nan         nan  
  14.4         nan         nan  
  14.5         nan         nan  
  14.6         nan         nan  
  14.7         nan         nan  
  14.8         nan         nan  
  14.9         nan         nan  
  15.0         nan         nan  
