# z=13.5: redshift
# eps=0.1: maximum star formation efficiency for FFB
# -----
# lgMh [Msun], eps_sfr=SFR/(fb*dMhalo/dt), eps_s=Mstar/(fb*Mhalo)
# 
  lgMh     eps_sfr       eps_s  
   6.0   4.893e-06   1.217e-05  
   6.1   6.319e-06   1.492e-05  
   6.2   8.160e-06   1.829e-05  
   6.3   1.054e-05   2.242e-05  
   6.4   1.361e-05   2.749e-05  
   6.5   1.758e-05   3.370e-05  
   6.6   2.270e-05   4.132e-05  
   6.7   2.931e-05   5.067e-05  
   6.8   3.786e-05   6.212e-05  
   6.9   4.889e-05   7.618e-05  
   7.0   6.314e-05   9.341e-05  
   7.1   8.154e-05   1.146e-04  
   7.2   1.053e-04   1.405e-04  
   7.3   1.360e-04   1.724e-04  
   7.4   1.756e-04   2.115e-04  
   7.5   2.268e-04   2.595e-04  
   7.6   2.929e-04   3.185e-04  
   7.7   3.783e-04   3.911e-04  
   7.8   4.886e-04   4.805e-04  
   7.9   6.311e-04   5.907e-04  
   8.0   8.153e-04   7.267e-04  
   8.1   1.053e-03   8.950e-04  
   8.2   1.361e-03   1.104e-03  
   8.3   1.759e-03   1.364e-03  
   8.4   2.275e-03   1.688e-03  
   8.5   2.943e-03   2.096e-03  
   8.6   3.812e-03   2.613e-03  
   8.7   4.943e-03   3.272e-03  
   8.8   6.422e-03   4.122e-03  
   8.9   8.367e-03   5.231e-03  
   9.0   1.094e-02   6.701e-03  
   9.1   1.438e-02   8.676e-03  
   9.2   1.901e-02   1.137e-02  
   9.3   2.527e-02   1.510e-02  
   9.4   3.367e-02   2.027e-02  
   9.5   4.450e-02   2.740e-02  
   9.6   5.697e-02   3.701e-02  
   9.7   6.791e-02   4.935e-02  
   9.8   7.356e-02   6.383e-02  
   9.9   7.673e-02   7.823e-02  
  10.0   8.246e-02   8.974e-02  
  10.1   8.892e-02   9.732e-02  
  10.2   9.370e-02   1.016e-01  
  10.3   9.660e-02   1.037e-01  
  10.4   9.822e-02   1.045e-01  
  10.5   9.907e-02   1.046e-01  
  10.6   9.952e-02   1.043e-01  
  10.7   9.975e-02   1.039e-01  
  10.8         nan         nan  
  10.9         nan         nan  
  11.0         nan         nan  
  11.1         nan         nan  
  11.2         nan         nan  
  11.3         nan         nan  
  11.4         nan         nan  
  11.5         nan         nan  
  11.6         nan         nan  
  11.7         nan         nan  
  11.8         nan         nan  
  11.9         nan         nan  
  12.0         nan         nan  
  12.1         nan         nan  
  12.2         nan         nan  
  12.3         nan         nan  
  12.4         nan         nan  
  12.5         nan         nan  
  12.6         nan         nan  
  12.7         nan         nan  
  12.8         nan         nan  
  12.9         nan         nan  
  13.0         nan         nan  
  13.1         nan         nan  
  13.2         nan         nan  
  13.3         nan         nan  
  13.4         nan         nan  
  13.5         nan         nan  
  13.6         nan         nan  
  13.7         nan         nan  
  13.8         nan         nan  
  13.9         nan         nan  
  14.0         nan         nan  
  14.1         nan         nan  
  14.2         nan         nan  
  14.3         nan         nan  
  14.4         nan         nan  
  14.5         nan         nan  
  14.6         nan         nan  
  14.7         nan         nan  
  14.8         nan         nan  
  14.9         nan         nan  
  15.0         nan         nan  
