# z=20.5: redshift
# eps=0.8: maximum star formation efficiency for FFB
# -----
# lgMh [Msun], eps_sfr=SFR/(fb*dMhalo/dt), eps_s=Mstar/(fb*Mhalo)
# 
  lgMh     eps_sfr       eps_s  
   6.0   2.638e-03   7.674e-04  
   6.1   4.778e-03   9.460e-04  
   6.2   8.640e-03   1.103e-03  
   6.3   1.543e-02   1.209e-03  
   6.4   2.552e-02   1.245e-03  
   6.5   2.902e-02   1.213e-03  
   6.6   1.491e-02   1.133e-03  
   6.7   4.613e-03   1.025e-03  
   6.8   1.263e-03   9.093e-04  
   6.9   3.418e-04   7.990e-04  
   7.0   9.773e-05   7.023e-04  
   7.1   3.852e-05   6.259e-04  
   7.2   3.447e-05   5.773e-04  
   7.3   5.631e-05   5.689e-04  
   7.4   1.068e-04   6.234e-04  
   7.5   2.072e-04   7.825e-04  
   7.6   4.032e-04   1.123e-03  
   7.7   7.849e-04   1.783e-03  
   7.8   1.527e-03   3.017e-03  
   7.9   2.969e-03   5.279e-03  
   8.0   5.763e-03   9.375e-03  
   8.1   1.115e-02   1.672e-02  
   8.2   2.143e-02   2.970e-02  
   8.3   4.071e-02   5.211e-02  
   8.4   7.565e-02   8.938e-02  
   8.5   1.352e-01   1.476e-01  
   8.6   2.270e-01   2.302e-01  
   8.7   3.484e-01   3.327e-01  
   8.8   4.804e-01   4.405e-01  
   8.9   5.963e-01   5.358e-01  
   9.0   6.806e-01   6.086e-01  
   9.1         nan         nan  
   9.2         nan         nan  
   9.3         nan         nan  
   9.4         nan         nan  
   9.5         nan         nan  
   9.6         nan         nan  
   9.7         nan         nan  
   9.8         nan         nan  
   9.9         nan         nan  
  10.0         nan         nan  
  10.1         nan         nan  
  10.2         nan         nan  
  10.3         nan         nan  
  10.4         nan         nan  
  10.5         nan         nan  
  10.6         nan         nan  
  10.7         nan         nan  
  10.8         nan         nan  
  10.9         nan         nan  
  11.0         nan         nan  
  11.1         nan         nan  
  11.2         nan         nan  
  11.3         nan         nan  
  11.4         nan         nan  
  11.5         nan         nan  
  11.6         nan         nan  
  11.7         nan         nan  
  11.8         nan         nan  
  11.9         nan         nan  
  12.0         nan         nan  
  12.1         nan         nan  
  12.2         nan         nan  
  12.3         nan         nan  
  12.4         nan         nan  
  12.5         nan         nan  
  12.6         nan         nan  
  12.7         nan         nan  
  12.8         nan         nan  
  12.9         nan         nan  
  13.0         nan         nan  
  13.1         nan         nan  
  13.2         nan         nan  
  13.3         nan         nan  
  13.4         nan         nan  
  13.5         nan         nan  
  13.6         nan         nan  
  13.7         nan         nan  
  13.8         nan         nan  
  13.9         nan         nan  
  14.0         nan         nan  
  14.1         nan         nan  
  14.2         nan         nan  
  14.3         nan         nan  
  14.4         nan         nan  
  14.5         nan         nan  
  14.6         nan         nan  
  14.7         nan         nan  
  14.8         nan         nan  
  14.9         nan         nan  
  15.0         nan         nan  
