# z=19.5: redshift
# eps=0.3: maximum star formation efficiency for FFB
# -----
# lgMh [Msun], eps_sfr=SFR/(fb*dMhalo/dt), eps_s=Mstar/(fb*Mhalo)
# 
  lgMh     eps_sfr       eps_s  
   6.0   2.417e-04   2.641e-04  
   6.1   4.142e-04   3.593e-04  
   6.2   7.097e-04   4.849e-04  
   6.3   1.216e-03   6.461e-04  
   6.4   2.084e-03   8.445e-04  
   6.5   3.571e-03   1.074e-03  
   6.6   6.117e-03   1.314e-03  
   6.7   1.045e-02   1.533e-03  
   6.8   1.763e-02   1.691e-03  
   6.9   2.759e-02   1.763e-03  
   7.0   3.096e-02   1.742e-03  
   7.1   1.717e-02   1.650e-03  
   7.2   5.777e-03   1.514e-03  
   7.3   1.694e-03   1.365e-03  
   7.4   4.963e-04   1.225e-03  
   7.5   1.687e-04   1.114e-03  
   7.6   1.027e-04   1.052e-03  
   7.7   1.361e-04   1.070e-03  
   7.8   2.469e-04   1.217e-03  
   7.9   4.755e-04   1.579e-03  
   8.0   9.232e-04   2.313e-03  
   8.1   1.793e-03   3.695e-03  
   8.2   3.472e-03   6.205e-03  
   8.3   6.689e-03   1.066e-02  
   8.4   1.276e-02   1.835e-02  
   8.5   2.389e-02   3.120e-02  
   8.6   4.326e-02   5.148e-02  
   8.7   7.413e-02   8.090e-02  
   8.8   1.170e-01   1.186e-01  
   8.9   1.664e-01   1.599e-01  
   9.0   2.124e-01   1.981e-01  
   9.1   2.476e-01   2.281e-01  
   9.2   2.706e-01   2.492e-01  
   9.3   2.841e-01   2.629e-01  
   9.4         nan         nan  
   9.5         nan         nan  
   9.6         nan         nan  
   9.7         nan         nan  
   9.8         nan         nan  
   9.9         nan         nan  
  10.0         nan         nan  
  10.1         nan         nan  
  10.2         nan         nan  
  10.3         nan         nan  
  10.4         nan         nan  
  10.5         nan         nan  
  10.6         nan         nan  
  10.7         nan         nan  
  10.8         nan         nan  
  10.9         nan         nan  
  11.0         nan         nan  
  11.1         nan         nan  
  11.2         nan         nan  
  11.3         nan         nan  
  11.4         nan         nan  
  11.5         nan         nan  
  11.6         nan         nan  
  11.7         nan         nan  
  11.8         nan         nan  
  11.9         nan         nan  
  12.0         nan         nan  
  12.1         nan         nan  
  12.2         nan         nan  
  12.3         nan         nan  
  12.4         nan         nan  
  12.5         nan         nan  
  12.6         nan         nan  
  12.7         nan         nan  
  12.8         nan         nan  
  12.9         nan         nan  
  13.0         nan         nan  
  13.1         nan         nan  
  13.2         nan         nan  
  13.3         nan         nan  
  13.4         nan         nan  
  13.5         nan         nan  
  13.6         nan         nan  
  13.7         nan         nan  
  13.8         nan         nan  
  13.9         nan         nan  
  14.0         nan         nan  
  14.1         nan         nan  
  14.2         nan         nan  
  14.3         nan         nan  
  14.4         nan         nan  
  14.5         nan         nan  
  14.6         nan         nan  
  14.7         nan         nan  
  14.8         nan         nan  
  14.9         nan         nan  
  15.0         nan         nan  
