# z=4.5: redshift
# eps=0.3: maximum star formation efficiency for FFB
# -----
# lgMh [Msun], eps_sfr=SFR/(fb*dMhalo/dt), eps_s=Mstar/(fb*Mhalo)
# 
  lgMh     eps_sfr       eps_s  
   6.0   7.309e-06   4.064e-06  
   6.1   8.618e-06   4.780e-06  
   6.2   1.016e-05   5.622e-06  
   6.3   1.198e-05   6.611e-06  
   6.4   1.413e-05   7.775e-06  
   6.5   1.666e-05   9.145e-06  
   6.6   1.964e-05   1.075e-05  
   6.7   2.316e-05   1.265e-05  
   6.8   2.731e-05   1.488e-05  
   6.9   3.220e-05   1.750e-05  
   7.0   3.797e-05   2.058e-05  
   7.1   4.478e-05   2.420e-05  
   7.2   5.280e-05   2.846e-05  
   7.3   6.225e-05   3.348e-05  
   7.4   7.340e-05   3.938e-05  
   7.5   8.655e-05   4.631e-05  
   7.6   1.021e-04   5.448e-05  
   7.7   1.203e-04   6.408e-05  
   7.8   1.419e-04   7.538e-05  
   7.9   1.673e-04   8.867e-05  
   8.0   1.973e-04   1.043e-04  
   8.1   2.326e-04   1.227e-04  
   8.2   2.743e-04   1.444e-04  
   8.3   3.234e-04   1.699e-04  
   8.4   3.814e-04   1.999e-04  
   8.5   4.497e-04   2.353e-04  
   8.6   5.302e-04   2.769e-04  
   8.7   6.252e-04   3.259e-04  
   8.8   7.372e-04   3.836e-04  
   8.9   8.692e-04   4.516e-04  
   9.0   1.025e-03   5.317e-04  
   9.1   1.209e-03   6.261e-04  
   9.2   1.425e-03   7.373e-04  
   9.3   1.680e-03   8.685e-04  
   9.4   1.981e-03   1.023e-03  
   9.5   2.336e-03   1.205e-03  
   9.6   2.755e-03   1.421e-03  
   9.7   3.248e-03   1.674e-03  
   9.8   3.830e-03   1.974e-03  
   9.9   4.516e-03   2.328e-03  
  10.0   5.325e-03   2.746e-03  
  10.1   6.279e-03   3.241e-03  
  10.2   7.404e-03   3.826e-03  
  10.3   8.730e-03   4.519e-03  
  10.4   1.029e-02   5.340e-03  
  10.5   1.214e-02   6.315e-03  
  10.6   1.431e-02   7.474e-03  
  10.7   1.688e-02   8.853e-03  
  10.8   1.990e-02   1.050e-02  
  10.9   2.347e-02   1.247e-02  
  11.0   2.768e-02   1.483e-02  
  11.1   3.265e-02   1.767e-02  
  11.2   3.851e-02   2.112e-02  
  11.3   4.544e-02   2.531e-02  
  11.4   5.364e-02   3.043e-02  
  11.5   6.332e-02   3.674e-02  
  11.6   7.479e-02   4.457e-02  
  11.7   8.834e-02   5.430e-02  
  11.8   1.043e-01   6.643e-02  
  11.9   1.229e-01   8.142e-02  
  12.0   1.441e-01   9.959e-02  
  12.1   1.674e-01   1.207e-01  
  12.2   1.912e-01   1.438e-01  
  12.3   2.127e-01   1.669e-01  
  12.4   2.300e-01   1.883e-01  
  12.5   2.432e-01   2.080e-01  
  12.6   2.514e-01   2.270e-01  
  12.7   2.497e-01   2.451e-01  
  12.8   2.320e-01   2.604e-01  
  12.9   1.968e-01   2.697e-01  
  13.0   1.490e-01   2.707e-01  
  13.1   9.893e-02   2.623e-01  
  13.2   5.677e-02   2.458e-01  
  13.3   2.784e-02   2.237e-01  
  13.4   1.157e-02   1.990e-01  
  13.5   4.050e-03   1.743e-01  
  13.6         nan         nan  
  13.7         nan         nan  
  13.8         nan         nan  
  13.9         nan         nan  
  14.0         nan         nan  
  14.1         nan         nan  
  14.2         nan         nan  
  14.3         nan         nan  
  14.4         nan         nan  
  14.5         nan         nan  
  14.6         nan         nan  
  14.7         nan         nan  
  14.8         nan         nan  
  14.9         nan         nan  
  15.0         nan         nan  
