# z=22.0: redshift
# eps=1.0: maximum star formation efficiency for FFB
# -----
# lgMh [Msun], eps_sfr=SFR/(fb*dMhalo/dt), eps_s=Mstar/(fb*Mhalo)
# 
  lgMh     eps_sfr       eps_s  
   6.0   1.314e-03   5.172e-04  
   6.1   3.232e-04   4.487e-04  
   6.2   7.939e-05   3.865e-04  
   6.3   1.971e-05   3.315e-04  
   6.4   5.327e-06   2.841e-04  
   6.5   2.272e-06   2.439e-04  
   6.6   2.439e-06   2.107e-04  
   6.7   4.264e-06   1.847e-04  
   6.8   8.185e-06   1.671e-04  
   6.9   1.591e-05   1.604e-04  
   7.0   3.099e-05   1.704e-04  
   7.1   6.035e-05   2.077e-04  
   7.2   1.175e-04   2.929e-04  
   7.3   2.289e-04   4.643e-04  
   7.4   4.458e-04   7.928e-04  
   7.5   8.679e-04   1.410e-03  
   7.6   1.689e-03   2.555e-03  
   7.7   3.285e-03   4.671e-03  
   7.8   6.377e-03   8.555e-03  
   7.9   1.235e-02   1.564e-02  
   8.0   2.377e-02   2.839e-02  
   8.1   4.528e-02   5.091e-02  
   8.2   8.456e-02   8.932e-02  
   8.3   1.525e-01   1.512e-01  
   8.4   2.595e-01   2.423e-01  
   8.5   4.057e-01   3.601e-01  
   8.6   5.707e-01   4.895e-01  
   8.7   7.214e-01   6.087e-01  
   8.8         nan         nan  
   8.9         nan         nan  
   9.0         nan         nan  
   9.1         nan         nan  
   9.2         nan         nan  
   9.3         nan         nan  
   9.4         nan         nan  
   9.5         nan         nan  
   9.6         nan         nan  
   9.7         nan         nan  
   9.8         nan         nan  
   9.9         nan         nan  
  10.0         nan         nan  
  10.1         nan         nan  
  10.2         nan         nan  
  10.3         nan         nan  
  10.4         nan         nan  
  10.5         nan         nan  
  10.6         nan         nan  
  10.7         nan         nan  
  10.8         nan         nan  
  10.9         nan         nan  
  11.0         nan         nan  
  11.1         nan         nan  
  11.2         nan         nan  
  11.3         nan         nan  
  11.4         nan         nan  
  11.5         nan         nan  
  11.6         nan         nan  
  11.7         nan         nan  
  11.8         nan         nan  
  11.9         nan         nan  
  12.0         nan         nan  
  12.1         nan         nan  
  12.2         nan         nan  
  12.3         nan         nan  
  12.4         nan         nan  
  12.5         nan         nan  
  12.6         nan         nan  
  12.7         nan         nan  
  12.8         nan         nan  
  12.9         nan         nan  
  13.0         nan         nan  
  13.1         nan         nan  
  13.2         nan         nan  
  13.3         nan         nan  
  13.4         nan         nan  
  13.5         nan         nan  
  13.6         nan         nan  
  13.7         nan         nan  
  13.8         nan         nan  
  13.9         nan         nan  
  14.0         nan         nan  
  14.1         nan         nan  
  14.2         nan         nan  
  14.3         nan         nan  
  14.4         nan         nan  
  14.5         nan         nan  
  14.6         nan         nan  
  14.7         nan         nan  
  14.8         nan         nan  
  14.9         nan         nan  
  15.0         nan         nan  
