# z=23.5: redshift
# eps=0.3: maximum star formation efficiency for FFB
# -----
# lgMh [Msun], eps_sfr=SFR/(fb*dMhalo/dt), eps_s=Mstar/(fb*Mhalo)
# 
  lgMh     eps_sfr       eps_s  
   6.0   4.416e-08   8.106e-05  
   6.1   7.329e-08   6.907e-05  
   6.2   1.399e-07   5.892e-05  
   6.3   2.718e-07   5.039e-05  
   6.4   5.293e-07   4.335e-05  
   6.5   1.031e-06   3.776e-05  
   6.6   2.008e-06   3.378e-05  
   6.7   3.911e-06   3.186e-05  
   6.8   7.617e-06   3.299e-05  
   6.9   1.484e-05   3.918e-05  
   7.0   2.889e-05   5.428e-05  
   7.1   5.627e-05   8.567e-05  
   7.2   1.096e-04   1.472e-04  
   7.3   2.134e-04   2.652e-04  
   7.4   4.153e-04   4.884e-04  
   7.5   8.078e-04   9.083e-04  
   7.6   1.569e-03   1.694e-03  
   7.7   3.042e-03   3.154e-03  
   7.8   5.868e-03   5.842e-03  
   7.9   1.122e-02   1.071e-02  
   8.0   2.111e-02   1.926e-02  
   8.1   3.854e-02   3.357e-02  
   8.2   6.692e-02   5.569e-02  
   8.3   1.076e-01   8.604e-02  
   8.4   1.564e-01   1.216e-01  
   8.5         nan         nan  
   8.6         nan         nan  
   8.7         nan         nan  
   8.8         nan         nan  
   8.9         nan         nan  
   9.0         nan         nan  
   9.1         nan         nan  
   9.2         nan         nan  
   9.3         nan         nan  
   9.4         nan         nan  
   9.5         nan         nan  
   9.6         nan         nan  
   9.7         nan         nan  
   9.8         nan         nan  
   9.9         nan         nan  
  10.0         nan         nan  
  10.1         nan         nan  
  10.2         nan         nan  
  10.3         nan         nan  
  10.4         nan         nan  
  10.5         nan         nan  
  10.6         nan         nan  
  10.7         nan         nan  
  10.8         nan         nan  
  10.9         nan         nan  
  11.0         nan         nan  
  11.1         nan         nan  
  11.2         nan         nan  
  11.3         nan         nan  
  11.4         nan         nan  
  11.5         nan         nan  
  11.6         nan         nan  
  11.7         nan         nan  
  11.8         nan         nan  
  11.9         nan         nan  
  12.0         nan         nan  
  12.1         nan         nan  
  12.2         nan         nan  
  12.3         nan         nan  
  12.4         nan         nan  
  12.5         nan         nan  
  12.6         nan         nan  
  12.7         nan         nan  
  12.8         nan         nan  
  12.9         nan         nan  
  13.0         nan         nan  
  13.1         nan         nan  
  13.2         nan         nan  
  13.3         nan         nan  
  13.4         nan         nan  
  13.5         nan         nan  
  13.6         nan         nan  
  13.7         nan         nan  
  13.8         nan         nan  
  13.9         nan         nan  
  14.0         nan         nan  
  14.1         nan         nan  
  14.2         nan         nan  
  14.3         nan         nan  
  14.4         nan         nan  
  14.5         nan         nan  
  14.6         nan         nan  
  14.7         nan         nan  
  14.8         nan         nan  
  14.9         nan         nan  
  15.0         nan         nan  
