# z=10.5: redshift
# eps=0.5: maximum star formation efficiency for FFB
# -----
# lgMh [Msun], eps_sfr=SFR/(fb*dMhalo/dt), eps_s=Mstar/(fb*Mhalo)
# 
  lgMh     eps_sfr       eps_s  
   6.0   3.399e-05   1.605e-05  
   6.1   3.998e-05   1.891e-05  
   6.2   4.702e-05   2.228e-05  
   6.3   5.531e-05   2.625e-05  
   6.4   6.506e-05   3.092e-05  
   6.5   7.653e-05   3.643e-05  
   6.6   9.002e-05   4.293e-05  
   6.7   1.059e-04   5.058e-05  
   6.8   1.245e-04   5.960e-05  
   6.9   1.465e-04   7.024e-05  
   7.0   1.723e-04   8.278e-05  
   7.1   2.027e-04   9.757e-05  
   7.2   2.384e-04   1.150e-04  
   7.3   2.804e-04   1.356e-04  
   7.4   3.299e-04   1.599e-04  
   7.5   3.880e-04   1.887e-04  
   7.6   4.564e-04   2.227e-04  
   7.7   5.368e-04   2.630e-04  
   7.8   6.315e-04   3.107e-04  
   7.9   7.428e-04   3.675e-04  
   8.0   8.737e-04   4.351e-04  
   8.1   1.028e-03   5.160e-04  
   8.2   1.209e-03   6.130e-04  
   8.3   1.422e-03   7.299e-04  
   8.4   1.673e-03   8.717e-04  
   8.5   1.969e-03   1.045e-03  
   8.6   2.317e-03   1.259e-03  
   8.7   2.727e-03   1.525e-03  
   8.8   3.211e-03   1.861e-03  
   8.9   3.785e-03   2.293e-03  
   9.0   4.467e-03   2.856e-03  
   9.1   5.283e-03   3.607e-03  
   9.2   6.270e-03   4.629e-03  
   9.3   7.483e-03   6.052e-03  
   9.4   9.013e-03   8.080e-03  
   9.5   1.101e-02   1.103e-02  
   9.6   1.374e-02   1.542e-02  
   9.7   1.767e-02   2.203e-02  
   9.8   2.368e-02   3.210e-02  
   9.9   3.331e-02   4.746e-02  
  10.0   4.920e-02   7.061e-02  
  10.1   7.547e-02   1.045e-01  
  10.2   1.172e-01   1.513e-01  
  10.3   1.778e-01   2.104e-01  
  10.4   2.534e-01   2.759e-01  
  10.5   3.311e-01   3.382e-01  
  10.6   3.958e-01   3.889e-01  
  10.7   4.407e-01   4.262e-01  
  10.8   4.678e-01   4.531e-01  
  10.9   4.828e-01   4.740e-01  
  11.0   4.908e-01   4.914e-01  
  11.1   4.950e-01   5.047e-01  
  11.2   4.973e-01   5.131e-01  
  11.3   4.986e-01   5.171e-01  
  11.4   4.993e-01   5.182e-01  
  11.5   4.996e-01   5.176e-01  
  11.6         nan         nan  
  11.7         nan         nan  
  11.8         nan         nan  
  11.9         nan         nan  
  12.0         nan         nan  
  12.1         nan         nan  
  12.2         nan         nan  
  12.3         nan         nan  
  12.4         nan         nan  
  12.5         nan         nan  
  12.6         nan         nan  
  12.7         nan         nan  
  12.8         nan         nan  
  12.9         nan         nan  
  13.0         nan         nan  
  13.1         nan         nan  
  13.2         nan         nan  
  13.3         nan         nan  
  13.4         nan         nan  
  13.5         nan         nan  
  13.6         nan         nan  
  13.7         nan         nan  
  13.8         nan         nan  
  13.9         nan         nan  
  14.0         nan         nan  
  14.1         nan         nan  
  14.2         nan         nan  
  14.3         nan         nan  
  14.4         nan         nan  
  14.5         nan         nan  
  14.6         nan         nan  
  14.7         nan         nan  
  14.8         nan         nan  
  14.9         nan         nan  
  15.0         nan         nan  
