# z=14.0: redshift
# eps=1.0: maximum star formation efficiency for FFB
# -----
# lgMh [Msun], eps_sfr=SFR/(fb*dMhalo/dt), eps_s=Mstar/(fb*Mhalo)
# 
  lgMh     eps_sfr       eps_s  
   6.0   4.048e-06   1.245e-05  
   6.1   5.329e-06   1.540e-05  
   6.2   7.017e-06   1.904e-05  
   6.3   9.239e-06   2.354e-05  
   6.4   1.216e-05   2.911e-05  
   6.5   1.602e-05   3.600e-05  
   6.6   2.109e-05   4.453e-05  
   6.7   2.777e-05   5.511e-05  
   6.8   3.656e-05   6.822e-05  
   6.9   4.814e-05   8.449e-05  
   7.0   6.339e-05   1.047e-04  
   7.1   8.347e-05   1.299e-04  
   7.2   1.099e-04   1.614e-04  
   7.3   1.448e-04   2.007e-04  
   7.4   1.907e-04   2.502e-04  
   7.5   2.512e-04   3.127e-04  
   7.6   3.310e-04   3.922e-04  
   7.7   4.362e-04   4.940e-04  
   7.8   5.753e-04   6.257e-04  
   7.9   7.594e-04   7.981e-04  
   8.0   1.004e-03   1.027e-03  
   8.1   1.328e-03   1.335e-03  
   8.2   1.763e-03   1.759e-03  
   8.3   2.348e-03   2.353e-03  
   8.4   3.144e-03   3.203e-03  
   8.5   4.242e-03   4.446e-03  
   8.6   5.784e-03   6.302e-03  
   8.7   8.001e-03   9.132e-03  
   8.8   1.128e-02   1.352e-02  
   8.9   1.629e-02   2.044e-02  
   9.0   2.421e-02   3.147e-02  
   9.1   3.711e-02   4.912e-02  
   9.2   5.855e-02   7.730e-02  
   9.3   9.426e-02   1.216e-01  
   9.4   1.521e-01   1.890e-01  
   9.5   2.389e-01   2.853e-01  
   9.6   3.562e-01   4.104e-01  
   9.7   5.002e-01   5.517e-01  
   9.8   6.528e-01   6.869e-01  
   9.9   7.833e-01   7.966e-01  
  10.0   8.752e-01   8.743e-01  
  10.1   9.317e-01   9.242e-01  
  10.2   9.637e-01   9.545e-01  
  10.3   9.810e-01   9.722e-01  
  10.4   9.902e-01   9.824e-01  
  10.5   9.949e-01   9.882e-01  
  10.6   9.974e-01   9.916e-01  
  10.7         nan         nan  
  10.8         nan         nan  
  10.9         nan         nan  
  11.0         nan         nan  
  11.1         nan         nan  
  11.2         nan         nan  
  11.3         nan         nan  
  11.4         nan         nan  
  11.5         nan         nan  
  11.6         nan         nan  
  11.7         nan         nan  
  11.8         nan         nan  
  11.9         nan         nan  
  12.0         nan         nan  
  12.1         nan         nan  
  12.2         nan         nan  
  12.3         nan         nan  
  12.4         nan         nan  
  12.5         nan         nan  
  12.6         nan         nan  
  12.7         nan         nan  
  12.8         nan         nan  
  12.9         nan         nan  
  13.0         nan         nan  
  13.1         nan         nan  
  13.2         nan         nan  
  13.3         nan         nan  
  13.4         nan         nan  
  13.5         nan         nan  
  13.6         nan         nan  
  13.7         nan         nan  
  13.8         nan         nan  
  13.9         nan         nan  
  14.0         nan         nan  
  14.1         nan         nan  
  14.2         nan         nan  
  14.3         nan         nan  
  14.4         nan         nan  
  14.5         nan         nan  
  14.6         nan         nan  
  14.7         nan         nan  
  14.8         nan         nan  
  14.9         nan         nan  
  15.0         nan         nan  
