# z=7.5: redshift
# eps=1.0: maximum star formation efficiency for FFB
# -----
# MUV, Phi=dN/dMUV [cMpc^-3 Mag^-1]
#   [none, disc, shell], extinction models: no dust, disc mode, or shell mode
#     extinction for shell mode is stronger that for disc mode, see details in Li, Dekel+23
    MUV   Phi[none]   Phi[disc]   Phi[shell]  
  -15.0   3.571e-02   3.426e-02    3.426e-02  
  -15.1   3.306e-02   3.164e-02    3.164e-02  
  -15.2   3.060e-02   2.921e-02    2.921e-02  
  -15.3   2.831e-02   2.697e-02    2.697e-02  
  -15.4   2.620e-02   2.489e-02    2.489e-02  
  -15.5   2.423e-02   2.296e-02    2.296e-02  
  -15.6   2.242e-02   2.118e-02    2.118e-02  
  -15.7   2.073e-02   1.953e-02    1.953e-02  
  -15.8   1.917e-02   1.800e-02    1.800e-02  
  -15.9   1.773e-02   1.659e-02    1.659e-02  
  -16.0   1.639e-02   1.529e-02    1.529e-02  
  -16.1   1.515e-02   1.408e-02    1.408e-02  
  -16.2   1.401e-02   1.297e-02    1.297e-02  
  -16.3   1.295e-02   1.194e-02    1.194e-02  
  -16.4   1.197e-02   1.099e-02    1.099e-02  
  -16.5   1.106e-02   1.011e-02    1.011e-02  
  -16.6   1.022e-02   9.303e-03    9.303e-03  
  -16.7   9.445e-03   8.557e-03    8.557e-03  
  -16.8   8.729e-03   7.868e-03    7.869e-03  
  -16.9   8.066e-03   7.234e-03    7.234e-03  
  -17.0   7.454e-03   6.649e-03    6.649e-03  
  -17.1   6.888e-03   6.110e-03    6.110e-03  
  -17.2   6.365e-03   5.613e-03    5.614e-03  
  -17.3   5.882e-03   5.156e-03    5.156e-03  
  -17.4   5.436e-03   4.735e-03    4.735e-03  
  -17.5   5.024e-03   4.347e-03    4.348e-03  
  -17.6   4.644e-03   3.990e-03    3.991e-03  
  -17.7   4.292e-03   3.662e-03    3.662e-03  
  -17.8   3.967e-03   3.359e-03    3.360e-03  
  -17.9   3.667e-03   3.082e-03    3.082e-03  
  -18.0   3.391e-03   2.826e-03    2.827e-03  
  -18.1   3.135e-03   2.591e-03    2.592e-03  
  -18.2   2.899e-03   2.375e-03    2.376e-03  
  -18.3   2.681e-03   2.176e-03    2.178e-03  
  -18.4   2.479e-03   1.994e-03    1.995e-03  
  -18.5   2.293e-03   1.827e-03    1.828e-03  
  -18.6   2.121e-03   1.673e-03    1.674e-03  
  -18.7   1.962e-03   1.531e-03    1.533e-03  
  -18.8   1.816e-03   1.401e-03    1.403e-03  
  -18.9   1.680e-03   1.282e-03    1.285e-03  
  -19.0   1.555e-03   1.173e-03    1.175e-03  
  -19.1   1.439e-03   1.073e-03    1.075e-03  
  -19.2   1.332e-03   9.804e-04    9.835e-04  
  -19.3   1.233e-03   8.959e-04    8.994e-04  
  -19.4   1.142e-03   8.184e-04    8.222e-04  
  -19.5   1.057e-03   7.474e-04    7.516e-04  
  -19.6   9.793e-04   6.822e-04    6.869e-04  
  -19.7   9.070e-04   6.225e-04    6.276e-04  
  -19.8   8.402e-04   5.677e-04    5.734e-04  
  -19.9   7.783e-04   5.176e-04    5.238e-04  
  -20.0   7.210e-04   4.716e-04    4.784e-04  
  -20.1   6.681e-04   4.296e-04    4.369e-04  
  -20.2   6.190e-04   3.911e-04    3.990e-04  
  -20.3   5.736e-04   3.558e-04    3.642e-04  
  -20.4   5.315e-04   3.236e-04    3.325e-04  
  -20.5   4.926e-04   2.941e-04    3.034e-04  
  -20.6   4.565e-04   2.671e-04    2.768e-04  
  -20.7   4.230e-04   2.425e-04    2.524e-04  
  -20.8   3.920e-04   2.200e-04    2.300e-04  
  -20.9   3.633e-04   1.995e-04    2.094e-04  
  -21.0   3.367e-04   1.808e-04    1.905e-04  
  -21.1   3.120e-04   1.637e-04    1.731e-04  
  -21.2   2.891e-04   1.482e-04    1.570e-04  
  -21.3   2.678e-04   1.340e-04    1.421e-04  
  -21.4   2.481e-04   1.212e-04    1.283e-04  
  -21.5   2.298e-04   1.095e-04    1.155e-04  
  -21.6   2.128e-04   9.885e-05    1.036e-04  
  -21.7   1.970e-04   8.922e-05    9.263e-05  
  -21.8   1.824e-04   8.051e-05    8.244e-05  
  -21.9   1.688e-04   7.262e-05    7.302e-05  
  -22.0   1.562e-04   6.550e-05    6.433e-05  
  -22.1   1.444e-04   5.907e-05    5.634e-05  
  -22.2   1.335e-04   5.328e-05    4.902e-05  
  -22.3   1.233e-04   4.807e-05    4.236e-05  
  -22.4   1.139e-04   4.337e-05    3.634e-05  
  -22.5   1.051e-04   3.916e-05    3.092e-05  
  -22.6   9.693e-05   3.536e-05    2.610e-05  
  -22.7   8.931e-05   3.195e-05    2.183e-05  
  -22.8   8.223e-05   2.887e-05    1.809e-05  
  -22.9   7.563e-05   2.610e-05    1.485e-05  
  -23.0   6.948e-05   2.359e-05    1.207e-05  
  -23.1   6.375e-05   2.131e-05    9.707e-06  
  -23.2   5.842e-05   1.923e-05    7.726e-06  
  -23.3   5.345e-05   1.733e-05    6.082e-06  
  -23.4   4.882e-05   1.558e-05    4.736e-06  
  -23.5   4.451e-05   1.398e-05    3.647e-06  
  -23.6   4.050e-05   1.249e-05    2.777e-06  
  -23.7   3.677e-05   1.112e-05    2.091e-06  
  -23.8   3.330e-05   9.844e-06    1.557e-06  
