# z=16.0: redshift
# eps=1.0: maximum star formation efficiency for FFB
# -----
# MUV, Phi=dN/dMUV [cMpc^-3 Mag^-1]
#   [none, disc, shell], extinction models: no dust, disc mode, or shell mode
#     extinction for shell mode is stronger that for disc mode, see details in Li, Dekel+23
    MUV   Phi[none]   Phi[disc]   Phi[shell]  
  -15.0   1.574e-03   1.515e-03    1.515e-03  
  -15.1   1.440e-03   1.383e-03    1.383e-03  
  -15.2   1.317e-03   1.263e-03    1.263e-03  
  -15.3   1.205e-03   1.154e-03    1.154e-03  
  -15.4   1.104e-03   1.054e-03    1.054e-03  
  -15.5   1.011e-03   9.637e-04    9.639e-04  
  -15.6   9.264e-04   8.812e-04    8.813e-04  
  -15.7   8.492e-04   8.060e-04    8.061e-04  
  -15.8   7.788e-04   7.374e-04    7.375e-04  
  -15.9   7.145e-04   6.748e-04    6.749e-04  
  -16.0   6.557e-04   6.176e-04    6.177e-04  
  -16.1   6.019e-04   5.654e-04    5.655e-04  
  -16.2   5.527e-04   5.177e-04    5.178e-04  
  -16.3   5.076e-04   4.740e-04    4.741e-04  
  -16.4   4.663e-04   4.341e-04    4.342e-04  
  -16.5   4.284e-04   3.975e-04    3.976e-04  
  -16.6   3.937e-04   3.640e-04    3.641e-04  
  -16.7   3.618e-04   3.333e-04    3.334e-04  
  -16.8   3.325e-04   3.051e-04    3.052e-04  
  -16.9   3.056e-04   2.793e-04    2.794e-04  
  -17.0   2.809e-04   2.556e-04    2.556e-04  
  -17.1   2.581e-04   2.338e-04    2.339e-04  
  -17.2   2.371e-04   2.138e-04    2.138e-04  
  -17.3   2.178e-04   1.954e-04    1.954e-04  
  -17.4   2.000e-04   1.785e-04    1.785e-04  
  -17.5   1.836e-04   1.629e-04    1.630e-04  
  -17.6   1.685e-04   1.486e-04    1.487e-04  
  -17.7   1.546e-04   1.355e-04    1.355e-04  
  -17.8   1.417e-04   1.234e-04    1.234e-04  
  -17.9   1.298e-04   1.122e-04    1.122e-04  
  -18.0   1.188e-04   1.019e-04    1.020e-04  
  -18.1   1.087e-04   9.247e-05    9.252e-05  
  -18.2   9.936e-05   8.376e-05    8.382e-05  
  -18.3   9.071e-05   7.575e-05    7.580e-05  
  -18.4   8.272e-05   6.837e-05    6.842e-05  
  -18.5   7.533e-05   6.158e-05    6.163e-05  
  -18.6   6.850e-05   5.533e-05    5.537e-05  
  -18.7   6.219e-05   4.959e-05    4.963e-05  
  -18.8   5.636e-05   4.433e-05    4.434e-05  
  -18.9   5.098e-05   3.950e-05    3.950e-05  
  -19.0   4.601e-05   3.508e-05    3.505e-05  
  -19.1   4.142e-05   3.105e-05    3.099e-05  
  -19.2   3.719e-05   2.737e-05    2.728e-05  
  -19.3   3.330e-05   2.403e-05    2.391e-05  
  -19.4   2.972e-05   2.101e-05    2.084e-05  
  -19.5   2.644e-05   1.828e-05    1.807e-05  
  -19.6   2.343e-05   1.583e-05    1.558e-05  
  -19.7   2.068e-05   1.363e-05    1.335e-05  
  -19.8   1.818e-05   1.168e-05    1.137e-05  
  -19.9   1.591e-05   9.945e-06    9.608e-06  
  -20.0   1.385e-05   8.420e-06    8.062e-06  
  -20.1   1.200e-05   7.084e-06    6.712e-06  
  -20.2   1.034e-05   5.922e-06    5.543e-06  
  -20.3   8.859e-06   4.916e-06    4.538e-06  
  -20.4   7.545e-06   4.053e-06    3.682e-06  
  -20.5   6.386e-06   3.316e-06    2.960e-06  
  -20.6   5.371e-06   2.693e-06    2.357e-06  
  -20.7   4.486e-06   2.169e-06    1.857e-06  
  -20.8   3.722e-06   1.733e-06    1.448e-06  
  -20.9   3.065e-06   1.372e-06    1.118e-06  
  -21.0   2.506e-06   1.077e-06    8.526e-07  
  -21.1   2.034e-06   8.370e-07    6.430e-07  
  -21.2   1.638e-06   6.443e-07    4.792e-07  
  -21.3   1.309e-06   4.910e-07    3.528e-07  
  -21.4   1.037e-06   3.702e-07    2.566e-07  
  -21.5   8.154e-07   2.761e-07    1.842e-07  
  -21.6   6.359e-07   2.037e-07    1.305e-07  
  -21.7   4.918e-07   1.485e-07    9.118e-08  
  -21.8   3.772e-07   1.070e-07    6.286e-08  
  -21.9   2.868e-07   7.614e-08    4.274e-08  
  -22.0   2.163e-07   5.352e-08    2.864e-08  
  -22.1   1.617e-07   3.714e-08    1.892e-08  
  -22.2   1.199e-07   2.545e-08    1.232e-08  
  -22.3   8.816e-08   1.721e-08    7.899e-09  
  -22.4   6.427e-08   1.148e-08    4.990e-09  
  -22.5   4.645e-08   7.553e-09    3.105e-09  
  -22.6   3.329e-08   4.903e-09    1.902e-09  
  -22.7   2.366e-08   3.138e-09    1.147e-09  
  -22.8   1.668e-08   1.980e-09    6.813e-10  
  -22.9   1.166e-08   1.232e-09    3.982e-10  
  -23.0   8.080e-09   7.556e-10    2.291e-10  
  -23.1   5.555e-09   4.567e-10    1.297e-10  
  -23.2   3.788e-09   2.720e-10    7.225e-11  
  -23.3   2.563e-09   1.596e-10    3.960e-11  
  -23.4   1.720e-09   9.229e-11    2.136e-11  
  -23.5   1.145e-09   5.257e-11    1.133e-11  
  -23.6   7.559e-10   2.949e-11    5.916e-12  
  -23.7   4.953e-10   1.629e-11    3.037e-12  
  -23.8   3.220e-10   8.866e-12    1.534e-12  
  -23.9   2.077e-10   4.751e-12    7.621e-13  
  -24.0   1.329e-10   2.506e-12    3.724e-13  
  -24.1   8.439e-11   1.302e-12    1.789e-13  
  -24.2   5.318e-11   6.657e-13    8.457e-14  
  -24.3   3.325e-11   3.351e-13    3.930e-14  
  -24.4   2.063e-11   1.660e-13    1.796e-14  
  -24.5   1.270e-11   8.097e-14    8.073e-15  
  -24.6   7.759e-12   3.886e-14    3.568e-15  
  -24.7   4.703e-12   1.835e-14    1.550e-15  
  -24.8   2.828e-12   8.531e-15    6.624e-16  
  -24.9   1.688e-12   3.902e-15    2.783e-16  
  -25.0   9.991e-13   1.756e-15    1.149e-16  
  -25.1   5.868e-13   7.773e-16    4.668e-17  
  -25.2   3.419e-13   3.386e-16    1.864e-17  
  -25.3   1.976e-13   1.451e-16    7.315e-18  
  -25.4   1.133e-13   6.116e-17    2.823e-18  
  -25.5   6.438e-14   2.536e-17    1.071e-18  
  -25.6   3.630e-14   1.034e-17    3.994e-19  
  -25.7   2.029e-14   4.150e-18    1.464e-19  
  -25.8   1.124e-14   1.637e-18    5.278e-20  
  -25.9   6.177e-15   6.354e-19    1.870e-20  
  -26.0   3.364e-15   2.425e-19    6.512e-21  
  -26.1   1.815e-15   9.103e-20    2.229e-21  
  -26.2   9.705e-16   3.360e-20    7.502e-22  
  -26.3   5.140e-16   1.220e-20    2.482e-22  
  -26.4   2.697e-16   4.353e-21    8.068e-23  
  -26.5   1.401e-16   1.528e-21    2.579e-23  
  -26.6   7.207e-17   5.273e-22    8.100e-24  
  -26.7   3.669e-17   1.789e-22    2.501e-24  
  -26.8   1.849e-17   5.970e-23    7.591e-25  
  -26.9   9.216e-18   1.958e-23    2.264e-25  
  -27.0   4.544e-18   6.316e-24    6.639e-26  
  -27.1   2.216e-18   2.003e-24    1.913e-26  
  -27.2   1.068e-18   6.244e-25    5.418e-27  
  -27.3   5.089e-19   1.914e-25    1.508e-27  
  -27.4   2.396e-19   5.766e-26    4.127e-28  
  -27.5   1.114e-19   1.708e-26    1.110e-28  
  -27.6   5.118e-20   4.973e-27    2.933e-29  
  -27.7   2.321e-20   1.424e-27    7.618e-30  
  -27.8   1.039e-20   4.006e-28    1.945e-30  
  -27.9   4.592e-21   1.108e-28    4.879e-31  
  -28.0   2.002e-21   3.013e-29    1.203e-31  
