# z=10.5: redshift
# eps=0.4: maximum star formation efficiency for FFB
# -----
# MUV, Phi=dN/dMUV [cMpc^-3 Mag^-1]
#   [none, disc, shell], extinction models: no dust, disc mode, or shell mode
#     extinction for shell mode is stronger that for disc mode, see details in Li, Dekel+23
    MUV   Phi[none]   Phi[disc]   Phi[shell]  
  -15.0   9.650e-03   9.243e-03    9.244e-03  
  -15.1   8.849e-03   8.458e-03    8.458e-03  
  -15.2   8.115e-03   7.738e-03    7.739e-03  
  -15.3   7.443e-03   7.080e-03    7.081e-03  
  -15.4   6.826e-03   6.478e-03    6.478e-03  
  -15.5   6.262e-03   5.926e-03    5.927e-03  
  -15.6   5.744e-03   5.422e-03    5.423e-03  
  -15.7   5.271e-03   4.960e-03    4.961e-03  
  -15.8   4.836e-03   4.538e-03    4.539e-03  
  -15.9   4.439e-03   4.152e-03    4.153e-03  
  -16.0   4.074e-03   3.798e-03    3.799e-03  
  -16.1   3.740e-03   3.475e-03    3.476e-03  
  -16.2   3.434e-03   3.180e-03    3.181e-03  
  -16.3   3.154e-03   2.909e-03    2.910e-03  
  -16.4   2.897e-03   2.662e-03    2.663e-03  
  -16.5   2.661e-03   2.435e-03    2.436e-03  
  -16.6   2.445e-03   2.228e-03    2.229e-03  
  -16.7   2.247e-03   2.039e-03    2.040e-03  
  -16.8   2.065e-03   1.865e-03    1.867e-03  
  -16.9   1.899e-03   1.706e-03    1.708e-03  
  -17.0   1.746e-03   1.561e-03    1.563e-03  
  -17.1   1.606e-03   1.428e-03    1.430e-03  
  -17.2   1.477e-03   1.307e-03    1.308e-03  
  -17.3   1.359e-03   1.195e-03    1.197e-03  
  -17.4   1.250e-03   1.093e-03    1.095e-03  
  -17.5   1.151e-03   9.997e-04    1.002e-03  
  -17.6   1.059e-03   9.142e-04    9.166e-04  
  -17.7   9.749e-04   8.358e-04    8.384e-04  
  -17.8   8.975e-04   7.640e-04    7.668e-04  
  -17.9   8.264e-04   6.983e-04    7.012e-04  
  -18.0   7.610e-04   6.381e-04    6.412e-04  
  -18.1   7.008e-04   5.829e-04    5.862e-04  
  -18.2   6.454e-04   5.324e-04    5.358e-04  
  -18.3   5.944e-04   4.860e-04    4.897e-04  
  -18.4   5.475e-04   4.436e-04    4.475e-04  
  -18.5   5.042e-04   4.047e-04    4.088e-04  
  -18.6   4.644e-04   3.691e-04    3.733e-04  
  -18.7   4.277e-04   3.364e-04    3.408e-04  
  -18.8   3.938e-04   3.065e-04    3.110e-04  
  -18.9   3.626e-04   2.791e-04    2.836e-04  
  -19.0   3.338e-04   2.540e-04    2.585e-04  
  -19.1   3.073e-04   2.311e-04    2.355e-04  
  -19.2   2.828e-04   2.100e-04    2.142e-04  
  -19.3   2.601e-04   1.907e-04    1.947e-04  
  -19.4   2.392e-04   1.731e-04    1.767e-04  
