# z=22.5: redshift
# eps=1.0: maximum star formation efficiency for FFB
# -----
# MUV, Phi=dN/dMUV [cMpc^-3 Mag^-1]
#   [none, disc, shell], extinction models: no dust, disc mode, or shell mode
#     extinction for shell mode is stronger that for disc mode, see details in Li, Dekel+23
    MUV   Phi[none]   Phi[disc]   Phi[shell]  
  -14.0   6.815e-05   6.702e-05    6.700e-05  
  -14.1   6.279e-05   6.170e-05    6.167e-05  
  -14.2   5.783e-05   5.677e-05    5.674e-05  
  -14.3   5.324e-05   5.221e-05    5.218e-05  
  -14.4   4.898e-05   4.799e-05    4.796e-05  
  -14.5   4.505e-05   4.408e-05    4.405e-05  
  -14.6   4.140e-05   4.047e-05    4.044e-05  
  -14.7   3.804e-05   3.713e-05    3.710e-05  
  -14.8   3.492e-05   3.405e-05    3.402e-05  
  -14.9   3.204e-05   3.120e-05    3.117e-05  
  -15.0   2.938e-05   2.857e-05    2.854e-05  
  -15.1   2.692e-05   2.614e-05    2.611e-05  
  -15.2   2.465e-05   2.389e-05    2.386e-05  
  -15.3   2.256e-05   2.182e-05    2.179e-05  
  -15.4   2.062e-05   1.991e-05    1.989e-05  
  -15.5   1.884e-05   1.815e-05    1.813e-05  
  -15.6   1.719e-05   1.653e-05    1.650e-05  
  -15.7   1.567e-05   1.503e-05    1.501e-05  
  -15.8   1.428e-05   1.365e-05    1.363e-05  
  -15.9   1.299e-05   1.238e-05    1.237e-05  
  -16.0   1.180e-05   1.121e-05    1.120e-05  
  -16.1   1.070e-05   1.013e-05    1.013e-05  
  -16.2   9.695e-06   9.139e-06    9.139e-06  
  -16.3   8.769e-06   8.228e-06    8.232e-06  
  -16.4   7.917e-06   7.390e-06    7.399e-06  
  -16.5   7.134e-06   6.622e-06    6.635e-06  
  -16.6   6.414e-06   5.918e-06    5.935e-06  
  -16.7   5.755e-06   5.273e-06    5.294e-06  
  -16.8   5.150e-06   4.683e-06    4.709e-06  
  -16.9   4.597e-06   4.146e-06    4.174e-06  
  -17.0   4.091e-06   3.656e-06    3.687e-06  
  -17.1   3.630e-06   3.211e-06    3.245e-06  
  -17.2   3.210e-06   2.809e-06    2.844e-06  
  -17.3   2.828e-06   2.445e-06    2.481e-06  
  -17.4   2.482e-06   2.119e-06    2.155e-06  
  -17.5   2.169e-06   1.826e-06    1.862e-06  
  -17.6   1.887e-06   1.566e-06    1.601e-06  
  -17.7   1.635e-06   1.335e-06    1.368e-06  
  -17.8   1.409e-06   1.131e-06    1.163e-06  
  -17.9   1.208e-06   9.523e-07    9.821e-07  
  -18.0   1.030e-06   7.966e-07    8.240e-07  
  -18.1   8.734e-07   6.619e-07    6.867e-07  
  -18.2   7.361e-07   5.460e-07    5.682e-07  
  -18.3   6.165e-07   4.472e-07    4.666e-07  
  -18.4   5.130e-07   3.634e-07    3.803e-07  
  -18.5   4.241e-07   2.931e-07    3.075e-07  
  -18.6   3.481e-07   2.345e-07    2.466e-07  
  -18.7   2.838e-07   1.860e-07    1.961e-07  
  -18.8   2.296e-07   1.464e-07    1.546e-07  
  -18.9   1.844e-07   1.142e-07    1.208e-07  
  -19.0   1.470e-07   8.828e-08    9.353e-08  
  -19.1   1.162e-07   6.764e-08    7.173e-08  
  -19.2   9.119e-08   5.135e-08    5.448e-08  
  -19.3   7.097e-08   3.862e-08    4.097e-08  
  -19.4   5.478e-08   2.877e-08    3.051e-08  
  -19.5   4.194e-08   2.122e-08    2.248e-08  
  -19.6   3.184e-08   1.550e-08    1.639e-08  
  -19.7   2.397e-08   1.121e-08    1.182e-08  
  -19.8   1.790e-08   8.019e-09    8.438e-09  
  -19.9   1.325e-08   5.679e-09    5.954e-09  
  -20.0   9.721e-09   3.979e-09    4.154e-09  
  -20.1   7.073e-09   2.758e-09    2.864e-09  
  -20.2   5.102e-09   1.891e-09    1.952e-09  
  -20.3   3.649e-09   1.282e-09    1.315e-09  
  -20.4   2.588e-09   8.590e-10    8.747e-10  
  -20.5   1.819e-09   5.691e-10    5.748e-10  
  -20.6   1.268e-09   3.727e-10    3.730e-10  
  -20.7   8.766e-10   2.411e-10    2.390e-10  
  -20.8   6.007e-10   1.542e-10    1.511e-10  
  -20.9   4.082e-10   9.736e-11    9.434e-11  
  -21.0   2.751e-10   6.073e-11    5.811e-11  
  -21.1   1.839e-10   3.741e-11    3.532e-11  
  -21.2   1.219e-10   2.275e-11    2.117e-11  
  -21.3   8.010e-11   1.366e-11    1.252e-11  
  -21.4   5.222e-11   8.096e-12    7.300e-12  
  -21.5   3.377e-11   4.735e-12    4.197e-12  
  -21.6   2.166e-11   2.733e-12    2.379e-12  
  -21.7   1.378e-11   1.556e-12    1.329e-12  
  -21.8   8.696e-12   8.744e-13    7.321e-13  
  -21.9   5.444e-12   4.845e-13    3.973e-13  
  -22.0   3.380e-12   2.648e-13    2.125e-13  
  -22.1   2.082e-12   1.427e-13    1.120e-13  
  -22.2   1.272e-12   7.585e-14    5.811e-14  
  -22.3   7.708e-13   3.974e-14    2.971e-14  
  -22.4   4.632e-13   2.053e-14    1.496e-14  
  -22.5   2.761e-13   1.045e-14    7.421e-15  
  -22.6   1.631e-13   5.245e-15    3.624e-15  
  -22.7   9.558e-14   2.594e-15    1.743e-15  
  -22.8   5.551e-14   1.264e-15    8.253e-16  
  -22.9   3.195e-14   6.068e-16    3.847e-16  
  -23.0   1.822e-14   2.870e-16    1.765e-16  
  -23.1   1.029e-14   1.337e-16    7.974e-17  
  -23.2   5.761e-15   6.138e-17    3.545e-17  
  -23.3   3.192e-15   2.775e-17    1.551e-17  
  -23.4   1.751e-15   1.235e-17    6.679e-18  
  -23.5   9.503e-16   5.415e-18    2.830e-18  
  -23.6   5.103e-16   2.338e-18    1.180e-18  
  -23.7   2.710e-16   9.936e-19    4.842e-19  
  -23.8   1.423e-16   4.158e-19    1.954e-19  
  -23.9   7.389e-17   1.713e-19    7.761e-20  
  -24.0   3.790e-17   6.946e-20    3.032e-20  
  -24.1   1.921e-17   2.772e-20    1.165e-20  
  -24.2   9.611e-18   1.089e-20    4.406e-21  
  -24.3   4.749e-18   4.211e-21    1.639e-21  
  -24.4   2.316e-18   1.602e-21    5.994e-22  
  -24.5   1.115e-18   6.000e-22    2.156e-22  
  -24.6   5.292e-19   2.211e-22    7.630e-23  
  -24.7   2.479e-19   8.014e-23    2.655e-23  
  -24.8   1.145e-19   2.859e-23    9.087e-24  
  -24.9   5.211e-20   1.003e-23    3.058e-24  
  -25.0   2.339e-20   3.463e-24    1.012e-24  
  -25.1   1.034e-20   1.176e-24    3.294e-25  
  -25.2   4.507e-21   3.930e-25    1.054e-25  
  -25.3   1.935e-21   1.292e-25    3.317e-26  
  -25.4   8.182e-22   4.176e-26    1.026e-26  
  -25.5   3.408e-22   1.328e-26    3.122e-27  
  -25.6   1.397e-22   4.152e-27    9.336e-28  
  -25.7   5.643e-23   1.277e-27    2.745e-28  
  -25.8   2.243e-23   3.863e-28    7.937e-29  
  -25.9   8.777e-24   1.149e-28    2.256e-29  
  -26.0   3.380e-24   3.362e-29    6.304e-30  
  -26.1   1.281e-24   9.673e-30    1.732e-30  
  -26.2   4.779e-25   2.737e-30    4.676e-31  
  -26.3   1.754e-25   7.613e-31    1.241e-31  
  -26.4   6.334e-26   2.082e-31    3.240e-32  
  -26.5   2.250e-26   5.601e-32    8.311e-33  
  -26.6   7.864e-27   1.481e-32    2.096e-33  
  -26.7   2.704e-27   3.851e-33    5.195e-34  
  -26.8   9.143e-28   9.846e-34    1.266e-34  
  -26.9   3.041e-28   2.475e-34    3.032e-35  
  -27.0   9.949e-29   6.116e-35    7.138e-36  
  -27.1   3.201e-29   1.486e-35    1.652e-36  
  -27.2   1.013e-29   3.549e-36    3.756e-37  
  -27.3   3.151e-30   8.333e-37    8.398e-38  
  -27.4   9.641e-31   1.924e-37    1.845e-38  
  -27.5   2.900e-31   4.365e-38    3.985e-39  
  -27.6   8.580e-32   9.737e-39    8.458e-40  
  -27.7   2.495e-32   2.135e-39    1.765e-40  
  -27.8   7.136e-33   4.603e-40    3.618e-41  
  -27.9   2.006e-33   9.753e-41    7.291e-42  
  -28.0   5.546e-34   2.032e-41    1.444e-42  
