# z=11.0: redshift
# eps=0.1: maximum star formation efficiency for FFB
# -----
# MUV, Phi=dN/dMUV [cMpc^-3 Mag^-1]
#   [none, disc, shell], extinction models: no dust, disc mode, or shell mode
#     extinction for shell mode is stronger that for disc mode, see details in Li, Dekel+23
    MUV   Phi[none]   Phi[disc]   Phi[shell]  
  -12.0   9.839e-02   9.750e-02    9.750e-02  
  -12.1   9.033e-02   8.947e-02    8.947e-02  
  -12.2   8.290e-02   8.206e-02    8.206e-02  
  -12.3   7.604e-02   7.523e-02    7.523e-02  
  -12.4   6.972e-02   6.894e-02    6.894e-02  
  -12.5   6.390e-02   6.314e-02    6.314e-02  
  -12.6   5.854e-02   5.780e-02    5.780e-02  
  -12.7   5.360e-02   5.288e-02    5.288e-02  
  -12.8   4.906e-02   4.836e-02    4.836e-02  
  -12.9   4.488e-02   4.420e-02    4.420e-02  
  -13.0   4.103e-02   4.038e-02    4.038e-02  
  -13.1   3.750e-02   3.688e-02    3.688e-02  
  -13.2   3.426e-02   3.365e-02    3.365e-02  
  -13.3   3.128e-02   3.070e-02    3.070e-02  
  -13.4   2.855e-02   2.799e-02    2.799e-02  
  -13.5   2.605e-02   2.550e-02    2.550e-02  
  -13.6   2.375e-02   2.323e-02    2.323e-02  
  -13.7   2.165e-02   2.114e-02    2.114e-02  
  -13.8   1.972e-02   1.924e-02    1.924e-02  
  -13.9   1.796e-02   1.749e-02    1.749e-02  
  -14.0   1.635e-02   1.590e-02    1.590e-02  
  -14.1   1.487e-02   1.444e-02    1.444e-02  
  -14.2   1.353e-02   1.311e-02    1.311e-02  
  -14.3   1.230e-02   1.190e-02    1.190e-02  
  -14.4   1.117e-02   1.079e-02    1.079e-02  
  -14.5   1.015e-02   9.783e-03    9.784e-03  
  -14.6   9.215e-03   8.865e-03    8.866e-03  
  -14.7   8.364e-03   8.029e-03    8.030e-03  
  -14.8   7.589e-03   7.268e-03    7.269e-03  
  -14.9   6.883e-03   6.576e-03    6.578e-03  
  -15.0   6.241e-03   5.948e-03    5.949e-03  
  -15.1   5.657e-03   5.377e-03    5.378e-03  
  -15.2   5.126e-03   4.859e-03    4.860e-03  
  -15.3   4.643e-03   4.389e-03    4.390e-03  
  -15.4   4.205e-03   3.962e-03    3.964e-03  
  -15.5   3.807e-03   3.576e-03    3.578e-03  
  -15.6   3.446e-03   3.226e-03    3.228e-03  
  -15.7   3.119e-03   2.909e-03    2.912e-03  
  -15.8   2.822e-03   2.623e-03    2.625e-03  
  -15.9   2.553e-03   2.363e-03    2.366e-03  
  -16.0   2.309e-03   2.129e-03    2.132e-03  
  -16.1   2.088e-03   1.917e-03    1.920e-03  
  -16.2   1.888e-03   1.726e-03    1.729e-03  
  -16.3   1.707e-03   1.554e-03    1.557e-03  
  -16.4   1.543e-03   1.398e-03    1.401e-03  
  -16.5   1.395e-03   1.257e-03    1.260e-03  
  -16.6   1.261e-03   1.130e-03    1.134e-03  
  -16.7   1.139e-03   1.016e-03    1.020e-03  
  -16.8   1.030e-03   9.132e-04    9.168e-04  
  -16.9   9.305e-04   8.204e-04    8.240e-04  
  -17.0   8.409e-04   7.367e-04    7.405e-04  
  -17.1   7.598e-04   6.614e-04    6.653e-04  
  -17.2   6.864e-04   5.936e-04    5.975e-04  
  -17.3   6.201e-04   5.325e-04    5.364e-04  
  -17.4   5.602e-04   4.775e-04    4.814e-04  
  -17.5   5.060e-04   4.280e-04    4.318e-04  
  -17.6   4.569e-04   3.834e-04    3.870e-04  
  -17.7   4.125e-04   3.433e-04    3.467e-04  
  -17.8   3.724e-04   3.072e-04    3.103e-04  
  -17.9   3.360e-04   2.746e-04    2.774e-04  
  -18.0   3.031e-04   2.454e-04    2.477e-04  
  -18.1   2.733e-04   2.190e-04    2.209e-04  
  -18.2   2.463e-04   1.952e-04    1.966e-04  
  -18.3   2.218e-04   1.739e-04    1.746e-04  
  -18.4   1.996e-04   1.546e-04    1.547e-04  
  -18.5   1.795e-04   1.373e-04    1.367e-04  
  -18.6   1.613e-04   1.217e-04    1.203e-04  
  -18.7   1.447e-04   1.077e-04    1.056e-04  
  -18.8   1.297e-04   9.510e-05    9.222e-05  
  -18.9   1.161e-04   8.378e-05    8.020e-05  
  -19.0   1.037e-04   7.364e-05    6.938e-05  
  -19.1   9.251e-05   6.454e-05    5.968e-05  
  -19.2   8.235e-05   5.641e-05    5.103e-05  
  -19.3   7.314e-05   4.915e-05    4.334e-05  
  -19.4   6.481e-05   4.267e-05    3.654e-05  
  -19.5   5.728e-05   3.692e-05    3.058e-05  
  -19.6   5.048e-05   3.182e-05    2.538e-05  
  -19.7   4.436e-05   2.732e-05    2.089e-05  
  -19.8   3.884e-05   2.335e-05    1.704e-05  
  -19.9   3.390e-05   1.986e-05    1.377e-05  
  -20.0   2.948e-05   1.682e-05    1.102e-05  
  -20.1   2.553e-05   1.417e-05    8.728e-06  
  -20.2   2.202e-05   1.187e-05    6.842e-06  
  -20.3   1.891e-05   9.888e-06    5.307e-06  
  -20.4   1.616e-05   8.188e-06    4.071e-06  
  -20.5   1.375e-05   6.738e-06    3.088e-06  
  -20.6   1.164e-05   5.508e-06    2.316e-06  
  -20.7   9.806e-06   4.470e-06    1.717e-06  
  -20.8   8.215e-06   3.602e-06    1.258e-06  
  -20.9   6.844e-06   2.879e-06    9.110e-07  
  -21.0   5.670e-06   2.283e-06    6.520e-07  
  -21.1   4.670e-06   1.795e-06    4.611e-07  
  -21.2   3.823e-06   1.398e-06    3.223e-07  
  -21.3   3.111e-06   1.079e-06    2.227e-07  
  -21.4   2.515e-06   8.247e-07    1.521e-07  
  -21.5   2.020e-06   6.239e-07    1.026e-07  
  -21.6   1.612e-06   4.670e-07    6.851e-08  
  -21.7   1.277e-06   3.457e-07    4.522e-08  
  -21.8   1.005e-06   2.531e-07    2.951e-08  
  -21.9   7.852e-07   1.831e-07    1.906e-08  
  -22.0   6.090e-07   1.309e-07    1.217e-08  
  -22.1   4.688e-07   9.247e-08    7.692e-09  
  -22.2   3.581e-07   6.449e-08    4.810e-09  
  -22.3   2.714e-07   4.441e-08    2.976e-09  
  -22.4   2.041e-07   3.019e-08    1.822e-09  
  -22.5   1.522e-07   2.025e-08    1.104e-09  
  -22.6   1.125e-07   1.340e-08    6.619e-10  
  -22.7   8.249e-08   8.753e-09    3.926e-10  
  -22.8   5.995e-08   5.638e-09    2.303e-10  
  -22.9   4.318e-08   3.581e-09    1.337e-10  
  -23.0   3.083e-08   2.243e-09    7.671e-11  
  -23.1   2.180e-08   1.386e-09    4.353e-11  
  -23.2   1.528e-08   8.440e-10    2.442e-11  
  -23.3   1.061e-08   5.068e-10    1.355e-11  
  -23.4   7.292e-09   3.000e-10    7.427e-12  
  -23.5   4.965e-09   1.750e-10    4.024e-12  
  -23.6   3.348e-09   1.007e-10    2.155e-12  
