# z=15.0: redshift
# eps=0.6: maximum star formation efficiency for FFB
# -----
# MUV, Phi=dN/dMUV [cMpc^-3 Mag^-1]
#   [none, disc, shell], extinction models: no dust, disc mode, or shell mode
#     extinction for shell mode is stronger that for disc mode, see details in Li, Dekel+23
    MUV   Phi[none]   Phi[disc]   Phi[shell]  
  -14.0   4.687e-03   4.577e-03    4.577e-03  
  -14.1   4.285e-03   4.180e-03    4.180e-03  
  -14.2   3.918e-03   3.817e-03    3.817e-03  
  -14.3   3.583e-03   3.485e-03    3.485e-03  
  -14.4   3.276e-03   3.182e-03    3.183e-03  
  -14.5   2.996e-03   2.906e-03    2.906e-03  
  -14.6   2.740e-03   2.653e-03    2.653e-03  
  -14.7   2.505e-03   2.423e-03    2.423e-03  
  -14.8   2.292e-03   2.212e-03    2.212e-03  
  -14.9   2.096e-03   2.020e-03    2.020e-03  
  -15.0   1.918e-03   1.844e-03    1.845e-03  
  -15.1   1.754e-03   1.684e-03    1.684e-03  
  -15.2   1.605e-03   1.538e-03    1.538e-03  
  -15.3   1.469e-03   1.404e-03    1.405e-03  
  -15.4   1.344e-03   1.282e-03    1.283e-03  
  -15.5   1.231e-03   1.171e-03    1.171e-03  
  -15.6   1.127e-03   1.070e-03    1.070e-03  
  -15.7   1.032e-03   9.768e-04    9.771e-04  
  -15.8   9.446e-04   8.921e-04    8.924e-04  
  -15.9   8.651e-04   8.148e-04    8.151e-04  
  -16.0   7.925e-04   7.442e-04    7.445e-04  
  -16.1   7.260e-04   6.797e-04    6.800e-04  
  -16.2   6.652e-04   6.208e-04    6.211e-04  
  -16.3   6.095e-04   5.669e-04    5.673e-04  
  -16.4   5.586e-04   5.178e-04    5.181e-04  
  -16.5   5.119e-04   4.728e-04    4.732e-04  
  -16.6   4.692e-04   4.318e-04    4.321e-04  
  -16.7   4.301e-04   3.942e-04    3.946e-04  
  -16.8   3.943e-04   3.599e-04    3.603e-04  
  -16.9   3.614e-04   3.285e-04    3.289e-04  
  -17.0   3.313e-04   2.998e-04    3.001e-04  
  -17.1   3.037e-04   2.735e-04    2.739e-04  
  -17.2   2.784e-04   2.495e-04    2.498e-04  
  -17.3   2.551e-04   2.274e-04    2.278e-04  
  -17.4   2.338e-04   2.073e-04    2.076e-04  
  -17.5   2.141e-04   1.888e-04    1.892e-04  
  -17.6   1.961e-04   1.719e-04    1.722e-04  
  -17.7   1.795e-04   1.564e-04    1.567e-04  
  -17.8   1.643e-04   1.422e-04    1.425e-04  
  -17.9   1.503e-04   1.291e-04    1.294e-04  
  -18.0   1.374e-04   1.171e-04    1.174e-04  
  -18.1   1.255e-04   1.061e-04    1.064e-04  
  -18.2   1.145e-04   9.605e-05    9.624e-05  
