# z=11.0: redshift
# eps=0.6: maximum star formation efficiency for FFB
# -----
# MUV, Phi=dN/dMUV [cMpc^-3 Mag^-1]
#   [none, disc, shell], extinction models: no dust, disc mode, or shell mode
#     extinction for shell mode is stronger that for disc mode, see details in Li, Dekel+23
    MUV   Phi[none]   Phi[disc]   Phi[shell]  
  -14.0   1.967e-02   1.919e-02    1.919e-02  
  -14.1   1.810e-02   1.763e-02    1.763e-02  
  -14.2   1.665e-02   1.621e-02    1.621e-02  
  -14.3   1.532e-02   1.489e-02    1.489e-02  
  -14.4   1.410e-02   1.369e-02    1.369e-02  
  -14.5   1.298e-02   1.258e-02    1.258e-02  
  -14.6   1.195e-02   1.156e-02    1.156e-02  
  -14.7   1.100e-02   1.063e-02    1.063e-02  
  -14.8   1.013e-02   9.767e-03    9.768e-03  
  -14.9   9.329e-03   8.978e-03    8.979e-03  
  -15.0   8.592e-03   8.253e-03    8.254e-03  
  -15.1   7.915e-03   7.587e-03    7.588e-03  
  -15.2   7.292e-03   6.975e-03    6.976e-03  
  -15.3   6.719e-03   6.413e-03    6.414e-03  
  -15.4   6.192e-03   5.897e-03    5.898e-03  
  -15.5   5.708e-03   5.422e-03    5.423e-03  
  -15.6   5.262e-03   4.986e-03    4.987e-03  
  -15.7   4.852e-03   4.586e-03    4.586e-03  
  -15.8   4.474e-03   4.217e-03    4.218e-03  
  -15.9   4.127e-03   3.879e-03    3.879e-03  
  -16.0   3.807e-03   3.567e-03    3.568e-03  
  -16.1   3.513e-03   3.281e-03    3.282e-03  
  -16.2   3.242e-03   3.018e-03    3.019e-03  
  -16.3   2.992e-03   2.776e-03    2.777e-03  
  -16.4   2.762e-03   2.553e-03    2.554e-03  
  -16.5   2.550e-03   2.349e-03    2.350e-03  
  -16.6   2.355e-03   2.160e-03    2.161e-03  
  -16.7   2.175e-03   1.987e-03    1.988e-03  
  -16.8   2.009e-03   1.827e-03    1.828e-03  
  -16.9   1.856e-03   1.680e-03    1.682e-03  
  -17.0   1.715e-03   1.545e-03    1.546e-03  
  -17.1   1.585e-03   1.421e-03    1.422e-03  
  -17.2   1.464e-03   1.306e-03    1.307e-03  
  -17.3   1.353e-03   1.201e-03    1.202e-03  
  -17.4   1.251e-03   1.103e-03    1.105e-03  
  -17.5   1.156e-03   1.014e-03    1.015e-03  
  -17.6   1.069e-03   9.313e-04    9.331e-04  
  -17.7   9.882e-04   8.554e-04    8.572e-04  
  -17.8   9.136e-04   7.854e-04    7.874e-04  
  -17.9   8.446e-04   7.210e-04    7.231e-04  
  -18.0   7.809e-04   6.616e-04    6.638e-04  
  -18.1   7.219e-04   6.069e-04    6.093e-04  
  -18.2   6.674e-04   5.566e-04    5.591e-04  
  -18.3   6.170e-04   5.102e-04    5.128e-04  
  -18.4   5.704e-04   4.675e-04    4.703e-04  
  -18.5   5.272e-04   4.281e-04    4.311e-04  
  -18.6   4.873e-04   3.919e-04    3.950e-04  
  -18.7   4.503e-04   3.586e-04    3.618e-04  
  -18.8   4.161e-04   3.279e-04    3.312e-04  
  -18.9   3.844e-04   2.997e-04    3.031e-04  
  -19.0   3.550e-04   2.737e-04    2.772e-04  
  -19.1   3.278e-04   2.498e-04    2.533e-04  
  -19.2   3.026e-04   2.278e-04    2.313e-04  
  -19.3   2.792e-04   2.075e-04    2.110e-04  
  -19.4   2.576e-04   1.889e-04    1.923e-04  
  -19.5   2.375e-04   1.719e-04    1.750e-04  
  -19.6   2.189e-04   1.562e-04    1.591e-04  
  -19.7   2.016e-04   1.417e-04    1.443e-04  
  -19.8   1.856e-04   1.285e-04    1.307e-04  
  -19.9   1.708e-04   1.164e-04    1.180e-04  
  -20.0   1.570e-04   1.052e-04    1.063e-04  
  -20.1   1.442e-04   9.498e-05    9.543e-05  
  -20.2   1.323e-04   8.561e-05    8.536e-05  
  -20.3   1.212e-04   7.702e-05    7.604e-05  
  -20.4   1.110e-04   6.916e-05    6.743e-05  
  -20.5   1.015e-04   6.197e-05    5.949e-05  
  -20.6   9.264e-05   5.539e-05    5.219e-05  
  -20.7   8.444e-05   4.938e-05    4.551e-05  
  -20.8   7.682e-05   4.390e-05    3.942e-05  
  -20.9   6.975e-05   3.891e-05    3.391e-05  
  -21.0   6.320e-05   3.437e-05    2.895e-05  
  -21.1   5.713e-05   3.024e-05    2.453e-05  
  -21.2   5.150e-05   2.650e-05    2.060e-05  
  -21.3   4.631e-05   2.312e-05    1.716e-05  
  -21.4   4.151e-05   2.008e-05    1.416e-05  
  -21.5   3.708e-05   1.734e-05    1.158e-05  
  -21.6   3.301e-05   1.490e-05    9.379e-06  
  -21.7   2.928e-05   1.272e-05    7.523e-06  
  -21.8   2.586e-05   1.079e-05    5.975e-06  
  -21.9   2.275e-05   9.086e-06    4.698e-06  
  -22.0   1.992e-05   7.597e-06    3.657e-06  
  -22.1   1.735e-05   6.302e-06    2.818e-06  
  -22.2   1.504e-05   5.184e-06    2.149e-06  
  -22.3   1.296e-05   4.227e-06    1.623e-06  
  -22.4   1.111e-05   3.416e-06    1.212e-06  
  -22.5   9.466e-06   2.734e-06    8.968e-07  
  -22.6   8.014e-06   2.166e-06    6.566e-07  
  -22.7   6.740e-06   1.698e-06    4.758e-07  
  -22.8   5.630e-06   1.317e-06    3.413e-07  
  -22.9   4.669e-06   1.011e-06    2.423e-07  
  -23.0   3.844e-06   7.665e-07    1.702e-07  
  -23.1   3.140e-06   5.746e-07    1.184e-07  
  -23.2   2.545e-06   4.257e-07    8.143e-08  
  -23.3   2.046e-06   3.115e-07    5.543e-08  
  -23.4   1.631e-06   2.252e-07    3.732e-08  
  -23.5   1.290e-06   1.608e-07    2.486e-08  
  -23.6   1.011e-06   1.134e-07    1.637e-08  
  -23.7   7.847e-07   7.890e-08    1.066e-08  
  -23.8   6.038e-07   5.422e-08    6.863e-09  
  -23.9   4.603e-07   3.678e-08    4.367e-09  
  -24.0   3.475e-07   2.462e-08    2.747e-09  
  -24.1   2.599e-07   1.627e-08    1.708e-09  
  -24.2   1.925e-07   1.061e-08    1.049e-09  
  -24.3   1.411e-07   6.833e-09    6.369e-10  
  -24.4   1.025e-07   4.341e-09    3.820e-10  
  -24.5   7.365e-08   2.722e-09    2.264e-10  
  -24.6   5.240e-08   1.684e-09    1.326e-10  
  -24.7   3.690e-08   1.029e-09    7.673e-11  
  -24.8   2.573e-08   6.200e-10    4.386e-11  
  -24.9   1.775e-08   3.688e-10    2.478e-11  
  -25.0   1.213e-08   2.165e-10    1.383e-11  
  -25.1   8.199e-09   1.254e-10    7.623e-12  
  -25.2   5.488e-09   7.174e-11    4.153e-12  
  -25.3   3.636e-09   4.050e-11    2.235e-12  
  -25.4   2.385e-09   2.256e-11    1.189e-12  
  -25.5   1.549e-09   1.241e-11    6.247e-13  
  -25.6   9.967e-10   6.736e-12    3.244e-13  
  -25.7   6.350e-10   3.610e-12    1.664e-13  
  -25.8   4.007e-10   1.910e-12    8.434e-14  
  -25.9   2.505e-10   9.973e-13    4.224e-14  
  -26.0   1.552e-10   5.142e-13    2.091e-14  
  -26.1   9.525e-11   2.617e-13    1.022e-14  
  -26.2   5.796e-11   1.316e-13    4.940e-15  
  -26.3   3.496e-11   6.529e-14    2.359e-15  
  -26.4   2.091e-11   3.199e-14    1.113e-15  
  -26.5   1.240e-11   1.548e-14    5.188e-16  
  -26.6   7.296e-12   7.396e-15    2.390e-16  
  -26.7   4.257e-12   3.490e-15    1.088e-16  
  -26.8   2.464e-12   1.626e-15    4.895e-17  
  -26.9   1.415e-12   7.485e-16    2.176e-17  
  -27.0   8.064e-13   3.402e-16    9.559e-18  
  -27.1   4.559e-13   1.527e-16    4.150e-18  
  -27.2   2.558e-13   6.772e-17    1.780e-18  
  -27.3   1.424e-13   2.966e-17    7.548e-19  
  -27.4   7.862e-14   1.283e-17    3.163e-19  
  -27.5   4.307e-14   5.485e-18    1.309e-19  
  -27.6   2.341e-14   2.315e-18    5.358e-20  
  -27.7   1.262e-14   9.657e-19    2.167e-20  
  -27.8   6.748e-15   3.979e-19    8.660e-21  
  -27.9   3.578e-15   1.620e-19    3.420e-21  
  -28.0   1.881e-15   6.513e-20    1.335e-21  
