# z=11.5: redshift
# eps=0.1: maximum star formation efficiency for FFB
# -----
# MUV, Phi=dN/dMUV [cMpc^-3 Mag^-1]
#   [none, disc, shell], extinction models: no dust, disc mode, or shell mode
#     extinction for shell mode is stronger that for disc mode, see details in Li, Dekel+23
    MUV   Phi[none]   Phi[disc]   Phi[shell]  
  -15.0   4.842e-03   4.616e-03    4.617e-03  
  -15.1   4.385e-03   4.169e-03    4.171e-03  
  -15.2   3.970e-03   3.765e-03    3.766e-03  
  -15.3   3.594e-03   3.398e-03    3.400e-03  
  -15.4   3.252e-03   3.066e-03    3.068e-03  
  -15.5   2.943e-03   2.765e-03    2.767e-03  
  -15.6   2.662e-03   2.494e-03    2.496e-03  
  -15.7   2.408e-03   2.248e-03    2.250e-03  
  -15.8   2.177e-03   2.026e-03    2.028e-03  
  -15.9   1.969e-03   1.825e-03    1.827e-03  
  -16.0   1.780e-03   1.643e-03    1.646e-03  
  -16.1   1.609e-03   1.480e-03    1.482e-03  
  -16.2   1.455e-03   1.332e-03    1.334e-03  
  -16.3   1.315e-03   1.198e-03    1.201e-03  
  -16.4   1.188e-03   1.078e-03    1.081e-03  
  -16.5   1.074e-03   9.696e-04    9.724e-04  
  -16.6   9.706e-04   8.718e-04    8.747e-04  
  -16.7   8.770e-04   7.836e-04    7.865e-04  
  -16.8   7.925e-04   7.041e-04    7.071e-04  
  -16.9   7.160e-04   6.325e-04    6.355e-04  
  -17.0   6.468e-04   5.680e-04    5.710e-04  
  -17.1   5.843e-04   5.098e-04    5.128e-04  
  -17.2   5.277e-04   4.574e-04    4.604e-04  
  -17.3   4.766e-04   4.102e-04    4.131e-04  
  -17.4   4.303e-04   3.677e-04    3.705e-04  
  -17.5   3.884e-04   3.294e-04    3.320e-04  
  -17.6   3.505e-04   2.949e-04    2.973e-04  
  -17.7   3.162e-04   2.638e-04    2.660e-04  
  -17.8   2.851e-04   2.358e-04    2.376e-04  
  -17.9   2.570e-04   2.106e-04    2.120e-04  
  -18.0   2.315e-04   1.878e-04    1.889e-04  
  -18.1   2.084e-04   1.673e-04    1.679e-04  
  -18.2   1.875e-04   1.489e-04    1.489e-04  
  -18.3   1.685e-04   1.322e-04    1.318e-04  
  -18.4   1.512e-04   1.173e-04    1.162e-04  
  -18.5   1.356e-04   1.038e-04    1.022e-04  
  -18.6   1.214e-04   9.169e-05    8.947e-05  
  -18.7   1.086e-04   8.081e-05    7.802e-05  
  -18.8   9.695e-05   7.104e-05    6.770e-05  
  -18.9   8.640e-05   6.229e-05    5.844e-05  
  -19.0   7.684e-05   5.446e-05    5.016e-05  
  -19.1   6.818e-05   4.747e-05    4.278e-05  
  -19.2   6.036e-05   4.124e-05    3.624e-05  
  -19.3   5.329e-05   3.569e-05    3.048e-05  
  -19.4   4.692e-05   3.078e-05    2.544e-05  
  -19.5   4.119e-05   2.643e-05    2.105e-05  
  -19.6   3.604e-05   2.260e-05    1.728e-05  
  -19.7   3.143e-05   1.924e-05    1.405e-05  
  -19.8   2.730e-05   1.630e-05    1.132e-05  
  -19.9   2.363e-05   1.373e-05    9.026e-06  
  -20.0   2.037e-05   1.151e-05    7.126e-06  
  -20.1   1.748e-05   9.593e-06    5.567e-06  
  -20.2   1.493e-05   7.946e-06    4.302e-06  
  -20.3   1.270e-05   6.539e-06    3.287e-06  
  -20.4   1.074e-05   5.345e-06    2.484e-06  
  -20.5   9.044e-06   4.338e-06    1.855e-06  
  -20.6   7.572e-06   3.494e-06    1.369e-06  
  -20.7   6.305e-06   2.792e-06    9.988e-07  
  -20.8   5.219e-06   2.212e-06    7.199e-07  
  -20.9   4.295e-06   1.737e-06    5.126e-07  
  -21.0   3.512e-06   1.352e-06    3.606e-07  
  -21.1   2.854e-06   1.042e-06    2.507e-07  
  -21.2   2.303e-06   7.951e-07    1.721e-07  
  -21.3   1.846e-06   6.004e-07    1.168e-07  
  -21.4   1.469e-06   4.485e-07    7.830e-08  
  -21.5   1.161e-06   3.313e-07    5.188e-08  
  -21.6   9.103e-07   2.419e-07    3.397e-08  
  -21.7   7.083e-07   1.746e-07    2.198e-08  
  -21.8   5.467e-07   1.244e-07    1.406e-08  
  -21.9   4.186e-07   8.760e-08    8.895e-09  
  -22.0   3.178e-07   6.089e-08    5.562e-09  
  -22.1   2.392e-07   4.177e-08    3.439e-09  
  -22.2   1.784e-07   2.828e-08    2.102e-09  
  -22.3   1.319e-07   1.889e-08    1.271e-09  
  -22.4   9.667e-08   1.245e-08    7.595e-10  
  -22.5   7.017e-08   8.089e-09    4.487e-10  
  -22.6   5.045e-08   5.183e-09    2.621e-10  
  -22.7   3.593e-08   3.275e-09    1.514e-10  
  -22.8   2.534e-08   2.040e-09    8.639e-11  
  -22.9   1.770e-08   1.252e-09    4.873e-11  
  -23.0   1.224e-08   7.580e-10    2.716e-11  
  -23.1   8.379e-09   4.521e-10    1.496e-11  
  -23.2   5.679e-09   2.657e-10    8.138e-12  
  -23.3   3.811e-09   1.539e-10    4.374e-12  
  -23.4   2.532e-09   8.783e-11    2.322e-12  
  -23.5   1.665e-09   4.939e-11    1.218e-12  
  -23.6   1.084e-09   2.736e-11    6.310e-13  
  -23.7   6.986e-10   1.494e-11    3.229e-13  
  -23.8   4.458e-10   8.033e-12    1.632e-13  
  -23.9   2.816e-10   4.257e-12    8.147e-14  
  -24.0   1.762e-10   2.222e-12    4.017e-14  
  -24.1   1.091e-10   1.143e-12    1.957e-14  
