# z=24.5: redshift
# eps=0.7: maximum star formation efficiency for FFB
# -----
# MUV, Phi=dN/dMUV [cMpc^-3 Mag^-1]
#   [none, disc, shell], extinction models: no dust, disc mode, or shell mode
#     extinction for shell mode is stronger that for disc mode, see details in Li, Dekel+23
    MUV   Phi[none]   Phi[disc]   Phi[shell]  
  -15.0   4.989e-06   4.842e-06    4.838e-06  
  -15.1   4.513e-06   4.370e-06    4.367e-06  
  -15.2   4.077e-06   3.937e-06    3.935e-06  
  -15.3   3.676e-06   3.539e-06    3.540e-06  
  -15.4   3.309e-06   3.175e-06    3.177e-06  
  -15.5   2.973e-06   2.842e-06    2.845e-06  
  -15.6   2.665e-06   2.536e-06    2.541e-06  
  -15.7   2.383e-06   2.257e-06    2.264e-06  
  -15.8   2.126e-06   2.003e-06    2.011e-06  
  -15.9   1.891e-06   1.771e-06    1.781e-06  
  -16.0   1.677e-06   1.560e-06    1.571e-06  
  -16.1   1.483e-06   1.369e-06    1.381e-06  
  -16.2   1.307e-06   1.197e-06    1.209e-06  
  -16.3   1.147e-06   1.041e-06    1.054e-06  
  -16.4   1.003e-06   9.009e-07    9.150e-07  
  -16.5   8.736e-07   7.758e-07    7.901e-07  
  -16.6   7.573e-07   6.643e-07    6.788e-07  
  -16.7   6.535e-07   5.656e-07    5.799e-07  
  -16.8   5.610e-07   4.786e-07    4.925e-07  
  -16.9   4.792e-07   4.023e-07    4.157e-07  
  -17.0   4.070e-07   3.360e-07    3.486e-07  
  -17.1   3.437e-07   2.785e-07    2.904e-07  
  -17.2   2.885e-07   2.292e-07    2.402e-07  
  -17.3   2.407e-07   1.872e-07    1.972e-07  
  -17.4   1.995e-07   1.517e-07    1.606e-07  
  -17.5   1.642e-07   1.219e-07    1.298e-07  
  -17.6   1.342e-07   9.713e-08    1.041e-07  
  -17.7   1.090e-07   7.672e-08    8.274e-08  
  -17.8   8.779e-08   6.006e-08    6.520e-08  
  -17.9   7.021e-08   4.659e-08    5.092e-08  
  -18.0   5.572e-08   3.580e-08    3.941e-08  
  -18.1   4.388e-08   2.725e-08    3.021e-08  
  -18.2   3.428e-08   2.054e-08    2.294e-08  
  -18.3   2.656e-08   1.532e-08    1.725e-08  
  -18.4   2.041e-08   1.132e-08    1.284e-08  
  -18.5   1.556e-08   8.275e-09    9.458e-09  
  -18.6   1.176e-08   5.987e-09    6.896e-09  
  -18.7   8.816e-09   4.285e-09    4.975e-09  
  -18.8   6.552e-09   3.034e-09    3.551e-09  
  -18.9   4.828e-09   2.125e-09    2.507e-09  
  -19.0   3.527e-09   1.472e-09    1.750e-09  
  -19.1   2.555e-09   1.008e-09    1.208e-09  
  -19.2   1.835e-09   6.825e-10    8.248e-10  
  -19.3   1.306e-09   4.568e-10    5.564e-10  
  -19.4   9.221e-10   3.022e-10    3.710e-10  
  -19.5   6.453e-10   1.976e-10    2.444e-10  
  -19.6   4.478e-10   1.277e-10    1.591e-10  
  -19.7   3.080e-10   8.149e-11    1.023e-10  
  -19.8   2.101e-10   5.138e-11    6.496e-11  
  -19.9   1.421e-10   3.200e-11    4.073e-11  
  -20.0   9.533e-11   1.968e-11    2.522e-11  
  -20.1   6.341e-11   1.196e-11    1.542e-11  
  -20.2   4.182e-11   7.169e-12    9.300e-12  
  -20.3   2.736e-11   4.244e-12    5.537e-12  
  -20.4   1.775e-11   2.479e-12    3.253e-12  
  -20.5   1.142e-11   1.430e-12    1.886e-12  
  -20.6   7.284e-12   8.134e-13    1.078e-12  
  -20.7   4.609e-12   4.566e-13    6.080e-13  
  -20.8   2.893e-12   2.529e-13    3.381e-13  
  -20.9   1.800e-12   1.381e-13    1.854e-13  
  -21.0   1.111e-12   7.442e-14    1.002e-13  
  -21.1   6.798e-13   3.953e-14    5.342e-14  
  -21.2   4.124e-13   2.071e-14    2.806e-14  
  -21.3   2.480e-13   1.069e-14    1.453e-14  
  -21.4   1.479e-13   5.443e-15    7.411e-15  
  -21.5   8.734e-14   2.731e-15    3.725e-15  
  -21.6   5.112e-14   1.350e-15    1.845e-15  
  -21.7   2.964e-14   6.580e-16    8.998e-16  
  -21.8   1.702e-14   3.159e-16    4.323e-16  
  -21.9   9.677e-15   1.494e-16    2.046e-16  
  -22.0   5.446e-15   6.964e-17    9.534e-17  
  -22.1   3.033e-15   3.196e-17    4.375e-17  
  -22.2   1.671e-15   1.445e-17    1.977e-17  
  -22.3   9.102e-16   6.435e-18    8.794e-18  
  -22.4   4.903e-16   2.821e-18    3.851e-18  
  -22.5   2.611e-16   1.218e-18    1.660e-18  
  -22.6   1.373e-16   5.179e-19    7.044e-19  
  -22.7   7.137e-17   2.167e-19    2.942e-19  
  -22.8   3.662e-17   8.931e-20    1.209e-19  
  -22.9   1.856e-17   3.622e-20    4.891e-20  
  -23.0   9.278e-18   1.446e-20    1.947e-20  
  -23.1   4.578e-18   5.683e-21    7.624e-21  
  -23.2   2.228e-18   2.198e-21    2.938e-21  
  -23.3   1.070e-18   8.366e-22    1.114e-21  
  -23.4   5.063e-19   3.133e-22    4.155e-22  
  -23.5   2.362e-19   1.155e-22    1.525e-22  
  -23.6   1.087e-19   4.188e-23    5.504e-23  
  -23.7   4.924e-20   1.494e-23    1.954e-23  
  -23.8   2.199e-20   5.246e-24    6.826e-24  
  -23.9   9.672e-21   1.812e-24    2.345e-24  
  -24.0   4.190e-21   6.156e-25    7.923e-25  
  -24.1   1.788e-21   2.058e-25    2.633e-25  
  -24.2   7.511e-22   6.765e-26    8.605e-26  
  -24.3   3.107e-22   2.188e-26    2.766e-26  
  -24.4   1.265e-22   6.959e-27    8.741e-27  
  -24.5   5.070e-23   2.177e-27    2.717e-27  
  -24.6   2.000e-23   6.700e-28    8.304e-28  
  -24.7   7.764e-24   2.028e-28    2.495e-28  
  -24.8   2.966e-24   6.035e-29    7.374e-29  
  -24.9   1.115e-24   1.766e-29    2.143e-29  
  -25.0   4.122e-25   5.084e-30    6.121e-30  
  -25.1   1.500e-25   1.439e-30    1.719e-30  
  -25.2   5.366e-26   4.005e-31    4.748e-31  
  -25.3   1.889e-26   1.096e-31    1.289e-31  
  -25.4   6.541e-27   2.949e-32    3.441e-32  
  -25.5   2.228e-27   7.804e-33    9.029e-33  
  -25.6   7.461e-28   2.030e-33    2.329e-33  
  -25.7   2.458e-28   5.193e-34    5.907e-34  
  -25.8   7.960e-29   1.306e-34    1.473e-34  
  -25.9   2.536e-29   3.229e-35    3.609e-35  
  -26.0   7.942e-30   7.848e-36    8.695e-36  
  -26.1   2.446e-30   1.875e-36    2.059e-36  
  -26.2   7.407e-31   4.406e-37    4.794e-37  
  -26.3   2.205e-31   1.018e-37    1.097e-37  
  -26.4   6.455e-32   2.311e-38    2.467e-38  
  -26.5   1.858e-32   5.157e-39    5.455e-39  
  -26.6   5.256e-33   1.132e-39    1.185e-39  
  -26.7   1.462e-33   2.441e-40    2.532e-40  
  -26.8   3.998e-34   5.174e-41    5.316e-41  
  -26.9   1.075e-34   1.078e-41    1.097e-41  
  -27.0   2.840e-35   2.209e-42    2.225e-42  
  -27.1   7.377e-36   4.449e-43    4.435e-43  
  -27.2   1.884e-36   8.806e-44    8.689e-44  
  -27.3   4.728e-37   1.713e-44    1.673e-44  
  -27.4   1.166e-37   3.276e-45    3.167e-45  
  -27.5   2.829e-38   6.158e-46    5.890e-46  
  -27.6   6.742e-39   1.138e-46    1.077e-46  
  -27.7   1.580e-39   2.066e-47    1.935e-47  
  -27.8   3.637e-40   3.687e-48    3.416e-48  
  -27.9   8.232e-41   6.468e-49    5.929e-49  
  -28.0   1.831e-41   1.115e-49    1.011e-49  
