# z=21.0: redshift
# eps=0.3: maximum star formation efficiency for FFB
# -----
# MUV, Phi=dN/dMUV [cMpc^-3 Mag^-1]
#   [none, disc, shell], extinction models: no dust, disc mode, or shell mode
#     extinction for shell mode is stronger that for disc mode, see details in Li, Dekel+23
    MUV   Phi[none]   Phi[disc]   Phi[shell]  
  -12.0   3.246e-04   3.226e-04    3.225e-04  
  -12.1   3.002e-04   2.982e-04    2.982e-04  
  -12.2   2.776e-04   2.757e-04    2.756e-04  
  -12.3   2.566e-04   2.548e-04    2.547e-04  
  -12.4   2.372e-04   2.354e-04    2.354e-04  
  -12.5   2.193e-04   2.175e-04    2.175e-04  
  -12.6   2.026e-04   2.009e-04    2.009e-04  
  -12.7   1.872e-04   1.855e-04    1.855e-04  
  -12.8   1.729e-04   1.713e-04    1.712e-04  
  -12.9   1.597e-04   1.581e-04    1.580e-04  
  -13.0   1.474e-04   1.458e-04    1.458e-04  
  -13.1   1.360e-04   1.345e-04    1.345e-04  
  -13.2   1.255e-04   1.240e-04    1.240e-04  
  -13.3   1.157e-04   1.143e-04    1.143e-04  
  -13.4   1.067e-04   1.053e-04    1.053e-04  
  -13.5   9.832e-05   9.699e-05    9.696e-05  
  -13.6   9.057e-05   8.929e-05    8.926e-05  
  -13.7   8.340e-05   8.216e-05    8.213e-05  
  -13.8   7.676e-05   7.556e-05    7.553e-05  
  -13.9   7.062e-05   6.945e-05    6.942e-05  
  -14.0   6.494e-05   6.381e-05    6.378e-05  
  -14.1   5.968e-05   5.859e-05    5.856e-05  
  -14.2   5.482e-05   5.376e-05    5.373e-05  
  -14.3   5.032e-05   4.930e-05    4.927e-05  
  -14.4   4.617e-05   4.518e-05    4.515e-05  
  -14.5   4.232e-05   4.137e-05    4.134e-05  
  -14.6   3.877e-05   3.786e-05    3.782e-05  
  -14.7   3.549e-05   3.461e-05    3.458e-05  
  -14.8   3.247e-05   3.161e-05    3.158e-05  
  -14.9   2.967e-05   2.884e-05    2.881e-05  
  -15.0   2.708e-05   2.629e-05    2.626e-05  
  -15.1   2.470e-05   2.393e-05    2.390e-05  
  -15.2   2.250e-05   2.176e-05    2.173e-05  
  -15.3   2.047e-05   1.975e-05    1.972e-05  
  -15.4   1.860e-05   1.790e-05    1.787e-05  
  -15.5   1.687e-05   1.620e-05    1.617e-05  
  -15.6   1.529e-05   1.463e-05    1.460e-05  
  -15.7   1.382e-05   1.318e-05    1.316e-05  
  -15.8   1.247e-05   1.185e-05    1.183e-05  
  -15.9   1.123e-05   1.063e-05    1.061e-05  
  -16.0   1.009e-05   9.501e-06    9.484e-06  
  -16.1   9.046e-06   8.469e-06    8.455e-06  
  -16.2   8.087e-06   7.525e-06    7.513e-06  
  -16.3   7.208e-06   6.661e-06    6.651e-06  
  -16.4   6.404e-06   5.873e-06    5.865e-06  
  -16.5   5.671e-06   5.156e-06    5.150e-06  
  -16.6   5.003e-06   4.505e-06    4.501e-06  
  -16.7   4.397e-06   3.917e-06    3.915e-06  
  -16.8   3.848e-06   3.388e-06    3.387e-06  
  -16.9   3.353e-06   2.914e-06    2.914e-06  
  -17.0   2.908e-06   2.491e-06    2.492e-06  
  -17.1   2.509e-06   2.117e-06    2.118e-06  
  -17.2   2.154e-06   1.786e-06    1.787e-06  
  -17.3   1.839e-06   1.497e-06    1.498e-06  
  -17.4   1.560e-06   1.245e-06    1.246e-06  
  -17.5   1.316e-06   1.028e-06    1.029e-06  
  -17.6   1.104e-06   8.419e-07    8.423e-07  
  -17.7   9.192e-07   6.838e-07    6.839e-07  
  -17.8   7.605e-07   5.507e-07    5.505e-07  
  -17.9   6.248e-07   4.397e-07    4.391e-07  
  -18.0   5.097e-07   3.478e-07    3.470e-07  
  -18.1   4.127e-07   2.726e-07    2.716e-07  
  -18.2   3.317e-07   2.117e-07    2.105e-07  
  -18.3   2.645e-07   1.627e-07    1.615e-07  
  -18.4   2.093e-07   1.239e-07    1.226e-07  
  -18.5   1.644e-07   9.333e-08    9.206e-08  
  -18.6   1.280e-07   6.959e-08    6.839e-08  
  -18.7   9.886e-08   5.134e-08    5.025e-08  
  -18.8   7.574e-08   3.747e-08    3.650e-08  
  -18.9   5.754e-08   2.705e-08    2.620e-08  
  -19.0   4.335e-08   1.931e-08    1.859e-08  
  -19.1   3.238e-08   1.363e-08    1.303e-08  
  -19.2   2.398e-08   9.515e-09    9.024e-09  
  -19.3   1.761e-08   6.563e-09    6.172e-09  
  -19.4   1.282e-08   4.474e-09    4.168e-09  
  -19.5   9.258e-09   3.014e-09    2.779e-09  
  -19.6   6.627e-09   2.006e-09    1.829e-09  
  -19.7   4.703e-09   1.319e-09    1.188e-09  
  -19.8   3.309e-09   8.562e-10    7.614e-10  
  -19.9   2.309e-09   5.490e-10    4.814e-10  
  -20.0   1.598e-09   3.476e-10    3.003e-10  
  -20.1   1.096e-09   2.172e-10    1.847e-10  
  -20.2   7.456e-10   1.340e-10    1.120e-10  
  -20.3   5.030e-10   8.160e-11    6.701e-11  
