# z=12.0: redshift
# eps=0.3: maximum star formation efficiency for FFB
# -----
# MUV, Phi=dN/dMUV [cMpc^-3 Mag^-1]
#   [none, disc, shell], extinction models: no dust, disc mode, or shell mode
#     extinction for shell mode is stronger that for disc mode, see details in Li, Dekel+23
    MUV   Phi[none]   Phi[disc]   Phi[shell]  
  -14.0   1.149e-02   1.120e-02    1.120e-02  
  -14.1   1.051e-02   1.023e-02    1.023e-02  
  -14.2   9.610e-03   9.341e-03    9.341e-03  
  -14.3   8.790e-03   8.531e-03    8.531e-03  
  -14.4   8.039e-03   7.791e-03    7.791e-03  
  -14.5   7.353e-03   7.115e-03    7.115e-03  
  -14.6   6.726e-03   6.497e-03    6.497e-03  
  -14.7   6.153e-03   5.933e-03    5.933e-03  
  -14.8   5.629e-03   5.417e-03    5.418e-03  
  -14.9   5.150e-03   4.947e-03    4.947e-03  
  -15.0   4.712e-03   4.517e-03    4.518e-03  
  -15.1   4.312e-03   4.125e-03    4.126e-03  
  -15.2   3.947e-03   3.767e-03    3.767e-03  
  -15.3   3.612e-03   3.440e-03    3.440e-03  
  -15.4   3.307e-03   3.141e-03    3.142e-03  
  -15.5   3.028e-03   2.869e-03    2.869e-03  
  -15.6   2.772e-03   2.620e-03    2.621e-03  
  -15.7   2.539e-03   2.393e-03    2.394e-03  
  -15.8   2.326e-03   2.185e-03    2.186e-03  
  -15.9   2.131e-03   1.996e-03    1.997e-03  
  -16.0   1.952e-03   1.823e-03    1.824e-03  
  -16.1   1.789e-03   1.665e-03    1.666e-03  
  -16.2   1.640e-03   1.521e-03    1.522e-03  
  -16.3   1.503e-03   1.389e-03    1.390e-03  
  -16.4   1.378e-03   1.268e-03    1.270e-03  
  -16.5   1.263e-03   1.158e-03    1.160e-03  
  -16.6   1.159e-03   1.058e-03    1.059e-03  
  -16.7   1.063e-03   9.660e-04    9.674e-04  
  -16.8   9.746e-04   8.821e-04    8.835e-04  
  -16.9   8.941e-04   8.053e-04    8.069e-04  
  -17.0   8.203e-04   7.352e-04    7.368e-04  
  -17.1   7.526e-04   6.710e-04    6.727e-04  
  -17.2   6.905e-04   6.124e-04    6.141e-04  
  -17.3   6.336e-04   5.587e-04    5.605e-04  
  -17.4   5.814e-04   5.097e-04    5.115e-04  
  -17.5   5.335e-04   4.648e-04    4.667e-04  
  -17.6   4.895e-04   4.237e-04    4.257e-04  
  -17.7   4.492e-04   3.861e-04    3.882e-04  
  -17.8   4.121e-04   3.518e-04    3.539e-04  
  -17.9   3.780e-04   3.203e-04    3.224e-04  
  -18.0   3.467e-04   2.915e-04    2.937e-04  
  -18.1   3.179e-04   2.652e-04    2.673e-04  
  -18.2   2.915e-04   2.411e-04    2.432e-04  
  -18.3   2.671e-04   2.190e-04    2.210e-04  
  -18.4   2.447e-04   1.988e-04    2.007e-04  
  -18.5   2.241e-04   1.803e-04    1.821e-04  
  -18.6   2.051e-04   1.633e-04    1.650e-04  
  -18.7   1.876e-04   1.478e-04    1.493e-04  
  -18.8   1.715e-04   1.336e-04    1.348e-04  
  -18.9   1.567e-04   1.206e-04    1.215e-04  
  -19.0   1.430e-04   1.088e-04    1.093e-04  
  -19.1   1.304e-04   9.787e-05    9.802e-05  
  -19.2   1.188e-04   8.792e-05    8.762e-05  
  -19.3   1.081e-04   7.881e-05    7.805e-05  
  -19.4   9.817e-05   7.049e-05    6.925e-05  
  -19.5   8.905e-05   6.290e-05    6.116e-05  
  -19.6   8.063e-05   5.596e-05    5.374e-05  
  -19.7   7.288e-05   4.965e-05    4.696e-05  
  -19.8   6.573e-05   4.390e-05    4.079e-05  
  -19.9   5.916e-05   3.867e-05    3.520e-05  
  -20.0   5.310e-05   3.394e-05    3.015e-05  
  -20.1   4.754e-05   2.966e-05    2.563e-05  
  -20.2   4.243e-05   2.580e-05    2.162e-05  
  -20.3   3.775e-05   2.233e-05    1.807e-05  
  -20.4   3.347e-05   1.923e-05    1.498e-05  
  -20.5   2.957e-05   1.646e-05    1.229e-05  
  -20.6   2.602e-05   1.400e-05    9.990e-06  
  -20.7   2.279e-05   1.183e-05    8.038e-06  
  -20.8   1.988e-05   9.933e-06    6.400e-06  
  -20.9   1.725e-05   8.277e-06    5.041e-06  
  -21.0   1.489e-05   6.843e-06    3.927e-06  
  -21.1   1.279e-05   5.612e-06    3.026e-06  
  -21.2   1.092e-05   4.562e-06    2.305e-06  
  -21.3   9.266e-06   3.676e-06    1.736e-06  
  -21.4   7.814e-06   2.935e-06    1.293e-06  
  -21.5   6.546e-06   2.320e-06    9.515e-07  
  -21.6   5.446e-06   1.815e-06    6.922e-07  
  -21.7   4.498e-06   1.405e-06    4.979e-07  
  -21.8   3.688e-06   1.076e-06    3.539e-07  
  -21.9   3.001e-06   8.152e-07    2.487e-07  
  -22.0   2.422e-06   6.102e-07    1.728e-07  
  -22.1   1.939e-06   4.514e-07    1.186e-07  
  -22.2   1.539e-06   3.299e-07    8.054e-08  
  -22.3   1.211e-06   2.381e-07    5.404e-08  
  -22.4   9.449e-07   1.697e-07    3.584e-08  
  -22.5   7.305e-07   1.194e-07    2.350e-08  
  -22.6   5.595e-07   8.286e-08    1.522e-08  
  -22.7   4.245e-07   5.676e-08    9.745e-09  
  -22.8   3.191e-07   3.836e-08    6.165e-09  
  -22.9   2.375e-07   2.557e-08    3.853e-09  
  -23.0   1.751e-07   1.681e-08    2.379e-09  
  -23.1   1.278e-07   1.090e-08    1.451e-09  
  -23.2   9.236e-08   6.968e-09    8.738e-10  
  -23.3   6.609e-08   4.392e-09    5.197e-10  
  -23.4   4.682e-08   2.730e-09    3.053e-10  
  -23.5   3.284e-08   1.673e-09    1.770e-10  
  -23.6   2.281e-08   1.010e-09    1.014e-10  
  -23.7   1.568e-08   6.015e-10    5.730e-11  
  -23.8   1.067e-08   3.530e-10    3.198e-11  
  -23.9   7.194e-09   2.043e-10    1.762e-11  
  -24.0   4.802e-09   1.165e-10    9.585e-12  
  -24.1   3.175e-09   6.550e-11    5.148e-12  
  -24.2   2.079e-09   3.630e-11    2.729e-12  
  -24.3   1.348e-09   1.983e-11    1.428e-12  
  -24.4   8.665e-10   1.068e-11    7.382e-13  
  -24.5   5.518e-10   5.672e-12    3.766e-13  
