# z=14.0: redshift
# eps=0.6: maximum star formation efficiency for FFB
# -----
# MUV, Phi=dN/dMUV [cMpc^-3 Mag^-1]
#   [none, disc, shell], extinction models: no dust, disc mode, or shell mode
#     extinction for shell mode is stronger that for disc mode, see details in Li, Dekel+23
    MUV   Phi[none]   Phi[disc]   Phi[shell]  
  -14.0   6.452e-03   6.305e-03    6.305e-03  
  -14.1   5.928e-03   5.786e-03    5.786e-03  
  -14.2   5.447e-03   5.310e-03    5.310e-03  
  -14.3   5.005e-03   4.873e-03    4.873e-03  
  -14.4   4.600e-03   4.472e-03    4.473e-03  
  -14.5   4.228e-03   4.105e-03    4.105e-03  
  -14.6   3.886e-03   3.768e-03    3.768e-03  
  -14.7   3.573e-03   3.458e-03    3.458e-03  
  -14.8   3.285e-03   3.174e-03    3.174e-03  
  -14.9   3.020e-03   2.914e-03    2.914e-03  
  -15.0   2.777e-03   2.675e-03    2.675e-03  
  -15.1   2.554e-03   2.455e-03    2.455e-03  
  -15.2   2.349e-03   2.254e-03    2.254e-03  
  -15.3   2.161e-03   2.069e-03    2.069e-03  
  -15.4   1.988e-03   1.899e-03    1.899e-03  
  -15.5   1.829e-03   1.743e-03    1.743e-03  
  -15.6   1.683e-03   1.600e-03    1.600e-03  
  -15.7   1.549e-03   1.468e-03    1.469e-03  
  -15.8   1.425e-03   1.348e-03    1.348e-03  
  -15.9   1.311e-03   1.237e-03    1.237e-03  
  -16.0   1.207e-03   1.135e-03    1.135e-03  
  -16.1   1.111e-03   1.041e-03    1.042e-03  
  -16.2   1.022e-03   9.555e-04    9.559e-04  
  -16.3   9.410e-04   8.765e-04    8.769e-04  
  -16.4   8.661e-04   8.039e-04    8.044e-04  
  -16.5   7.972e-04   7.372e-04    7.377e-04  
  -16.6   7.338e-04   6.760e-04    6.764e-04  
  -16.7   6.754e-04   6.196e-04    6.201e-04  
  -16.8   6.216e-04   5.679e-04    5.684e-04  
  -16.9   5.720e-04   5.203e-04    5.208e-04  
  -17.0   5.264e-04   4.766e-04    4.771e-04  
  -17.1   4.844e-04   4.364e-04    4.370e-04  
  -17.2   4.456e-04   3.995e-04    4.001e-04  
  -17.3   4.100e-04   3.656e-04    3.661e-04  
  -17.4   3.771e-04   3.344e-04    3.350e-04  
  -17.5   3.468e-04   3.057e-04    3.063e-04  
  -17.6   3.188e-04   2.794e-04    2.800e-04  
  -17.7   2.931e-04   2.552e-04    2.558e-04  
  -17.8   2.693e-04   2.329e-04    2.336e-04  
  -17.9   2.474e-04   2.125e-04    2.131e-04  
  -18.0   2.272e-04   1.937e-04    1.944e-04  
  -18.1   2.086e-04   1.764e-04    1.771e-04  
  -18.2   1.913e-04   1.606e-04    1.612e-04  
