# z=12.0: redshift
# eps=0.8: maximum star formation efficiency for FFB
# -----
# MUV, Phi=dN/dMUV [cMpc^-3 Mag^-1]
#   [none, disc, shell], extinction models: no dust, disc mode, or shell mode
#     extinction for shell mode is stronger that for disc mode, see details in Li, Dekel+23
    MUV   Phi[none]   Phi[disc]   Phi[shell]  
  -14.0   1.419e-02   1.387e-02    1.387e-02  
  -14.1   1.310e-02   1.279e-02    1.279e-02  
  -14.2   1.210e-02   1.180e-02    1.180e-02  
  -14.3   1.117e-02   1.088e-02    1.088e-02  
  -14.4   1.032e-02   1.003e-02    1.003e-02  
  -14.5   9.532e-03   9.256e-03    9.257e-03  
  -14.6   8.807e-03   8.539e-03    8.540e-03  
  -14.7   8.137e-03   7.878e-03    7.879e-03  
  -14.8   7.520e-03   7.269e-03    7.270e-03  
  -14.9   6.951e-03   6.708e-03    6.708e-03  
  -15.0   6.426e-03   6.190e-03    6.190e-03  
  -15.1   5.942e-03   5.713e-03    5.713e-03  
  -15.2   5.494e-03   5.273e-03    5.273e-03  
  -15.3   5.082e-03   4.866e-03    4.867e-03  
  -15.4   4.701e-03   4.492e-03    4.492e-03  
  -15.5   4.349e-03   4.146e-03    4.147e-03  
  -15.6   4.024e-03   3.827e-03    3.828e-03  
  -15.7   3.723e-03   3.533e-03    3.533e-03  
  -15.8   3.446e-03   3.261e-03    3.262e-03  
  -15.9   3.190e-03   3.010e-03    3.011e-03  
  -16.0   2.953e-03   2.779e-03    2.779e-03  
  -16.1   2.733e-03   2.565e-03    2.565e-03  
  -16.2   2.531e-03   2.367e-03    2.368e-03  
  -16.3   2.343e-03   2.185e-03    2.185e-03  
  -16.4   2.170e-03   2.016e-03    2.017e-03  
  -16.5   2.010e-03   1.860e-03    1.861e-03  
  -16.6   1.861e-03   1.716e-03    1.717e-03  
  -16.7   1.724e-03   1.583e-03    1.584e-03  
  -16.8   1.597e-03   1.460e-03    1.461e-03  
  -16.9   1.479e-03   1.347e-03    1.348e-03  
  -17.0   1.370e-03   1.242e-03    1.243e-03  
  -17.1   1.269e-03   1.145e-03    1.146e-03  
  -17.2   1.175e-03   1.055e-03    1.056e-03  
  -17.3   1.089e-03   9.720e-04    9.730e-04  
  -17.4   1.008e-03   8.953e-04    8.964e-04  
  -17.5   9.339e-04   8.244e-04    8.255e-04  
  -17.6   8.649e-04   7.588e-04    7.600e-04  
  -17.7   8.010e-04   6.983e-04    6.995e-04  
  -17.8   7.417e-04   6.423e-04    6.436e-04  
  -17.9   6.868e-04   5.905e-04    5.920e-04  
  -18.0   6.358e-04   5.427e-04    5.442e-04  
  -18.1   5.885e-04   4.986e-04    5.001e-04  
  -18.2   5.447e-04   4.578e-04    4.594e-04  
  -18.3   5.041e-04   4.201e-04    4.218e-04  
  -18.4   4.664e-04   3.853e-04    3.871e-04  
  -18.5   4.314e-04   3.532e-04    3.550e-04  
  -18.6   3.989e-04   3.236e-04    3.254e-04  
  -18.7   3.688e-04   2.962e-04    2.981e-04  
  -18.8   3.409e-04   2.710e-04    2.729e-04  
  -18.9   3.150e-04   2.477e-04    2.497e-04  
  -19.0   2.909e-04   2.262e-04    2.282e-04  
  -19.1   2.686e-04   2.064e-04    2.085e-04  
  -19.2   2.479e-04   1.882e-04    1.902e-04  
  -19.3   2.286e-04   1.714e-04    1.733e-04  
  -19.4   2.108e-04   1.559e-04    1.578e-04  
  -19.5   1.942e-04   1.417e-04    1.434e-04  
  -19.6   1.788e-04   1.285e-04    1.301e-04  
  -19.7   1.645e-04   1.165e-04    1.178e-04  
  -19.8   1.512e-04   1.054e-04    1.065e-04  
  -19.9   1.389e-04   9.522e-05    9.595e-05  
  -20.0   1.274e-04   8.586e-05    8.623e-05  
  -20.1   1.167e-04   7.728e-05    7.725e-05  
  -20.2   1.069e-04   6.941e-05    6.894e-05  
  -20.3   9.766e-05   6.220e-05    6.127e-05  
  -20.4   8.912e-05   5.561e-05    5.421e-05  
  -20.5   8.118e-05   4.958e-05    4.772e-05  
  -20.6   7.382e-05   4.407e-05    4.177e-05  
  -20.7   6.698e-05   3.906e-05    3.633e-05  
  -20.8   6.064e-05   3.450e-05    3.140e-05  
  -20.9   5.477e-05   3.036e-05    2.695e-05  
  -21.0   4.933e-05   2.661e-05    2.296e-05  
  -21.1   4.430e-05   2.322e-05    1.940e-05  
  -21.2   3.965e-05   2.017e-05    1.626e-05  
  -21.3   3.538e-05   1.743e-05    1.350e-05  
  -21.4   3.144e-05   1.498e-05    1.112e-05  
  -21.5   2.783e-05   1.280e-05    9.066e-06  
  -21.6   2.453e-05   1.087e-05    7.323e-06  
  -21.7   2.152e-05   9.168e-06    5.857e-06  
  -21.8   1.879e-05   7.675e-06    4.637e-06  
  -21.9   1.632e-05   6.377e-06    3.634e-06  
  -22.0   1.410e-05   5.254e-06    2.819e-06  
  -22.1   1.211e-05   4.292e-06    2.163e-06  
  -22.2   1.034e-05   3.473e-06    1.643e-06  
  -22.3   8.770e-06   2.784e-06    1.234e-06  
  -22.4   7.389e-06   2.209e-06    9.171e-07  
  -22.5   6.182e-06   1.735e-06    6.740e-07  
  -22.6   5.135e-06   1.347e-06    4.899e-07  
  -22.7   4.233e-06   1.034e-06    3.521e-07  
  -22.8   3.462e-06   7.849e-07    2.502e-07  
  -22.9   2.809e-06   5.885e-07    1.758e-07  
  -23.0   2.260e-06   4.358e-07    1.220e-07  
  -23.1   1.803e-06   3.187e-07    8.373e-08  
  -23.2   1.426e-06   2.301e-07    5.677e-08  
