# z=22.5: redshift
# eps=0.5: maximum star formation efficiency for FFB
# -----
# MUV, Phi=dN/dMUV [cMpc^-3 Mag^-1]
#   [none, disc, shell], extinction models: no dust, disc mode, or shell mode
#     extinction for shell mode is stronger that for disc mode, see details in Li, Dekel+23
    MUV   Phi[none]   Phi[disc]   Phi[shell]  
  -14.0   3.829e-05   3.766e-05    3.763e-05  
  -14.1   3.516e-05   3.454e-05    3.452e-05  
  -14.2   3.226e-05   3.167e-05    3.164e-05  
  -14.3   2.958e-05   2.901e-05    2.899e-05  
  -14.4   2.711e-05   2.656e-05    2.653e-05  
  -14.5   2.483e-05   2.429e-05    2.427e-05  
  -14.6   2.272e-05   2.220e-05    2.218e-05  
  -14.7   2.077e-05   2.027e-05    2.025e-05  
  -14.8   1.897e-05   1.849e-05    1.847e-05  
  -14.9   1.732e-05   1.685e-05    1.683e-05  
  -15.0   1.579e-05   1.534e-05    1.532e-05  
  -15.1   1.438e-05   1.394e-05    1.392e-05  
  -15.2   1.308e-05   1.266e-05    1.264e-05  
  -15.3   1.189e-05   1.148e-05    1.146e-05  
  -15.4   1.078e-05   1.039e-05    1.037e-05  
  -15.5   9.770e-06   9.385e-06    9.373e-06  
  -15.6   8.837e-06   8.463e-06    8.453e-06  
  -15.7   7.980e-06   7.615e-06    7.608e-06  
  -15.8   7.191e-06   6.836e-06    6.832e-06  
  -15.9   6.468e-06   6.121e-06    6.119e-06  
  -16.0   5.803e-06   5.465e-06    5.467e-06  
  -16.1   5.195e-06   4.864e-06    4.869e-06  
  -16.2   4.638e-06   4.316e-06    4.323e-06  
  -16.3   4.128e-06   3.815e-06    3.825e-06  
  -16.4   3.664e-06   3.359e-06    3.372e-06  
  -16.5   3.240e-06   2.945e-06    2.960e-06  
  -16.6   2.856e-06   2.570e-06    2.587e-06  
  -16.7   2.507e-06   2.232e-06    2.250e-06  
  -16.8   2.192e-06   1.928e-06    1.948e-06  
  -16.9   1.908e-06   1.656e-06    1.677e-06  
  -17.0   1.653e-06   1.415e-06    1.435e-06  
  -17.1   1.425e-06   1.201e-06    1.221e-06  
  -17.2   1.223e-06   1.012e-06    1.033e-06  
  -17.3   1.043e-06   8.476e-07    8.671e-07  
  -17.4   8.847e-07   7.046e-07    7.231e-07  
  -17.5   7.459e-07   5.813e-07    5.985e-07  
  -17.6   6.251e-07   4.759e-07    4.917e-07  
  -17.7   5.204e-07   3.864e-07    4.006e-07  
  -17.8   4.304e-07   3.111e-07    3.238e-07  
  -17.9   3.535e-07   2.483e-07    2.594e-07  
  -18.0   2.883e-07   1.964e-07    2.060e-07  
  -18.1   2.334e-07   1.540e-07    1.622e-07  
  -18.2   1.876e-07   1.195e-07    1.264e-07  
  -18.3   1.496e-07   9.192e-08    9.761e-08  
  -18.4   1.184e-07   6.999e-08    7.462e-08  
  -18.5   9.292e-08   5.275e-08    5.647e-08  
  -18.6   7.236e-08   3.936e-08    4.230e-08  
  -18.7   5.589e-08   2.905e-08    3.134e-08  
  -18.8   4.282e-08   2.122e-08    2.298e-08  
  -18.9   3.253e-08   1.533e-08    1.666e-08  
  -19.0   2.451e-08   1.096e-08    1.195e-08  
  -19.1   1.831e-08   7.741e-09    8.467e-09  
  -19.2   1.356e-08   5.408e-09    5.932e-09  
  -19.3   9.956e-09   3.735e-09    4.107e-09  
  -19.4   7.249e-09   2.550e-09    2.810e-09  
  -19.5   5.233e-09   1.720e-09    1.899e-09  
  -19.6   3.745e-09   1.147e-09    1.267e-09  
  -19.7   2.657e-09   7.550e-10    8.355e-10  
  -19.8   1.869e-09   4.911e-10    5.437e-10  
  -19.9   1.304e-09   3.155e-10    3.493e-10  
  -20.0   9.019e-10   2.001e-10    2.215e-10  
  -20.1   6.185e-10   1.254e-10    1.386e-10  
  -20.2   4.206e-10   7.751e-11    8.558e-11  
  -20.3   2.836e-10   4.731e-11    5.213e-11  
  -20.4   1.897e-10   2.849e-11    3.132e-11  
  -20.5   1.258e-10   1.694e-11    1.855e-11  
  -20.6   8.273e-11   9.931e-12    1.084e-11  
  -20.7   5.397e-11   5.744e-12    6.244e-12  
  -20.8   3.492e-11   3.278e-12    3.545e-12  
  -20.9   2.241e-11   1.844e-12    1.984e-12  
  -21.0   1.427e-11   1.023e-12    1.094e-12  
  -21.1   9.009e-12   5.598e-13    5.947e-13  
  -21.2   5.643e-12   3.019e-13    3.184e-13  
  -21.3   3.506e-12   1.605e-13    1.680e-13  
  -21.4   2.161e-12   8.408e-14    8.728e-14  
  -21.5   1.321e-12   4.341e-14    4.467e-14  
  -21.6   8.011e-13   2.208e-14    2.251e-14  
  -21.7   4.817e-13   1.107e-14    1.117e-14  
  -21.8   2.873e-13   5.466e-15    5.460e-15  
  -21.9   1.699e-13   2.659e-15    2.627e-15  
  -22.0   9.959e-14   1.274e-15    1.244e-15  
  -22.1   5.787e-14   6.011e-16    5.801e-16  
  -22.2   3.333e-14   2.793e-16    2.662e-16  
  -22.3   1.902e-14   1.278e-16    1.202e-16  
  -22.4   1.076e-14   5.758e-17    5.345e-17  
  -22.5   6.024e-15   2.554e-17    2.338e-17  
  -22.6   3.340e-15   1.115e-17    1.006e-17  
  -22.7   1.833e-15   4.794e-18    4.263e-18  
  -22.8   9.960e-16   2.028e-18    1.776e-18  
  -22.9   5.353e-16   8.447e-19    7.283e-19  
  -23.0   2.846e-16   3.462e-19    2.938e-19  
  -23.1   1.496e-16   1.396e-19    1.166e-19  
  -23.2   7.771e-17   5.543e-20    4.550e-20  
  -23.3   3.990e-17   2.165e-20    1.747e-20  
  -23.4   2.024e-17   8.320e-21    6.597e-21  
  -23.5   1.014e-17   3.146e-21    2.451e-21  
  -23.6   5.014e-18   1.170e-21    8.952e-22  
  -23.7   2.448e-18   4.284e-22    3.216e-22  
  -23.8   1.179e-18   1.542e-22    1.137e-22  
  -23.9   5.605e-19   5.463e-23    3.949e-23  
  -24.0   2.628e-19   1.903e-23    1.349e-23  
  -24.1   1.215e-19   6.523e-24    4.534e-24  
  -24.2   5.536e-20   2.199e-24    1.498e-24  
  -24.3   2.487e-20   7.290e-25    4.867e-25  
  -24.4   1.101e-20   2.377e-25    1.555e-25  
  -24.5   4.804e-21   7.623e-26    4.883e-26  
  -24.6   2.065e-21   2.404e-26    1.508e-26  
  -24.7   8.742e-22   7.456e-27    4.579e-27  
  -24.8   3.645e-22   2.274e-27    1.367e-27  
  -24.9   1.497e-22   6.820e-28    4.011e-28  
  -25.0   6.050e-23   2.011e-28    1.157e-28  
  -25.1   2.408e-23   5.832e-29    3.282e-29  
  -25.2   9.433e-24   1.663e-29    9.152e-30  
  -25.3   3.638e-24   4.662e-30    2.509e-30  
  -25.4   1.380e-24   1.285e-30    6.759e-31  
  -25.5   5.155e-25   3.483e-31    1.790e-31  
  -25.6   1.894e-25   9.279e-32    4.662e-32  
  -25.7   6.849e-26   2.431e-32    1.193e-32  
  -25.8   2.436e-26   6.260e-33    3.002e-33  
  -25.9   8.526e-27   1.585e-33    7.423e-34  
  -26.0   2.935e-27   3.945e-34    1.804e-34  
  -26.1   9.938e-28   9.654e-35    4.311e-35  
  -26.2   3.310e-28   2.322e-35    1.012e-35  
  -26.3   1.084e-28   5.492e-36    2.337e-36  
  -26.4   3.492e-29   1.277e-36    5.301e-37  
  -26.5   1.106e-29   2.917e-37    1.182e-37  
  -26.6   3.447e-30   6.552e-38    2.591e-38  
  -26.7   1.056e-30   1.447e-38    5.581e-39  
  -26.8   3.181e-31   3.139e-39    1.181e-39  
  -26.9   9.421e-32   6.697e-40    2.458e-40  
  -27.0   2.744e-32   1.404e-40    5.027e-41  
  -27.1   7.856e-33   2.894e-41    1.010e-41  
  -27.2   2.212e-33   5.863e-42    1.996e-42  
  -27.3   6.121e-34   1.167e-42    3.874e-43  
  -27.4   1.666e-34   2.285e-43    7.392e-44  
  -27.5   4.456e-35   4.395e-44    1.386e-44  
  -27.6   1.172e-35   8.309e-45    2.554e-45  
  -27.7   3.029e-36   1.544e-45    4.625e-46  
  -27.8   7.697e-37   2.820e-46    8.231e-47  
  -27.9   1.923e-37   5.061e-47    1.440e-47  
  -28.0   4.721e-38   8.929e-48    2.474e-48  
