# z=10.5: redshift
# eps=0.7: maximum star formation efficiency for FFB
# -----
# MUV, Phi=dN/dMUV [cMpc^-3 Mag^-1]
#   [none, disc, shell], extinction models: no dust, disc mode, or shell mode
#     extinction for shell mode is stronger that for disc mode, see details in Li, Dekel+23
    MUV   Phi[none]   Phi[disc]   Phi[shell]  
  -14.0   2.479e-02   2.419e-02    2.419e-02  
  -14.1   2.284e-02   2.225e-02    2.225e-02  
  -14.2   2.104e-02   2.047e-02    2.047e-02  
  -14.3   1.938e-02   1.884e-02    1.884e-02  
  -14.4   1.786e-02   1.733e-02    1.733e-02  
  -14.5   1.645e-02   1.594e-02    1.594e-02  
  -14.6   1.516e-02   1.467e-02    1.467e-02  
  -14.7   1.397e-02   1.349e-02    1.349e-02  
  -14.8   1.288e-02   1.241e-02    1.241e-02  
  -14.9   1.187e-02   1.142e-02    1.142e-02  
  -15.0   1.094e-02   1.051e-02    1.051e-02  
  -15.1   1.009e-02   9.670e-03    9.670e-03  
  -15.2   9.303e-03   8.898e-03    8.899e-03  
  -15.3   8.580e-03   8.188e-03    8.189e-03  
  -15.4   7.914e-03   7.536e-03    7.536e-03  
  -15.5   7.301e-03   6.935e-03    6.936e-03  
  -15.6   6.737e-03   6.383e-03    6.383e-03  
  -15.7   6.217e-03   5.875e-03    5.875e-03  
  -15.8   5.738e-03   5.408e-03    5.408e-03  
  -15.9   5.297e-03   4.978e-03    4.978e-03  
  -16.0   4.891e-03   4.582e-03    4.583e-03  
  -16.1   4.517e-03   4.218e-03    4.219e-03  
  -16.2   4.172e-03   3.883e-03    3.884e-03  
  -16.3   3.854e-03   3.575e-03    3.575e-03  
  -16.4   3.561e-03   3.291e-03    3.292e-03  
  -16.5   3.290e-03   3.029e-03    3.030e-03  
  -16.6   3.041e-03   2.789e-03    2.790e-03  
  -16.7   2.811e-03   2.567e-03    2.568e-03  
  -16.8   2.599e-03   2.363e-03    2.364e-03  
  -16.9   2.403e-03   2.175e-03    2.176e-03  
  -17.0   2.222e-03   2.002e-03    2.003e-03  
  -17.1   2.056e-03   1.843e-03    1.844e-03  
  -17.2   1.902e-03   1.696e-03    1.697e-03  
  -17.3   1.759e-03   1.560e-03    1.562e-03  
  -17.4   1.628e-03   1.435e-03    1.437e-03  
  -17.5   1.506e-03   1.320e-03    1.322e-03  
  -17.6   1.394e-03   1.214e-03    1.216e-03  
  -17.7   1.290e-03   1.117e-03    1.118e-03  
  -17.8   1.194e-03   1.027e-03    1.028e-03  
  -17.9   1.105e-03   9.435e-04    9.455e-04  
  -18.0   1.023e-03   8.669e-04    8.690e-04  
  -18.1   9.472e-04   7.963e-04    7.986e-04  
  -18.2   8.769e-04   7.312e-04    7.337e-04  
  -18.3   8.118e-04   6.712e-04    6.738e-04  
  -18.4   7.515e-04   6.159e-04    6.187e-04  
  -18.5   6.957e-04   5.650e-04    5.679e-04  
  -18.6   6.440e-04   5.180e-04    5.212e-04  
  -18.7   5.961e-04   4.747e-04    4.781e-04  
  -18.8   5.518e-04   4.349e-04    4.384e-04  
  -18.9   5.106e-04   3.981e-04    4.019e-04  
  -19.0   4.725e-04   3.643e-04    3.682e-04  
  -19.1   4.372e-04   3.331e-04    3.372e-04  
  -19.2   4.045e-04   3.045e-04    3.087e-04  
  -19.3   3.741e-04   2.781e-04    2.824e-04  
  -19.4   3.460e-04   2.538e-04    2.582e-04  
  -19.5   3.198e-04   2.315e-04    2.359e-04  
  -19.6   2.956e-04   2.109e-04    2.153e-04  
  -19.7   2.731e-04   1.921e-04    1.963e-04  
  -19.8   2.523e-04   1.747e-04    1.788e-04  
  -19.9   2.329e-04   1.588e-04    1.625e-04  
  -20.0   2.149e-04   1.442e-04    1.475e-04  
  -20.1   1.982e-04   1.308e-04    1.336e-04  
  -20.2   1.827e-04   1.185e-04    1.207e-04  
  -20.3   1.682e-04   1.072e-04    1.088e-04  
  -20.4   1.548e-04   9.686e-05    9.766e-05  
  -20.5   1.424e-04   8.740e-05    8.737e-05  
  -20.6   1.308e-04   7.874e-05    7.784e-05  
  -20.7   1.201e-04   7.081e-05    6.903e-05  
  -20.8   1.100e-04   6.357e-05    6.090e-05  
  -20.9   1.007e-04   5.696e-05    5.342e-05  
  -21.0   9.209e-05   5.092e-05    4.658e-05  
  -21.1   8.405e-05   4.542e-05    4.035e-05  
  -21.2   7.658e-05   4.040e-05    3.470e-05  
  -21.3   6.963e-05   3.584e-05    2.963e-05  
  -21.4   6.318e-05   3.169e-05    2.509e-05  
  -21.5   5.720e-05   2.792e-05    2.108e-05  
  -21.6   5.165e-05   2.451e-05    1.756e-05  
  -21.7   4.652e-05   2.142e-05    1.450e-05  
  -21.8   4.177e-05   1.864e-05    1.186e-05  
  -21.9   3.739e-05   1.613e-05    9.613e-06  
  -22.0   3.335e-05   1.389e-05    7.717e-06  
  -22.1   2.964e-05   1.188e-05    6.137e-06  
  -22.2   2.623e-05   1.010e-05    4.832e-06  
  -22.3   2.312e-05   8.530e-06    3.768e-06  
  -22.4   2.029e-05   7.149e-06    2.910e-06  
  -22.5   1.772e-05   5.944e-06    2.225e-06  
  -22.6   1.540e-05   4.900e-06    1.684e-06  
  -22.7   1.331e-05   4.005e-06    1.263e-06  
  -22.8   1.144e-05   3.242e-06    9.375e-07  
  -22.9   9.774e-06   2.600e-06    6.891e-07  
  -23.0   8.300e-06   2.063e-06    5.016e-07  
  -23.1   7.003e-06   1.621e-06    3.616e-07  
  -23.2   5.869e-06   1.259e-06    2.580e-07  
  -23.3   4.885e-06   9.678e-07    1.823e-07  
  -23.4   4.036e-06   7.353e-07    1.275e-07  
  -23.5   3.310e-06   5.522e-07    8.829e-08  
