# z=9.5: redshift
# eps=0.3: maximum star formation efficiency for FFB
# -----
# MUV, Phi=dN/dMUV [cMpc^-3 Mag^-1]
#   [none, disc, shell], extinction models: no dust, disc mode, or shell mode
#     extinction for shell mode is stronger that for disc mode, see details in Li, Dekel+23
    MUV   Phi[none]   Phi[disc]   Phi[shell]  
  -15.0   1.462e-02   1.397e-02    1.397e-02  
  -15.1   1.338e-02   1.276e-02    1.276e-02  
  -15.2   1.224e-02   1.165e-02    1.165e-02  
  -15.3   1.120e-02   1.063e-02    1.063e-02  
  -15.4   1.025e-02   9.694e-03    9.695e-03  
  -15.5   9.374e-03   8.841e-03    8.842e-03  
  -15.6   8.574e-03   8.061e-03    8.062e-03  
  -15.7   7.841e-03   7.348e-03    7.349e-03  
  -15.8   7.170e-03   6.697e-03    6.698e-03  
  -15.9   6.556e-03   6.102e-03    6.103e-03  
  -16.0   5.994e-03   5.559e-03    5.560e-03  
  -16.1   5.481e-03   5.063e-03    5.064e-03  
  -16.2   5.011e-03   4.611e-03    4.612e-03  
  -16.3   4.582e-03   4.198e-03    4.199e-03  
  -16.4   4.189e-03   3.822e-03    3.823e-03  
  -16.5   3.830e-03   3.479e-03    3.480e-03  
  -16.6   3.503e-03   3.166e-03    3.168e-03  
  -16.7   3.203e-03   2.881e-03    2.883e-03  
  -16.8   2.930e-03   2.622e-03    2.623e-03  
  -16.9   2.680e-03   2.385e-03    2.387e-03  
  -17.0   2.451e-03   2.170e-03    2.172e-03  
  -17.1   2.243e-03   1.974e-03    1.976e-03  
  -17.2   2.052e-03   1.795e-03    1.797e-03  
  -17.3   1.878e-03   1.633e-03    1.635e-03  
  -17.4   1.719e-03   1.485e-03    1.487e-03  
  -17.5   1.574e-03   1.350e-03    1.353e-03  
  -17.6   1.441e-03   1.227e-03    1.230e-03  
  -17.7   1.320e-03   1.116e-03    1.119e-03  
  -17.8   1.209e-03   1.014e-03    1.018e-03  
  -17.9   1.108e-03   9.216e-04    9.255e-04  
  -18.0   1.015e-03   8.375e-04    8.416e-04  
  -18.1   9.300e-04   7.610e-04    7.654e-04  
  -18.2   8.525e-04   6.913e-04    6.960e-04  
  -18.3   7.815e-04   6.279e-04    6.329e-04  
  -18.4   7.166e-04   5.702e-04    5.755e-04  
  -18.5   6.571e-04   5.177e-04    5.233e-04  
  -18.6   6.027e-04   4.699e-04    4.758e-04  
  -18.7   5.528e-04   4.263e-04    4.325e-04  
  -18.8   5.071e-04   3.867e-04    3.931e-04  
  -18.9   4.652e-04   3.507e-04    3.572e-04  
  -19.0   4.268e-04   3.179e-04    3.245e-04  
  -19.1   3.916e-04   2.881e-04    2.946e-04  
  -19.2   3.593e-04   2.609e-04    2.673e-04  
  -19.3   3.296e-04   2.362e-04    2.423e-04  
  -19.4   3.023e-04   2.137e-04    2.195e-04  
  -19.5   2.773e-04   1.932e-04    1.985e-04  
  -19.6   2.543e-04   1.746e-04    1.792e-04  
  -19.7   2.331e-04   1.576e-04    1.615e-04  
  -19.8   2.137e-04   1.422e-04    1.451e-04  
  -19.9   1.958e-04   1.282e-04    1.301e-04  
  -20.0   1.793e-04   1.154e-04    1.162e-04  
  -20.1   1.641e-04   1.038e-04    1.034e-04  
  -20.2   1.501e-04   9.326e-05    9.166e-05  
  -20.3   1.372e-04   8.367e-05    8.085e-05  
  -20.4   1.252e-04   7.495e-05    7.093e-05  
  -20.5   1.143e-04   6.704e-05    6.187e-05  
  -20.6   1.041e-04   5.985e-05    5.363e-05  
  -20.7   9.475e-05   5.332e-05    4.618e-05  
  -20.8   8.610e-05   4.740e-05    3.947e-05  
  -20.9   7.812e-05   4.203e-05    3.348e-05  
  -21.0   7.076e-05   3.717e-05    2.816e-05  
  -21.1   6.396e-05   3.277e-05    2.349e-05  
  -21.2   5.769e-05   2.879e-05    1.942e-05  
  -21.3   5.191e-05   2.520e-05    1.591e-05  
  -21.4   4.659e-05   2.197e-05    1.291e-05  
  -21.5   4.169e-05   1.907e-05    1.037e-05  
  -21.6   3.720e-05   1.648e-05    8.243e-06  
  -21.7   3.308e-05   1.416e-05    6.487e-06  
  -21.8   2.931e-05   1.209e-05    5.052e-06  
  -21.9   2.587e-05   1.027e-05    3.893e-06  
  -22.0   2.274e-05   8.662e-06    2.968e-06  
  -22.1   1.991e-05   7.255e-06    2.239e-06  
  -22.2   1.735e-05   6.031e-06    1.671e-06  
  -22.3   1.504e-05   4.974e-06    1.234e-06  
  -22.4   1.297e-05   4.068e-06    9.015e-07  
  -22.5   1.113e-05   3.298e-06    6.520e-07  
  -22.6   9.496e-06   2.650e-06    4.668e-07  
  -22.7   8.053e-06   2.108e-06    3.310e-07  
  -22.8   6.788e-06   1.661e-06    2.324e-07  
  -22.9   5.685e-06   1.295e-06    1.616e-07  
  -23.0   4.729e-06   9.994e-07    1.113e-07  
  -23.1   3.907e-06   7.629e-07    7.599e-08  
  -23.2   3.205e-06   5.759e-07    5.140e-08  
  -23.3   2.610e-06   4.299e-07    3.445e-08  
  -23.4   2.109e-06   3.173e-07    2.288e-08  
  -23.5   1.691e-06   2.314e-07    1.505e-08  
  -23.6   1.345e-06   1.669e-07    9.813e-09  
  -23.7   1.062e-06   1.189e-07    6.336e-09  
  -23.8   8.306e-07   8.366e-08    4.051e-09  
  -23.9   6.444e-07   5.818e-08    2.565e-09  
  -24.0   4.956e-07   3.997e-08    1.607e-09  
  -24.1   3.778e-07   2.713e-08    9.967e-10  
  -24.2   2.855e-07   1.819e-08    6.117e-10  
  -24.3   2.137e-07   1.205e-08    3.714e-10  
  -24.4   1.586e-07   7.880e-09    2.230e-10  
  -24.5   1.165e-07   5.092e-09    1.325e-10  
  -24.6   8.486e-08   3.250e-09    7.781e-11  
  -24.7   6.120e-08   2.049e-09    4.520e-11  
  -24.8   4.372e-08   1.276e-09    2.596e-11  
  -24.9   3.094e-08   7.847e-10    1.474e-11  
  -25.0   2.168e-08   4.768e-10    8.278e-12  
  -25.1   1.505e-08   2.861e-10    4.595e-12  
  -25.2   1.034e-08   1.696e-10    2.522e-12  
  -25.3   7.041e-09   9.934e-11    1.369e-12  
