# z=15.5: redshift
# eps=0.2: maximum star formation efficiency for FFB
# -----
# MUV, Phi=dN/dMUV [cMpc^-3 Mag^-1]
#   [none, disc, shell], extinction models: no dust, disc mode, or shell mode
#     extinction for shell mode is stronger that for disc mode, see details in Li, Dekel+23
    MUV   Phi[none]   Phi[disc]   Phi[shell]  
  -12.0   2.347e-02   2.327e-02    2.327e-02  
  -12.1   2.135e-02   2.115e-02    2.115e-02  
  -12.2   1.941e-02   1.921e-02    1.921e-02  
  -12.3   1.762e-02   1.744e-02    1.744e-02  
  -12.4   1.599e-02   1.582e-02    1.582e-02  
  -12.5   1.450e-02   1.433e-02    1.433e-02  
  -12.6   1.314e-02   1.298e-02    1.298e-02  
  -12.7   1.190e-02   1.174e-02    1.174e-02  
  -12.8   1.076e-02   1.061e-02    1.061e-02  
  -12.9   9.725e-03   9.579e-03    9.579e-03  
  -13.0   8.782e-03   8.642e-03    8.642e-03  
  -13.1   7.923e-03   7.789e-03    7.789e-03  
  -13.2   7.141e-03   7.013e-03    7.014e-03  
  -13.3   6.431e-03   6.309e-03    6.309e-03  
  -13.4   5.787e-03   5.670e-03    5.671e-03  
  -13.5   5.203e-03   5.092e-03    5.092e-03  
  -13.6   4.674e-03   4.568e-03    4.568e-03  
  -13.7   4.195e-03   4.094e-03    4.094e-03  
  -13.8   3.762e-03   3.666e-03    3.667e-03  
  -13.9   3.371e-03   3.281e-03    3.281e-03  
  -14.0   3.019e-03   2.933e-03    2.934e-03  
  -14.1   2.702e-03   2.621e-03    2.621e-03  
  -14.2   2.417e-03   2.340e-03    2.340e-03  
  -14.3   2.160e-03   2.088e-03    2.088e-03  
  -14.4   1.930e-03   1.862e-03    1.862e-03  
  -14.5   1.724e-03   1.660e-03    1.660e-03  
  -14.6   1.539e-03   1.479e-03    1.480e-03  
  -14.7   1.374e-03   1.318e-03    1.318e-03  
  -14.8   1.227e-03   1.174e-03    1.174e-03  
  -14.9   1.095e-03   1.045e-03    1.046e-03  
  -15.0   9.773e-04   9.308e-04    9.313e-04  
  -15.1   8.725e-04   8.290e-04    8.295e-04  
  -15.2   7.792e-04   7.385e-04    7.390e-04  
  -15.3   6.960e-04   6.581e-04    6.586e-04  
  -15.4   6.220e-04   5.866e-04    5.871e-04  
  -15.5   5.561e-04   5.231e-04    5.236e-04  
  -15.6   4.975e-04   4.667e-04    4.672e-04  
  -15.7   4.453e-04   4.166e-04    4.171e-04  
  -15.8   3.989e-04   3.721e-04    3.726e-04  
  -15.9   3.575e-04   3.326e-04    3.330e-04  
  -16.0   3.206e-04   2.974e-04    2.978e-04  
  -16.1   2.877e-04   2.661e-04    2.665e-04  
  -16.2   2.584e-04   2.382e-04    2.385e-04  
  -16.3   2.322e-04   2.133e-04    2.137e-04  
  -16.4   2.087e-04   1.911e-04    1.914e-04  
  -16.5   1.877e-04   1.713e-04    1.716e-04  
  -16.6   1.689e-04   1.536e-04    1.538e-04  
  -16.7   1.520e-04   1.377e-04    1.379e-04  
  -16.8   1.368e-04   1.234e-04    1.235e-04  
  -16.9   1.232e-04   1.106e-04    1.107e-04  
  -17.0   1.109e-04   9.903e-05    9.909e-05  
  -17.1   9.975e-05   8.864e-05    8.863e-05  
  -17.2   8.971e-05   7.925e-05    7.919e-05  
  -17.3   8.061e-05   7.077e-05    7.064e-05  
  -17.4   7.238e-05   6.310e-05    6.290e-05  
  -17.5   6.491e-05   5.616e-05    5.587e-05  
  -17.6   5.812e-05   4.987e-05    4.950e-05  
  -17.7   5.196e-05   4.417e-05    4.372e-05  
  -17.8   4.636e-05   3.900e-05    3.847e-05  
  -17.9   4.127e-05   3.433e-05    3.371e-05  
  -18.0   3.665e-05   3.010e-05    2.940e-05  
  -18.1   3.245e-05   2.628e-05    2.551e-05  
  -18.2   2.864e-05   2.284e-05    2.201e-05  
  -18.3   2.519e-05   1.975e-05    1.887e-05  
  -18.4   2.207e-05   1.699e-05    1.607e-05  
  -18.5   1.925e-05   1.453e-05    1.358e-05  
  -18.6   1.672e-05   1.234e-05    1.139e-05  
  -18.7   1.445e-05   1.042e-05    9.470e-06  
  -18.8   1.243e-05   8.730e-06    7.804e-06  
  -18.9   1.063e-05   7.261e-06    6.371e-06  
  -19.0   9.037e-06   5.992e-06    5.150e-06  
  -19.1   7.638e-06   4.904e-06    4.119e-06  
  -19.2   6.414e-06   3.980e-06    3.260e-06  
  -19.3   5.351e-06   3.201e-06    2.551e-06  
  -19.4   4.434e-06   2.551e-06    1.974e-06  
  -19.5   3.648e-06   2.013e-06    1.509e-06  
  -19.6   2.979e-06   1.574e-06    1.139e-06  
  -19.7   2.415e-06   1.217e-06    8.495e-07  
  -19.8   1.943e-06   9.322e-07    6.254e-07  
  -19.9   1.550e-06   7.061e-07    4.545e-07  
  -20.0   1.227e-06   5.291e-07    3.259e-07  
  -20.1   9.639e-07   3.920e-07    2.306e-07  
  -20.2   7.507e-07   2.871e-07    1.609e-07  
  -20.3   5.799e-07   2.078e-07    1.107e-07  
  -20.4   4.441e-07   1.487e-07    7.515e-08  
  -20.5   3.373e-07   1.050e-07    5.028e-08  
  -20.6   2.540e-07   7.330e-08    3.316e-08  
  -20.7   1.896e-07   5.051e-08    2.155e-08  
  -20.8   1.404e-07   3.436e-08    1.380e-08  
  -20.9   1.030e-07   2.306e-08    8.712e-09  
  -21.0   7.496e-08   1.528e-08    5.417e-09  
  -21.1   5.409e-08   9.984e-09    3.318e-09  
  -21.2   3.869e-08   6.435e-09    2.002e-09  
  -21.3   2.745e-08   4.091e-09    1.189e-09  
  -21.4   1.931e-08   2.564e-09    6.958e-10  
  -21.5   1.347e-08   1.584e-09    4.008e-10  
  -21.6   9.319e-09   9.645e-10    2.273e-10  
  -21.7   6.394e-09   5.788e-10    1.269e-10  
  -21.8   4.352e-09   3.423e-10    6.971e-11  
  -21.9   2.938e-09   1.994e-10    3.770e-11  
  -22.0   1.968e-09   1.144e-10    2.006e-11  
  -22.1   1.307e-09   6.470e-11    1.050e-11  
  -22.2   8.617e-10   3.602e-11    5.410e-12  
  -22.3   5.635e-10   1.975e-11    2.742e-12  
  -22.4   3.657e-10   1.066e-11    1.367e-12  
  -22.5   2.354e-10   5.668e-12    6.704e-13  
  -22.6   1.504e-10   2.967e-12    3.234e-13  
  -22.7   9.536e-11   1.528e-12    1.534e-13  
  -22.8   6.000e-11   7.752e-13    7.158e-14  
  -22.9   3.746e-11   3.870e-13    3.285e-14  
  -23.0   2.320e-11   1.901e-13    1.482e-14  
  -23.1   1.427e-11   9.194e-14    6.577e-15  
  -23.2   8.702e-12   4.375e-14    2.870e-15  
  -23.3   5.268e-12   2.049e-14    1.231e-15  
  -23.4   3.164e-12   9.441e-15    5.195e-16  
  -23.5   1.886e-12   4.280e-15    2.155e-16  
  -23.6   1.115e-12   1.909e-15    8.790e-17  
  -23.7   6.541e-13   8.379e-16    3.525e-17  
  -23.8   3.807e-13   3.618e-16    1.390e-17  
  -23.9   2.198e-13   1.537e-16    5.387e-18  
  -24.0   1.258e-13   6.420e-17    2.053e-18  
  -24.1   7.146e-14   2.638e-17    7.692e-19  
  -24.2   4.024e-14   1.067e-17    2.833e-19  
  -24.3   2.247e-14   4.240e-18    1.026e-19  
  -24.4   1.244e-14   1.658e-18    3.652e-20  
  -24.5   6.830e-15   6.378e-19    1.278e-20  
  -24.6   3.716e-15   2.412e-19    4.396e-21  
  -24.7   2.004e-15   8.973e-20    1.487e-21  
  -24.8   1.070e-15   3.283e-20    4.943e-22  
  -24.9   5.666e-16   1.181e-20    1.615e-22  
  -25.0   2.971e-16   4.177e-21    5.189e-23  
