# z=12.5: redshift
# eps=0.2: maximum star formation efficiency for FFB
# -----
# MUV, Phi=dN/dMUV [cMpc^-3 Mag^-1]
#   [none, disc, shell], extinction models: no dust, disc mode, or shell mode
#     extinction for shell mode is stronger that for disc mode, see details in Li, Dekel+23
    MUV   Phi[none]   Phi[disc]   Phi[shell]  
  -15.0   3.447e-03   3.299e-03    3.299e-03  
  -15.1   3.139e-03   2.998e-03    2.999e-03  
  -15.2   2.859e-03   2.724e-03    2.725e-03  
  -15.3   2.605e-03   2.476e-03    2.476e-03  
  -15.4   2.373e-03   2.249e-03    2.250e-03  
  -15.5   2.162e-03   2.044e-03    2.045e-03  
  -15.6   1.970e-03   1.857e-03    1.858e-03  
  -15.7   1.795e-03   1.687e-03    1.688e-03  
  -15.8   1.636e-03   1.533e-03    1.534e-03  
  -15.9   1.491e-03   1.392e-03    1.394e-03  
  -16.0   1.359e-03   1.265e-03    1.266e-03  
  -16.1   1.238e-03   1.149e-03    1.150e-03  
  -16.2   1.129e-03   1.044e-03    1.045e-03  
  -16.3   1.029e-03   9.480e-04    9.494e-04  
  -16.4   9.386e-04   8.610e-04    8.624e-04  
  -16.5   8.559e-04   7.819e-04    7.833e-04  
  -16.6   7.806e-04   7.100e-04    7.114e-04  
  -16.7   7.119e-04   6.446e-04    6.461e-04  
  -16.8   6.493e-04   5.852e-04    5.867e-04  
  -16.9   5.922e-04   5.311e-04    5.326e-04  
  -17.0   5.402e-04   4.819e-04    4.835e-04  
  -17.1   4.927e-04   4.372e-04    4.388e-04  
  -17.2   4.494e-04   3.965e-04    3.981e-04  
  -17.3   4.098e-04   3.594e-04    3.611e-04  
  -17.4   3.737e-04   3.258e-04    3.274e-04  
  -17.5   3.407e-04   2.951e-04    2.967e-04  
  -17.6   3.106e-04   2.672e-04    2.688e-04  
  -17.7   2.831e-04   2.418e-04    2.433e-04  
  -17.8   2.579e-04   2.186e-04    2.201e-04  
  -17.9   2.349e-04   1.975e-04    1.990e-04  
  -18.0   2.138e-04   1.784e-04    1.796e-04  
  -18.1   1.946e-04   1.609e-04    1.620e-04  
  -18.2   1.769e-04   1.450e-04    1.459e-04  
  -18.3   1.608e-04   1.305e-04    1.312e-04  
  -18.4   1.460e-04   1.172e-04    1.177e-04  
  -18.5   1.324e-04   1.052e-04    1.054e-04  
  -18.6   1.200e-04   9.426e-05    9.410e-05  
  -18.7   1.087e-04   8.429e-05    8.378e-05  
  -18.8   9.822e-05   7.521e-05    7.434e-05  
  -18.9   8.867e-05   6.696e-05    6.570e-05  
  -19.0   7.991e-05   5.947e-05    5.782e-05  
  -19.1   7.188e-05   5.266e-05    5.064e-05  
  -19.2   6.454e-05   4.649e-05    4.411e-05  
  -19.3   5.781e-05   4.091e-05    3.819e-05  
  -19.4   5.166e-05   3.586e-05    3.286e-05  
  -19.5   4.604e-05   3.131e-05    2.807e-05  
  -19.6   4.092e-05   2.722e-05    2.381e-05  
  -19.7   3.625e-05   2.355e-05    2.003e-05  
  -19.8   3.200e-05   2.027e-05    1.670e-05  
  -19.9   2.815e-05   1.735e-05    1.380e-05  
  -20.0   2.466e-05   1.477e-05    1.130e-05  
  -20.1   2.151e-05   1.249e-05    9.162e-06  
  -20.2   1.868e-05   1.049e-05    7.351e-06  
  -20.3   1.614e-05   8.750e-06    5.835e-06  
  -20.4   1.388e-05   7.243e-06    4.581e-06  
  -20.5   1.187e-05   5.948e-06    3.557e-06  
  -20.6   1.009e-05   4.844e-06    2.729e-06  
  -20.7   8.521e-06   3.911e-06    2.070e-06  
  -20.8   7.153e-06   3.128e-06    1.551e-06  
  -20.9   5.964e-06   2.479e-06    1.148e-06  
  -21.0   4.937e-06   1.944e-06    8.398e-07  
  -21.1   4.058e-06   1.510e-06    6.067e-07  
  -21.2   3.310e-06   1.160e-06    4.329e-07  
  -21.3   2.678e-06   8.809e-07    3.051e-07  
  -21.4   2.150e-06   6.617e-07    2.124e-07  
  -21.5   1.711e-06   4.912e-07    1.460e-07  
  -21.6   1.350e-06   3.602e-07    9.914e-08  
  -21.7   1.056e-06   2.610e-07    6.650e-08  
  -21.8   8.186e-07   1.867e-07    4.405e-08  
  -21.9   6.287e-07   1.318e-07    2.883e-08  
  -22.0   4.783e-07   9.186e-08    1.863e-08  
  -22.1   3.605e-07   6.316e-08    1.189e-08  
  -22.2   2.691e-07   4.284e-08    7.497e-09  
