# z=23.0: redshift
# eps=0.4: maximum star formation efficiency for FFB
# -----
# MUV, Phi=dN/dMUV [cMpc^-3 Mag^-1]
#   [none, disc, shell], extinction models: no dust, disc mode, or shell mode
#     extinction for shell mode is stronger that for disc mode, see details in Li, Dekel+23
    MUV   Phi[none]   Phi[disc]   Phi[shell]  
  -12.0   1.182e-04   1.175e-04    1.175e-04  
  -12.1   1.093e-04   1.086e-04    1.086e-04  
  -12.2   1.009e-04   1.003e-04    1.003e-04  
  -12.3   9.323e-05   9.259e-05    9.258e-05  
  -12.4   8.608e-05   8.545e-05    8.544e-05  
  -12.5   7.944e-05   7.883e-05    7.882e-05  
  -12.6   7.329e-05   7.270e-05    7.269e-05  
  -12.7   6.759e-05   6.701e-05    6.700e-05  
  -12.8   6.230e-05   6.175e-05    6.173e-05  
  -12.9   5.741e-05   5.687e-05    5.685e-05  
  -13.0   5.287e-05   5.235e-05    5.233e-05  
  -13.1   4.867e-05   4.817e-05    4.815e-05  
  -13.2   4.479e-05   4.430e-05    4.428e-05  
  -13.3   4.119e-05   4.072e-05    4.070e-05  
  -13.4   3.787e-05   3.741e-05    3.739e-05  
  -13.5   3.479e-05   3.435e-05    3.433e-05  
  -13.6   3.195e-05   3.152e-05    3.150e-05  
  -13.7   2.932e-05   2.890e-05    2.889e-05  
  -13.8   2.689e-05   2.649e-05    2.647e-05  
  -13.9   2.465e-05   2.426e-05    2.424e-05  
  -14.0   2.258e-05   2.220e-05    2.219e-05  
  -14.1   2.067e-05   2.031e-05    2.029e-05  
  -14.2   1.890e-05   1.855e-05    1.854e-05  
  -14.3   1.727e-05   1.694e-05    1.692e-05  
  -14.4   1.577e-05   1.545e-05    1.543e-05  
  -14.5   1.439e-05   1.408e-05    1.406e-05  
  -14.6   1.311e-05   1.281e-05    1.279e-05  
  -14.7   1.194e-05   1.165e-05    1.163e-05  
  -14.8   1.086e-05   1.057e-05    1.056e-05  
  -14.9   9.859e-06   9.584e-06    9.571e-06  
  -15.0   8.942e-06   8.674e-06    8.663e-06  
  -15.1   8.098e-06   7.838e-06    7.828e-06  
  -15.2   7.322e-06   7.068e-06    7.060e-06  
  -15.3   6.608e-06   6.361e-06    6.355e-06  
  -15.4   5.953e-06   5.712e-06    5.708e-06  
  -15.5   5.352e-06   5.117e-06    5.114e-06  
  -15.6   4.801e-06   4.571e-06    4.570e-06  
  -15.7   4.296e-06   4.071e-06    4.072e-06  
  -15.8   3.834e-06   3.614e-06    3.617e-06  
  -15.9   3.412e-06   3.197e-06    3.203e-06  
  -16.0   3.028e-06   2.817e-06    2.825e-06  
  -16.1   2.677e-06   2.473e-06    2.482e-06  
  -16.2   2.359e-06   2.160e-06    2.171e-06  
  -16.3   2.071e-06   1.879e-06    1.891e-06  
  -16.4   1.810e-06   1.625e-06    1.638e-06  
  -16.5   1.576e-06   1.399e-06    1.412e-06  
  -16.6   1.365e-06   1.197e-06    1.211e-06  
  -16.7   1.177e-06   1.018e-06    1.032e-06  
  -16.8   1.010e-06   8.598e-07    8.737e-07  
  -16.9   8.615e-07   7.215e-07    7.351e-07  
  -17.0   7.309e-07   6.013e-07    6.142e-07  
  -17.1   6.164e-07   4.974e-07    5.095e-07  
  -17.2   5.166e-07   4.083e-07    4.195e-07  
  -17.3   4.302e-07   3.324e-07    3.427e-07  
  -17.4   3.559e-07   2.685e-07    2.777e-07  
  -17.5   2.924e-07   2.150e-07    2.231e-07  
  -17.6   2.386e-07   1.706e-07    1.777e-07  
  -17.7   1.932e-07   1.342e-07    1.403e-07  
  -17.8   1.553e-07   1.046e-07    1.097e-07  
  -17.9   1.239e-07   8.074e-08    8.503e-08  
  -18.0   9.812e-08   6.172e-08    6.524e-08  
  -18.1   7.707e-08   4.671e-08    4.956e-08  
  -18.2   6.005e-08   3.500e-08    3.727e-08  
  -18.3   4.640e-08   2.595e-08    2.774e-08  
  -18.4   3.557e-08   1.904e-08    2.042e-08  
  -18.5   2.704e-08   1.382e-08    1.488e-08  
  -18.6   2.038e-08   9.927e-09    1.072e-08  
  -18.7   1.523e-08   7.050e-09    7.635e-09  
  -18.8   1.129e-08   4.952e-09    5.377e-09  
  -18.9   8.293e-09   3.439e-09    3.744e-09  
  -19.0   6.041e-09   2.361e-09    2.576e-09  
  -19.1   4.363e-09   1.602e-09    1.751e-09  
  -19.2   3.124e-09   1.074e-09    1.176e-09  
  -19.3   2.218e-09   7.121e-10    7.804e-10  
  -19.4   1.561e-09   4.662e-10    5.113e-10  
  -19.5   1.090e-09   3.016e-10    3.308e-10  
  -19.6   7.539e-10   1.927e-10    2.113e-10  
  -19.7   5.172e-10   1.216e-10    1.332e-10  
  -19.8   3.519e-10   7.577e-11    8.292e-11  
  -19.9   2.374e-10   4.661e-11    5.092e-11  
  -20.0   1.588e-10   2.831e-11    3.085e-11  
  -20.1   1.054e-10   1.697e-11    1.844e-11  
  -20.2   6.932e-11   1.004e-11    1.087e-11  
  -20.3   4.524e-11   5.862e-12    6.321e-12  
  -20.4   2.928e-11   3.377e-12    3.624e-12  
  -20.5   1.879e-11   1.919e-12    2.049e-12  
  -20.6   1.197e-11   1.076e-12    1.141e-12  
  -20.7   7.558e-12   5.947e-13    6.269e-13  
  -20.8   4.734e-12   3.242e-13    3.393e-13  
  -20.9   2.941e-12   1.743e-13    1.810e-13  
  -21.0   1.813e-12   9.235e-14    9.512e-14  
  -21.1   1.108e-12   4.825e-14    4.925e-14  
  -21.2   6.715e-13   2.484e-14    2.512e-14  
  -21.3   4.036e-13   1.261e-14    1.262e-14  
  -21.4   2.405e-13   6.305e-15    6.243e-15  
  -21.5   1.421e-13   3.107e-15    3.042e-15  
  -21.6   8.322e-14   1.508e-15    1.459e-15  
  -21.7   4.829e-14   7.213e-16    6.892e-16  
  -21.8   2.777e-14   3.398e-16    3.205e-16  
  -21.9   1.582e-14   1.577e-16    1.467e-16  
  -22.0   8.924e-15   7.204e-17    6.611e-17  
  -22.1   4.985e-15   3.242e-17    2.932e-17  
  -22.2   2.756e-15   1.436e-17    1.280e-17  
  -22.3   1.508e-15   6.267e-18    5.497e-18  
  -22.4   8.162e-16   2.692e-18    2.324e-18  
  -22.5   4.369e-16   1.138e-18    9.666e-19  
  -22.6   2.312e-16   4.737e-19    3.956e-19  
  -22.7   1.210e-16   1.941e-19    1.593e-19  
  -22.8   6.252e-17   7.826e-20    6.310e-20  
  -22.9   3.192e-17   3.106e-20    2.459e-20  
  -23.0   1.610e-17   1.213e-20    9.428e-21  
  -23.1   8.012e-18   4.662e-21    3.555e-21  
  -23.2   3.937e-18   1.763e-21    1.319e-21  
  -23.3   1.908e-18   6.560e-22    4.812e-22  
  -23.4   9.127e-19   2.402e-22    1.727e-22  
  -23.5   4.305e-19   8.651e-23    6.094e-23  
  -23.6   2.002e-19   3.066e-23    2.115e-23  
  -23.7   9.181e-20   1.069e-23    7.220e-24  
  -23.8   4.149e-20   3.665e-24    2.424e-24  
  -23.9   1.848e-20   1.236e-24    8.001e-25  
  -24.0   8.109e-21   4.102e-25    2.597e-25  
  -24.1   3.505e-21   1.339e-25    8.289e-26  
  -24.2   1.492e-21   4.297e-26    2.601e-26  
  -24.3   6.258e-22   1.356e-26    8.027e-27  
  -24.4   2.584e-22   4.211e-27    2.435e-27  
  -24.5   1.050e-22   1.286e-27    7.265e-28  
  -24.6   4.203e-23   3.861e-28    2.131e-28  
  -24.7   1.656e-23   1.140e-28    6.143e-29  
  -24.8   6.419e-24   3.310e-29    1.742e-29  
  -24.9   2.449e-24   9.449e-30    4.853e-30  
  -25.0   9.195e-25   2.653e-30    1.330e-30  
  -25.1   3.397e-25   7.323e-31    3.581e-31  
  -25.2   1.235e-25   1.987e-31    9.482e-32  
  -25.3   4.415e-26   5.303e-32    2.468e-32  
  -25.4   1.553e-26   1.391e-32    6.314e-33  
  -25.5   5.374e-27   3.589e-33    1.588e-33  
  -25.6   1.829e-27   9.103e-34    3.925e-34  
  -25.7   6.123e-28   2.270e-34    9.539e-35  
  -25.8   2.016e-28   5.563e-35    2.278e-35  
  -25.9   6.527e-29   1.341e-35    5.349e-36  
  -26.0   2.078e-29   3.176e-36    1.234e-36  
  -26.1   6.508e-30   7.395e-37    2.800e-37  
  -26.2   2.004e-30   1.693e-37    6.243e-38  
  -26.3   6.067e-31   3.810e-38    1.368e-38  
  -26.4   1.806e-31   8.427e-39    2.946e-39  
  -26.5   5.286e-32   1.833e-39    6.237e-40  
  -26.6   1.521e-32   3.917e-40    1.298e-40  
  -26.7   4.304e-33   8.230e-41    2.653e-41  
  -26.8   1.197e-33   1.700e-41    5.332e-42  
  -26.9   3.273e-34   3.450e-42    1.053e-42  
  -27.0   8.800e-35   6.884e-43    2.045e-43  
  -27.1   2.326e-35   1.350e-43    3.901e-44  
  -27.2   6.041e-36   2.602e-44    7.314e-45  
  -27.3   1.543e-36   4.931e-45    1.348e-45  
  -27.4   3.873e-37   9.182e-46    2.441e-46  
  -27.5   9.557e-38   1.681e-46    4.344e-47  
  -27.6   2.318e-38   3.023e-47    7.598e-48  
  -27.7   5.526e-39   5.345e-48    1.306e-48  
  -27.8   1.295e-39   9.288e-49    2.206e-49  
  -27.9   2.983e-40   1.586e-49    3.663e-50  
  -28.0   6.753e-41   2.663e-50    5.975e-51  
