# z=6.5: redshift
# eps=0.2: maximum star formation efficiency for FFB
# -----
# MUV, Phi=dN/dMUV [cMpc^-3 Mag^-1]
#   [none, disc, shell], extinction models: no dust, disc mode, or shell mode
#     extinction for shell mode is stronger that for disc mode, see details in Li, Dekel+23
    MUV   Phi[none]   Phi[disc]   Phi[shell]  
  -12.0   3.803e-01   3.772e-01    3.772e-01  
  -12.1   3.550e-01   3.519e-01    3.519e-01  
  -12.2   3.314e-01   3.283e-01    3.283e-01  
  -12.3   3.092e-01   3.063e-01    3.063e-01  
  -12.4   2.886e-01   2.856e-01    2.856e-01  
  -12.5   2.692e-01   2.663e-01    2.663e-01  
  -12.6   2.511e-01   2.482e-01    2.482e-01  
  -12.7   2.341e-01   2.313e-01    2.313e-01  
  -12.8   2.183e-01   2.156e-01    2.156e-01  
  -12.9   2.035e-01   2.008e-01    2.008e-01  
  -13.0   1.897e-01   1.870e-01    1.870e-01  
  -13.1   1.767e-01   1.741e-01    1.741e-01  
  -13.2   1.647e-01   1.621e-01    1.621e-01  
  -13.3   1.534e-01   1.508e-01    1.508e-01  
  -13.4   1.428e-01   1.403e-01    1.403e-01  
  -13.5   1.330e-01   1.305e-01    1.305e-01  
  -13.6   1.238e-01   1.214e-01    1.214e-01  
  -13.7   1.152e-01   1.128e-01    1.128e-01  
  -13.8   1.071e-01   1.048e-01    1.048e-01  
  -13.9   9.966e-02   9.739e-02    9.739e-02  
  -14.0   9.267e-02   9.044e-02    9.044e-02  
  -14.1   8.615e-02   8.396e-02    8.396e-02  
  -14.2   8.007e-02   7.792e-02    7.792e-02  
  -14.3   7.440e-02   7.229e-02    7.229e-02  
  -14.4   6.911e-02   6.704e-02    6.704e-02  
  -14.5   6.417e-02   6.215e-02    6.215e-02  
  -14.6   5.958e-02   5.760e-02    5.760e-02  
  -14.7   5.529e-02   5.335e-02    5.336e-02  
  -14.8   5.130e-02   4.940e-02    4.940e-02  
  -14.9   4.758e-02   4.573e-02    4.573e-02  
  -15.0   4.412e-02   4.231e-02    4.231e-02  
  -15.1   4.090e-02   3.912e-02    3.912e-02  
  -15.2   3.790e-02   3.616e-02    3.616e-02  
  -15.3   3.510e-02   3.341e-02    3.341e-02  
  -15.4   3.251e-02   3.085e-02    3.085e-02  
  -15.5   3.009e-02   2.848e-02    2.848e-02  
  -15.6   2.785e-02   2.627e-02    2.627e-02  
  -15.7   2.576e-02   2.422e-02    2.422e-02  
  -15.8   2.382e-02   2.232e-02    2.232e-02  
  -15.9   2.202e-02   2.056e-02    2.056e-02  
  -16.0   2.035e-02   1.892e-02    1.893e-02  
  -16.1   1.879e-02   1.741e-02    1.741e-02  
  -16.2   1.735e-02   1.601e-02    1.601e-02  
  -16.3   1.601e-02   1.471e-02    1.471e-02  
  -16.4   1.477e-02   1.350e-02    1.350e-02  
  -16.5   1.362e-02   1.239e-02    1.239e-02  
  -16.6   1.256e-02   1.136e-02    1.136e-02  
  -16.7   1.157e-02   1.041e-02    1.041e-02  
  -16.8   1.066e-02   9.533e-03    9.534e-03  
  -16.9   9.813e-03   8.723e-03    8.724e-03  
  -17.0   9.031e-03   7.975e-03    7.976e-03  
  -17.1   8.307e-03   7.286e-03    7.287e-03  
  -17.2   7.638e-03   6.651e-03    6.652e-03  
  -17.3   7.019e-03   6.067e-03    6.068e-03  
  -17.4   6.448e-03   5.529e-03    5.530e-03  
  -17.5   5.921e-03   5.035e-03    5.036e-03  
  -17.6   5.434e-03   4.581e-03    4.582e-03  
  -17.7   4.985e-03   4.164e-03    4.166e-03  
  -17.8   4.571e-03   3.781e-03    3.783e-03  
  -17.9   4.190e-03   3.431e-03    3.433e-03  
  -18.0   3.839e-03   3.110e-03    3.113e-03  
  -18.1   3.515e-03   2.816e-03    2.820e-03  
  -18.2   3.218e-03   2.548e-03    2.552e-03  
  -18.3   2.944e-03   2.303e-03    2.307e-03  
  -18.4   2.692e-03   2.080e-03    2.084e-03  
  -18.5   2.461e-03   1.876e-03    1.881e-03  
  -18.6   2.249e-03   1.691e-03    1.696e-03  
  -18.7   2.054e-03   1.522e-03    1.528e-03  
  -18.8   1.875e-03   1.369e-03    1.375e-03  
  -18.9   1.711e-03   1.230e-03    1.237e-03  
  -19.0   1.561e-03   1.104e-03    1.111e-03  
  -19.1   1.424e-03   9.897e-04    9.979e-04  
  -19.2   1.298e-03   8.865e-04    8.952e-04  
  -19.3   1.183e-03   7.932e-04    8.024e-04  
  -19.4   1.077e-03   7.091e-04    7.186e-04  
  -19.5   9.809e-04   6.332e-04    6.430e-04  
  -19.6   8.929e-04   5.649e-04    5.749e-04  
  -19.7   8.126e-04   5.035e-04    5.135e-04  
  -19.8   7.393e-04   4.483e-04    4.582e-04  
  -19.9   6.724e-04   3.988e-04    4.085e-04  
  -20.0   6.114e-04   3.544e-04    3.637e-04  
  -20.1   5.558e-04   3.147e-04    3.234e-04  
  -20.2   5.051e-04   2.792e-04    2.872e-04  
  -20.3   4.589e-04   2.475e-04    2.545e-04  
  -20.4   4.169e-04   2.192e-04    2.252e-04  
  -20.5   3.786e-04   1.940e-04    1.988e-04  
  -20.6   3.438e-04   1.715e-04    1.750e-04  
  -20.7   3.121e-04   1.516e-04    1.537e-04  
  -20.8   2.832e-04   1.338e-04    1.345e-04  
  -20.9   2.570e-04   1.181e-04    1.173e-04  
  -21.0   2.332e-04   1.042e-04    1.019e-04  
  -21.1   2.115e-04   9.184e-05    8.815e-05  
  -21.2   1.917e-04   8.093e-05    7.586e-05  
  -21.3   1.738e-04   7.129e-05    6.493e-05  
  -21.4   1.575e-04   6.278e-05    5.526e-05  
  -21.5   1.427e-04   5.528e-05    4.673e-05  
  -21.6   1.292e-04   4.867e-05    3.924e-05  
  -21.7   1.169e-04   4.285e-05    3.271e-05  
  -21.8   1.057e-04   3.772e-05    2.704e-05  
  -21.9   9.555e-05   3.321e-05    2.217e-05  
  -22.0   8.630e-05   2.924e-05    1.801e-05  
  -22.1   7.788e-05   2.573e-05    1.449e-05  
  -22.2   7.021e-05   2.264e-05    1.154e-05  
  -22.3   6.322e-05   1.991e-05    9.088e-06  
  -22.4   5.685e-05   1.749e-05    7.076e-06  
  -22.5   5.105e-05   1.534e-05    5.444e-06  
  -22.6   4.577e-05   1.343e-05    4.135e-06  
  -22.7   4.096e-05   1.174e-05    3.100e-06  
  -22.8   3.658e-05   1.022e-05    2.293e-06  
  -22.9   3.259e-05   8.866e-06    1.671e-06  
  -23.0   2.897e-05   7.657e-06    1.201e-06  
  -23.1   2.568e-05   6.579e-06    8.498e-07  
  -23.2   2.269e-05   5.620e-06    5.922e-07  
  -23.3   1.998e-05   4.770e-06    4.063e-07  
  -23.4   1.754e-05   4.019e-06    2.743e-07  
  -23.5   1.533e-05   3.360e-06    1.823e-07  
  -23.6   1.335e-05   2.785e-06    1.193e-07  
  -23.7   1.157e-05   2.289e-06    7.681e-08  
  -23.8   9.986e-06   1.863e-06    4.873e-08  
  -23.9   8.573e-06   1.502e-06    3.046e-08  
  -24.0   7.322e-06   1.199e-06    1.879e-08  
  -24.1   6.218e-06   9.468e-07    1.144e-08  
  -24.2   5.251e-06   7.400e-07    6.888e-09  
  -24.3   4.407e-06   5.720e-07    4.107e-09  
  -24.4   3.675e-06   4.374e-07    2.428e-09  
  -24.5   3.045e-06   3.307e-07    1.426e-09  
  -24.6   2.506e-06   2.472e-07    8.328e-10  
  -24.7   2.047e-06   1.827e-07    4.844e-10  
  -24.8   1.661e-06   1.335e-07    2.809e-10  
  -24.9   1.337e-06   9.644e-08    1.624e-10  
  -25.0   1.069e-06   6.886e-08    9.366e-11  
  -25.1   8.473e-07   4.860e-08    5.384e-11  
  -25.2   6.665e-07   3.390e-08    3.083e-11  
  -25.3   5.201e-07   2.337e-08    1.758e-11  
  -25.4   4.025e-07   1.593e-08    9.962e-12  
  -25.5   3.089e-07   1.073e-08    5.609e-12  
  -25.6   2.351e-07   7.143e-09    3.134e-12  
  -25.7   1.775e-07   4.700e-09    1.737e-12  
