# z=17.5: redshift
# eps=0.9: maximum star formation efficiency for FFB
# -----
# MUV, Phi=dN/dMUV [cMpc^-3 Mag^-1]
#   [none, disc, shell], extinction models: no dust, disc mode, or shell mode
#     extinction for shell mode is stronger that for disc mode, see details in Li, Dekel+23
    MUV   Phi[none]   Phi[disc]   Phi[shell]  
  -14.0   1.480e-03   1.443e-03    1.443e-03  
  -14.1   1.339e-03   1.305e-03    1.305e-03  
  -14.2   1.214e-03   1.182e-03    1.182e-03  
  -14.3   1.102e-03   1.073e-03    1.073e-03  
  -14.4   1.003e-03   9.752e-04    9.752e-04  
  -14.5   9.141e-04   8.880e-04    8.879e-04  
  -14.6   8.344e-04   8.097e-04    8.097e-04  
  -14.7   7.627e-04   7.393e-04    7.392e-04  
  -14.8   6.979e-04   6.757e-04    6.757e-04  
  -14.9   6.393e-04   6.182e-04    6.182e-04  
  -15.0   5.862e-04   5.661e-04    5.660e-04  
  -15.1   5.379e-04   5.187e-04    5.186e-04  
  -15.2   4.939e-04   4.755e-04    4.755e-04  
  -15.3   4.538e-04   4.361e-04    4.361e-04  
  -15.4   4.171e-04   4.001e-04    4.001e-04  
  -15.5   3.835e-04   3.672e-04    3.672e-04  
  -15.6   3.527e-04   3.370e-04    3.370e-04  
  -15.7   3.244e-04   3.094e-04    3.093e-04  
  -15.8   2.984e-04   2.839e-04    2.839e-04  
  -15.9   2.745e-04   2.606e-04    2.605e-04  
  -16.0   2.525e-04   2.391e-04    2.390e-04  
  -16.1   2.323e-04   2.193e-04    2.193e-04  
  -16.2   2.136e-04   2.011e-04    2.011e-04  
  -16.3   1.964e-04   1.844e-04    1.843e-04  
  -16.4   1.805e-04   1.689e-04    1.688e-04  
  -16.5   1.659e-04   1.547e-04    1.546e-04  
  -16.6   1.523e-04   1.416e-04    1.415e-04  
  -16.7   1.399e-04   1.295e-04    1.294e-04  
  -16.8   1.283e-04   1.184e-04    1.183e-04  
  -16.9   1.177e-04   1.081e-04    1.080e-04  
  -17.0   1.079e-04   9.862e-05    9.855e-05  
  -17.1   9.881e-05   8.989e-05    8.982e-05  
  -17.2   9.043e-05   8.185e-05    8.179e-05  
  -17.3   8.270e-05   7.444e-05    7.438e-05  
  -17.4   7.555e-05   6.761e-05    6.756e-05  
  -17.5   6.896e-05   6.132e-05    6.127e-05  
  -17.6   6.287e-05   5.552e-05    5.548e-05  
  -17.7   5.725e-05   5.018e-05    5.015e-05  
  -17.8   5.206e-05   4.527e-05    4.524e-05  
  -17.9   4.727e-05   4.074e-05    4.073e-05  
  -18.0   4.285e-05   3.658e-05    3.657e-05  
  -18.1   3.877e-05   3.276e-05    3.276e-05  
  -18.2   3.502e-05   2.925e-05    2.926e-05  
  -18.3   3.155e-05   2.604e-05    2.604e-05  
  -18.4   2.837e-05   2.310e-05    2.310e-05  
  -18.5   2.544e-05   2.041e-05    2.042e-05  
  -18.6   2.274e-05   1.796e-05    1.797e-05  
  -18.7   2.027e-05   1.574e-05    1.574e-05  
  -18.8   1.801e-05   1.373e-05    1.372e-05  
  -18.9   1.594e-05   1.192e-05    1.190e-05  
  -19.0   1.406e-05   1.029e-05    1.026e-05  
  -19.1   1.235e-05   8.832e-06    8.792e-06  
  -19.2   1.079e-05   7.538e-06    7.487e-06  
  -19.3   9.393e-06   6.393e-06    6.332e-06  
  -19.4   8.133e-06   5.387e-06    5.317e-06  
  -19.5   7.005e-06   4.509e-06    4.430e-06  
  -19.6   6.000e-06   3.747e-06    3.662e-06  
  -19.7   5.109e-06   3.091e-06    3.002e-06  
  -19.8   4.325e-06   2.530e-06    2.440e-06  
  -19.9   3.637e-06   2.055e-06    1.965e-06  
  -20.0   3.039e-06   1.655e-06    1.567e-06  
  -20.1   2.523e-06   1.322e-06    1.238e-06  
  -20.2   2.079e-06   1.046e-06    9.678e-07  
  -20.3   1.701e-06   8.207e-07    7.488e-07  
  -20.4   1.382e-06   6.378e-07    5.732e-07  
  -20.5   1.114e-06   4.908e-07    4.338e-07  
  -20.6   8.911e-07   3.740e-07    3.246e-07  
  -20.7   7.073e-07   2.820e-07    2.401e-07  
  -20.8   5.570e-07   2.105e-07    1.754e-07  
  -20.9   4.351e-07   1.554e-07    1.266e-07  
  -21.0   3.371e-07   1.134e-07    9.019e-08  
  -21.1   2.590e-07   8.184e-08    6.344e-08  
  -21.2   1.974e-07   5.837e-08    4.404e-08  
  -21.3   1.492e-07   4.114e-08    3.016e-08  
  -21.4   1.118e-07   2.864e-08    2.038e-08  
  -21.5   8.306e-08   1.969e-08    1.358e-08  
  -21.6   6.120e-08   1.336e-08    8.917e-09  
  -21.7   4.472e-08   8.951e-09    5.773e-09  
  -21.8   3.240e-08   5.918e-09    3.684e-09  
  -21.9   2.327e-08   3.861e-09    2.316e-09  
  -22.0   1.658e-08   2.484e-09    1.435e-09  
  -22.1   1.171e-08   1.577e-09    8.753e-10  
  -22.2   8.206e-09   9.868e-10    5.259e-10  
  -22.3   5.701e-09   6.089e-10    3.112e-10  
  -22.4   3.928e-09   3.704e-10    1.813e-10  
  -22.5   2.685e-09   2.221e-10    1.040e-10  
  -22.6   1.820e-09   1.312e-10    5.870e-11  
  -22.7   1.223e-09   7.642e-11    3.262e-11  
  -22.8   8.159e-10   4.384e-11    1.784e-11  
  -22.9   5.398e-10   2.478e-11    9.600e-12  
  -23.0   3.542e-10   1.380e-11    5.084e-12  
  -23.1   2.306e-10   7.565e-12    2.649e-12  
  -23.2   1.490e-10   4.086e-12    1.358e-12  
  -23.3   9.548e-11   2.173e-12    6.849e-13  
  -23.4   6.071e-11   1.138e-12    3.398e-13  
  -23.5   3.830e-11   5.868e-13    1.658e-13  
  -23.6   2.397e-11   2.979e-13    7.960e-14  
  -23.7   1.489e-11   1.489e-13    3.759e-14  
  -23.8   9.176e-12   7.323e-14    1.745e-14  
  -23.9   5.611e-12   3.546e-14    7.972e-15  
  -24.0   3.404e-12   1.690e-14    3.580e-15  
  -24.1   2.049e-12   7.926e-15    1.581e-15  
  -24.2   1.223e-12   3.658e-15    6.869e-16  
  -24.3   7.248e-13   1.661e-15    2.934e-16  
  -24.4   4.260e-13   7.425e-16    1.232e-16  
  -24.5   2.484e-13   3.265e-16    5.088e-17  
  -24.6   1.436e-13   1.412e-16    2.066e-17  
  -24.7   8.237e-14   6.011e-17    8.248e-18  
  -24.8   4.685e-14   2.517e-17    3.237e-18  
  -24.9   2.642e-14   1.037e-17    1.249e-18  
  -25.0   1.478e-14   4.200e-18    4.739e-19  
  -25.1   8.191e-15   1.674e-18    1.768e-19  
  -25.2   4.500e-15   6.560e-19    6.481e-20  
  -25.3   2.451e-15   2.529e-19    2.336e-20  
  -25.4   1.322e-15   9.589e-20    8.278e-21  
  -25.5   7.066e-16   3.576e-20    2.884e-21  
  -25.6   3.740e-16   1.311e-20    9.874e-22  
  -25.7   1.960e-16   4.728e-21    3.323e-22  
  -25.8   1.017e-16   1.677e-21    1.100e-22  
  -25.9   5.223e-17   5.847e-22    3.576e-23  
  -26.0   2.654e-17   2.005e-22    1.143e-23  
  -26.1   1.334e-17   6.760e-23    3.592e-24  
  -26.2   6.631e-18   2.241e-23    1.109e-24  
  -26.3   3.259e-18   7.304e-24    3.367e-25  
  -26.4   1.583e-18   2.341e-24    1.005e-25  
  -26.5   7.600e-19   7.376e-25    2.946e-26  
  -26.6   3.604e-19   2.285e-25    8.492e-27  
  -26.7   1.688e-19   6.958e-26    2.406e-27  
  -26.8   7.807e-20   2.083e-26    6.698e-28  
  -26.9   3.564e-20   6.132e-27    1.833e-28  
  -27.0   1.606e-20   1.774e-27    4.929e-29  
  -27.1   7.138e-21   5.047e-28    1.303e-29  
  -27.2   3.130e-21   1.411e-28    3.385e-30  
  -27.3   1.354e-21   3.879e-29    8.641e-31  
  -27.4   5.773e-22   1.048e-29    2.168e-31  
  -27.5   2.427e-22   2.784e-30    5.346e-32  
  -27.6   1.006e-22   7.269e-31    1.296e-32  
  -27.7   4.106e-23   1.865e-31    3.086e-33  
  -27.8   1.652e-23   4.705e-32    7.222e-34  
  -27.9   6.549e-24   1.167e-32    1.661e-34  
  -28.0   2.557e-24   2.843e-33    3.755e-35  
