# z=23.5: redshift
# eps=0.3: maximum star formation efficiency for FFB
# -----
# MUV, Phi=dN/dMUV [cMpc^-3 Mag^-1]
#   [none, disc, shell], extinction models: no dust, disc mode, or shell mode
#     extinction for shell mode is stronger that for disc mode, see details in Li, Dekel+23
    MUV   Phi[none]   Phi[disc]   Phi[shell]  
  -14.0   1.227e-05   1.206e-05    1.205e-05  
  -14.1   1.118e-05   1.098e-05    1.097e-05  
  -14.2   1.017e-05   9.982e-06    9.970e-06  
  -14.3   9.251e-06   9.065e-06    9.054e-06  
  -14.4   8.402e-06   8.221e-06    8.211e-06  
  -14.5   7.620e-06   7.444e-06    7.435e-06  
  -14.6   6.902e-06   6.731e-06    6.722e-06  
  -14.7   6.241e-06   6.074e-06    6.067e-06  
  -14.8   5.635e-06   5.472e-06    5.465e-06  
  -14.9   5.077e-06   4.918e-06    4.913e-06  
  -15.0   4.566e-06   4.410e-06    4.407e-06  
  -15.1   4.098e-06   3.945e-06    3.943e-06  
  -15.2   3.669e-06   3.519e-06    3.518e-06  
  -15.3   3.277e-06   3.129e-06    3.130e-06  
  -15.4   2.918e-06   2.774e-06    2.775e-06  
  -15.5   2.591e-06   2.450e-06    2.453e-06  
  -15.6   2.293e-06   2.155e-06    2.159e-06  
  -15.7   2.023e-06   1.888e-06    1.893e-06  
  -15.8   1.778e-06   1.647e-06    1.653e-06  
  -15.9   1.556e-06   1.429e-06    1.436e-06  
  -16.0   1.357e-06   1.234e-06    1.242e-06  
  -16.1   1.177e-06   1.060e-06    1.068e-06  
  -16.2   1.017e-06   9.052e-07    9.134e-07  
  -16.3   8.738e-07   7.682e-07    7.765e-07  
  -16.4   7.469e-07   6.478e-07    6.560e-07  
  -16.5   6.350e-07   5.425e-07    5.505e-07  
  -16.6   5.367e-07   4.511e-07    4.588e-07  
  -16.7   4.509e-07   3.724e-07    3.795e-07  
  -16.8   3.764e-07   3.051e-07    3.117e-07  
  -16.9   3.122e-07   2.479e-07    2.539e-07  
  -17.0   2.572e-07   1.998e-07    2.052e-07  
  -17.1   2.104e-07   1.597e-07    1.644e-07  
  -17.2   1.709e-07   1.265e-07    1.306e-07  
  -17.3   1.378e-07   9.933e-08    1.028e-07  
  -17.4   1.103e-07   7.727e-08    8.020e-08  
  -17.5   8.757e-08   5.954e-08    6.197e-08  
  -17.6   6.900e-08   4.544e-08    4.742e-08  
  -17.7   5.393e-08   3.434e-08    3.593e-08  
  -17.8   4.182e-08   2.569e-08    2.695e-08  
  -17.9   3.216e-08   1.902e-08    2.001e-08  
  -18.0   2.453e-08   1.394e-08    1.470e-08  
  -18.1   1.855e-08   1.011e-08    1.068e-08  
  -18.2   1.391e-08   7.254e-09    7.678e-09  
  -18.3   1.035e-08   5.149e-09    5.459e-09  
  -18.4   7.628e-09   3.614e-09    3.837e-09  
  -18.5   5.576e-09   2.509e-09    2.666e-09  
  -18.6   4.041e-09   1.722e-09    1.832e-09  
  -18.7   2.904e-09   1.168e-09    1.243e-09  
  -18.8   2.069e-09   7.838e-10    8.340e-10  
  -18.9   1.461e-09   5.197e-10    5.527e-10  
  -19.0   1.023e-09   3.405e-10    3.618e-10  
  -19.1   7.103e-10   2.204e-10    2.339e-10  
  -19.2   4.890e-10   1.410e-10    1.493e-10  
  -19.3   3.338e-10   8.911e-11    9.411e-11  
  -19.4   2.259e-10   5.562e-11    5.856e-11  
  -19.5   1.516e-10   3.429e-11    3.596e-11  
  -19.6   1.009e-10   2.087e-11    2.180e-11  
  -19.7   6.662e-11   1.255e-11    1.303e-11  
  -19.8   4.361e-11   7.445e-12    7.691e-12  
  -19.9   2.832e-11   4.361e-12    4.476e-12  
  -20.0   1.824e-11   2.521e-12    2.569e-12  
  -20.1   1.165e-11   1.438e-12    1.454e-12  
  -20.2   7.379e-12   8.096e-13    8.118e-13  
  -20.3   4.637e-12   4.497e-13    4.467e-13  
  -20.4   2.890e-12   2.464e-13    2.423e-13  
