# z=13.0: redshift
# eps=0.2: maximum star formation efficiency for FFB
# -----
# MUV, Phi=dN/dMUV [cMpc^-3 Mag^-1]
#   [none, disc, shell], extinction models: no dust, disc mode, or shell mode
#     extinction for shell mode is stronger that for disc mode, see details in Li, Dekel+23
    MUV   Phi[none]   Phi[disc]   Phi[shell]  
  -12.0   4.480e-02   4.440e-02    4.440e-02  
  -12.1   4.099e-02   4.060e-02    4.060e-02  
  -12.2   3.749e-02   3.711e-02    3.711e-02  
  -12.3   3.427e-02   3.391e-02    3.391e-02  
  -12.4   3.133e-02   3.098e-02    3.098e-02  
  -12.5   2.862e-02   2.829e-02    2.829e-02  
  -12.6   2.615e-02   2.582e-02    2.582e-02  
  -12.7   2.388e-02   2.356e-02    2.356e-02  
  -12.8   2.180e-02   2.150e-02    2.150e-02  
  -12.9   1.989e-02   1.960e-02    1.960e-02  
  -13.0   1.815e-02   1.787e-02    1.787e-02  
  -13.1   1.656e-02   1.629e-02    1.629e-02  
  -13.2   1.510e-02   1.484e-02    1.484e-02  
  -13.3   1.377e-02   1.352e-02    1.352e-02  
  -13.4   1.255e-02   1.231e-02    1.231e-02  
  -13.5   1.144e-02   1.121e-02    1.121e-02  
  -13.6   1.042e-02   1.020e-02    1.020e-02  
  -13.7   9.492e-03   9.282e-03    9.283e-03  
  -13.8   8.646e-03   8.445e-03    8.445e-03  
  -13.9   7.875e-03   7.681e-03    7.682e-03  
  -14.0   7.171e-03   6.986e-03    6.986e-03  
  -14.1   6.529e-03   6.352e-03    6.352e-03  
  -14.2   5.945e-03   5.774e-03    5.775e-03  
  -14.3   5.412e-03   5.249e-03    5.249e-03  
  -14.4   4.926e-03   4.770e-03    4.771e-03  
  -14.5   4.484e-03   4.335e-03    4.335e-03  
  -14.6   4.082e-03   3.939e-03    3.939e-03  
  -14.7   3.715e-03   3.578e-03    3.579e-03  
  -14.8   3.381e-03   3.251e-03    3.251e-03  
  -14.9   3.078e-03   2.953e-03    2.953e-03  
  -15.0   2.801e-03   2.682e-03    2.683e-03  
  -15.1   2.550e-03   2.436e-03    2.436e-03  
  -15.2   2.321e-03   2.212e-03    2.213e-03  
  -15.3   2.113e-03   2.009e-03    2.009e-03  
  -15.4   1.923e-03   1.824e-03    1.825e-03  
  -15.5   1.751e-03   1.656e-03    1.657e-03  
  -15.6   1.594e-03   1.504e-03    1.505e-03  
  -15.7   1.451e-03   1.365e-03    1.366e-03  
  -15.8   1.322e-03   1.239e-03    1.240e-03  
  -15.9   1.204e-03   1.125e-03    1.126e-03  
  -16.0   1.096e-03   1.021e-03    1.022e-03  
  -16.1   9.984e-04   9.269e-04    9.279e-04  
  -16.2   9.094e-04   8.412e-04    8.423e-04  
  -16.3   8.284e-04   7.634e-04    7.645e-04  
  -16.4   7.546e-04   6.926e-04    6.938e-04  
  -16.5   6.874e-04   6.284e-04    6.296e-04  
  -16.6   6.263e-04   5.700e-04    5.712e-04  
  -16.7   5.706e-04   5.170e-04    5.182e-04  
  -16.8   5.198e-04   4.688e-04    4.700e-04  
  -16.9   4.735e-04   4.249e-04    4.262e-04  
  -17.0   4.314e-04   3.851e-04    3.864e-04  
  -17.1   3.929e-04   3.489e-04    3.502e-04  
  -17.2   3.579e-04   3.160e-04    3.173e-04  
  -17.3   3.259e-04   2.860e-04    2.873e-04  
  -17.4   2.967e-04   2.588e-04    2.601e-04  
  -17.5   2.701e-04   2.340e-04    2.353e-04  
  -17.6   2.457e-04   2.115e-04    2.127e-04  
  -17.7   2.235e-04   1.910e-04    1.921e-04  
  -17.8   2.032e-04   1.724e-04    1.734e-04  
  -17.9   1.847e-04   1.554e-04    1.563e-04  
  -18.0   1.678e-04   1.400e-04    1.407e-04  
  -18.1   1.523e-04   1.259e-04    1.265e-04  
  -18.2   1.381e-04   1.131e-04    1.135e-04  
  -18.3   1.251e-04   1.015e-04    1.017e-04  
  -18.4   1.133e-04   9.090e-05    9.083e-05  
  -18.5   1.024e-04   8.127e-05    8.093e-05  
  -18.6   9.249e-05   7.251e-05    7.187e-05  
  -18.7   8.340e-05   6.455e-05    6.360e-05  
  -18.8   7.508e-05   5.731e-05    5.605e-05  
  -18.9   6.747e-05   5.074e-05    4.917e-05  
  -19.0   6.051e-05   4.479e-05    4.292e-05  
  -19.1   5.414e-05   3.939e-05    3.724e-05  
  -19.2   4.832e-05   3.452e-05    3.212e-05  
  -19.3   4.301e-05   3.012e-05    2.751e-05  
  -19.4   3.817e-05   2.616e-05    2.339e-05  
  -19.5   3.377e-05   2.261e-05    1.974e-05  
  -19.6   2.976e-05   1.944e-05    1.651e-05  
  -19.7   2.613e-05   1.661e-05    1.369e-05  
  -19.8   2.284e-05   1.411e-05    1.124e-05  
  -19.9   1.988e-05   1.191e-05    9.137e-06  
  -20.0   1.722e-05   9.976e-06    7.352e-06  
  -20.1   1.484e-05   8.295e-06    5.852e-06  
  -20.2   1.271e-05   6.844e-06    4.607e-06  
  -20.3   1.083e-05   5.599e-06    3.585e-06  
  -20.4   9.167e-06   4.541e-06    2.757e-06  
  -20.5   7.710e-06   3.649e-06    2.095e-06  
  -20.6   6.440e-06   2.905e-06    1.573e-06  
  -20.7   5.341e-06   2.290e-06    1.166e-06  
  -20.8   4.397e-06   1.786e-06    8.536e-07  
  -20.9   3.591e-06   1.379e-06    6.170e-07  
  -21.0   2.910e-06   1.053e-06    4.404e-07  
  -21.1   2.339e-06   7.946e-07    3.103e-07  
  -21.2   1.863e-06   5.928e-07    2.158e-07  
  -21.3   1.472e-06   4.371e-07    1.482e-07  
  -21.4   1.152e-06   3.183e-07    1.005e-07  
  -21.5   8.939e-07   2.289e-07    6.723e-08  
  -21.6   6.870e-07   1.625e-07    4.441e-08  
  -21.7   5.231e-07   1.139e-07    2.896e-08  
  -21.8   3.945e-07   7.873e-08    1.864e-08  
  -21.9   2.947e-07   5.369e-08    1.185e-08  
  -22.0   2.180e-07   3.611e-08    7.428e-09  
  -22.1   1.597e-07   2.395e-08    4.598e-09  
  -22.2   1.158e-07   1.566e-08    2.808e-09  
  -22.3   8.321e-08   1.009e-08    1.693e-09  
  -22.4   5.919e-08   6.409e-09    1.007e-09  
  -22.5   4.169e-08   4.011e-09    5.905e-10  
  -22.6   2.908e-08   2.473e-09    3.418e-10  
