# z=12.0: redshift
# eps=0.4: maximum star formation efficiency for FFB
# -----
# MUV, Phi=dN/dMUV [cMpc^-3 Mag^-1]
#   [none, disc, shell], extinction models: no dust, disc mode, or shell mode
#     extinction for shell mode is stronger that for disc mode, see details in Li, Dekel+23
    MUV   Phi[none]   Phi[disc]   Phi[shell]  
  -12.0   6.765e-02   6.706e-02    6.706e-02  
  -12.1   6.215e-02   6.158e-02    6.158e-02  
  -12.2   5.709e-02   5.653e-02    5.653e-02  
  -12.3   5.243e-02   5.189e-02    5.189e-02  
  -12.4   4.814e-02   4.762e-02    4.762e-02  
  -12.5   4.419e-02   4.368e-02    4.368e-02  
  -12.6   4.056e-02   4.007e-02    4.007e-02  
  -12.7   3.722e-02   3.675e-02    3.675e-02  
  -12.8   3.415e-02   3.370e-02    3.370e-02  
  -12.9   3.133e-02   3.089e-02    3.089e-02  
  -13.0   2.874e-02   2.832e-02    2.832e-02  
  -13.1   2.636e-02   2.595e-02    2.595e-02  
  -13.2   2.418e-02   2.378e-02    2.378e-02  
  -13.3   2.218e-02   2.179e-02    2.179e-02  
  -13.4   2.034e-02   1.997e-02    1.997e-02  
  -13.5   1.865e-02   1.829e-02    1.829e-02  
  -13.6   1.710e-02   1.676e-02    1.676e-02  
  -13.7   1.568e-02   1.535e-02    1.535e-02  
  -13.8   1.438e-02   1.406e-02    1.406e-02  
  -13.9   1.318e-02   1.288e-02    1.288e-02  
  -14.0   1.209e-02   1.179e-02    1.179e-02  
  -14.1   1.109e-02   1.080e-02    1.080e-02  
  -14.2   1.017e-02   9.891e-03    9.892e-03  
  -14.3   9.325e-03   9.059e-03    9.059e-03  
  -14.4   8.553e-03   8.297e-03    8.297e-03  
  -14.5   7.845e-03   7.599e-03    7.599e-03  
  -14.6   7.197e-03   6.960e-03    6.960e-03  
  -14.7   6.603e-03   6.375e-03    6.375e-03  
  -14.8   6.059e-03   5.839e-03    5.840e-03  
  -14.9   5.561e-03   5.349e-03    5.349e-03  
  -15.0   5.104e-03   4.900e-03    4.900e-03  
  -15.1   4.685e-03   4.489e-03    4.489e-03  
  -15.2   4.301e-03   4.112e-03    4.113e-03  
  -15.3   3.950e-03   3.768e-03    3.768e-03  
  -15.4   3.627e-03   3.452e-03    3.453e-03  
  -15.5   3.332e-03   3.163e-03    3.164e-03  
  -15.6   3.061e-03   2.899e-03    2.899e-03  
  -15.7   2.812e-03   2.656e-03    2.657e-03  
  -15.8   2.585e-03   2.434e-03    2.435e-03  
  -15.9   2.376e-03   2.231e-03    2.231e-03  
  -16.0   2.184e-03   2.044e-03    2.045e-03  
  -16.1   2.008e-03   1.873e-03    1.874e-03  
  -16.2   1.846e-03   1.717e-03    1.718e-03  
  -16.3   1.698e-03   1.574e-03    1.574e-03  
  -16.4   1.562e-03   1.442e-03    1.443e-03  
  -16.5   1.437e-03   1.321e-03    1.322e-03  
  -16.6   1.322e-03   1.211e-03    1.212e-03  
  -16.7   1.216e-03   1.109e-03    1.111e-03  
  -16.8   1.119e-03   1.016e-03    1.018e-03  
  -16.9   1.030e-03   9.311e-04    9.324e-04  
  -17.0   9.480e-04   8.528e-04    8.542e-04  
  -17.1   8.725e-04   7.810e-04    7.824e-04  
  -17.2   8.032e-04   7.151e-04    7.166e-04  
  -17.3   7.393e-04   6.546e-04    6.562e-04  
  -17.4   6.806e-04   5.991e-04    6.007e-04  
  -17.5   6.265e-04   5.482e-04    5.499e-04  
  -17.6   5.767e-04   5.014e-04    5.032e-04  
  -17.7   5.308e-04   4.585e-04    4.603e-04  
  -17.8   4.885e-04   4.191e-04    4.210e-04  
  -17.9   4.496e-04   3.829e-04    3.849e-04  
  -18.0   4.137e-04   3.497e-04    3.517e-04  
  -18.1   3.806e-04   3.192e-04    3.213e-04  
  -18.2   3.501e-04   2.912e-04    2.934e-04  
  -18.3   3.220e-04   2.656e-04    2.677e-04  
  -18.4   2.961e-04   2.420e-04    2.441e-04  
  -18.5   2.721e-04   2.203e-04    2.224e-04  
  -18.6   2.500e-04   2.005e-04    2.025e-04  
  -18.7   2.296e-04   1.822e-04    1.842e-04  
  -18.8   2.107e-04   1.655e-04    1.673e-04  
  -18.9   1.933e-04   1.501e-04    1.518e-04  
  -19.0   1.772e-04   1.360e-04    1.374e-04  
  -19.1   1.624e-04   1.231e-04    1.242e-04  
  -19.2   1.486e-04   1.112e-04    1.120e-04  
  -19.3   1.359e-04   1.003e-04    1.008e-04  
  -19.4   1.242e-04   9.034e-05    9.037e-05  
  -19.5   1.133e-04   8.119e-05    8.078e-05  
  -19.6   1.033e-04   7.281e-05    7.192e-05  
  -19.7   9.399e-05   6.514e-05    6.375e-05  
  -19.8   8.540e-05   5.812e-05    5.624e-05  
  -19.9   7.745e-05   5.171e-05    4.935e-05  
  -20.0   7.011e-05   4.586e-05    4.305e-05  
  -20.1   6.332e-05   4.053e-05    3.731e-05  
  -20.2   5.706e-05   3.569e-05    3.212e-05  
  -20.3   5.128e-05   3.129e-05    2.744e-05  
  -20.4   4.596e-05   2.731e-05    2.326e-05  
  -20.5   4.107e-05   2.372e-05    1.955e-05  
  -20.6   3.657e-05   2.050e-05    1.629e-05  
  -20.7   3.245e-05   1.761e-05    1.345e-05  
  -20.8   2.869e-05   1.504e-05    1.099e-05  
  -20.9   2.525e-05   1.276e-05    8.900e-06  
  -21.0   2.213e-05   1.075e-05    7.132e-06  
  -21.1   1.931e-05   8.998e-06    5.655e-06  
  -21.2   1.676e-05   7.470e-06    4.436e-06  
  -21.3   1.447e-05   6.151e-06    3.442e-06  
  -21.4   1.242e-05   5.022e-06    2.641e-06  
  -21.5   1.060e-05   4.064e-06    2.005e-06  
  -21.6   8.995e-06   3.258e-06    1.504e-06  
  -21.7   7.580e-06   2.586e-06    1.116e-06  
  -21.8   6.345e-06   2.033e-06    8.189e-07  
  -21.9   5.274e-06   1.581e-06    5.940e-07  
  -22.0   4.352e-06   1.216e-06    4.260e-07  
  -22.1   3.563e-06   9.250e-07    3.021e-07  
  -22.2   2.895e-06   6.955e-07    2.118e-07  
  -22.3   2.333e-06   5.168e-07    1.468e-07  
  -22.4   1.864e-06   3.794e-07    1.006e-07  
  -22.5   1.477e-06   2.750e-07    6.812e-08  
  -22.6   1.160e-06   1.969e-07    4.561e-08  
  -22.7   9.031e-07   1.391e-07    3.018e-08  
  -22.8   6.966e-07   9.701e-08    1.974e-08  
  -22.9   5.323e-07   6.676e-08    1.276e-08  
  -23.0   4.029e-07   4.533e-08    8.146e-09  
  -23.1   3.020e-07   3.036e-08    5.139e-09  
  -23.2   2.242e-07   2.005e-08    3.202e-09  
  -23.3   1.648e-07   1.307e-08    1.971e-09  
  -23.4   1.200e-07   8.394e-09    1.198e-09  
  -23.5   8.648e-08   5.318e-09    7.189e-10  
  -23.6   6.171e-08   3.322e-09    4.260e-10  
  -23.7   4.359e-08   2.046e-09    2.493e-10  
  -23.8   3.049e-08   1.243e-09    1.440e-10  
  -23.9   2.111e-08   7.440e-10    8.215e-11  
  -24.0   1.447e-08   4.392e-10    4.626e-11  
  -24.1   9.826e-09   2.556e-10    2.572e-11  
  -24.2   6.605e-09   1.467e-10    1.411e-11  
  -24.3   4.397e-09   8.296e-11    7.648e-12  
  -24.4   2.899e-09   4.627e-11    4.092e-12  
  -24.5   1.894e-09   2.544e-11    2.161e-12  
  -24.6   1.225e-09   1.380e-11    1.127e-12  
  -24.7   7.857e-10   7.375e-12    5.802e-13  
  -24.8   4.993e-10   3.888e-12    2.949e-13  
  -24.9   3.145e-10   2.021e-12    1.480e-13  
  -25.0   1.964e-10   1.036e-12    7.336e-14  
  -25.1   1.216e-10   5.236e-13    3.590e-14  
  -25.2   7.465e-11   2.610e-13    1.734e-14  
  -25.3   4.546e-11   1.283e-13    8.276e-15  
  -25.4   2.746e-11   6.223e-14    3.899e-15  
  -25.5   1.646e-11   2.977e-14    1.814e-15  
  -25.6   9.790e-12   1.405e-14    8.336e-16  
  -25.7   5.777e-12   6.538e-15    3.783e-16  
  -25.8   3.383e-12   3.002e-15    1.695e-16  
  -25.9   1.966e-12   1.360e-15    7.502e-17  
  -26.0   1.134e-12   6.081e-16    3.279e-17  
  -26.1   6.492e-13   2.682e-16    1.416e-17  
  -26.2   3.688e-13   1.168e-16    6.036e-18  
  -26.3   2.079e-13   5.016e-17    2.542e-18  
  -26.4   1.163e-13   2.127e-17    1.057e-18  
  -26.5   6.452e-14   8.901e-18    4.345e-19  
  -26.6   3.552e-14   3.677e-18    1.763e-19  
  -26.7   1.939e-14   1.499e-18    7.069e-20  
  -26.8   1.050e-14   6.037e-19    2.799e-20  
  -26.9   5.640e-15   2.400e-19    1.095e-20  
  -27.0   3.003e-15   9.417e-20    4.231e-21  
  -27.1   1.585e-15   3.649e-20    1.615e-21  
  -27.2   8.293e-16   1.396e-20    6.091e-22  
  -27.3   4.300e-16   5.277e-21    2.269e-22  
  -27.4   2.209e-16   1.969e-21    8.351e-23  
  -27.5   1.124e-16   7.258e-22    3.037e-23  
  -27.6   5.664e-17   2.642e-22    1.091e-23  
  -27.7   2.827e-17   9.501e-23    3.871e-24  
  -27.8   1.397e-17   3.375e-23    1.357e-24  
  -27.9   6.832e-18   1.184e-23    4.702e-25  
  -28.0   3.307e-18   4.104e-24    1.609e-25  
