# z=16.0: redshift
# eps=0.7: maximum star formation efficiency for FFB
# -----
# MUV, Phi=dN/dMUV [cMpc^-3 Mag^-1]
#   [none, disc, shell], extinction models: no dust, disc mode, or shell mode
#     extinction for shell mode is stronger that for disc mode, see details in Li, Dekel+23
    MUV   Phi[none]   Phi[disc]   Phi[shell]  
  -14.0   3.444e-03   3.358e-03    3.358e-03  
  -14.1   3.121e-03   3.039e-03    3.039e-03  
  -14.2   2.829e-03   2.751e-03    2.751e-03  
  -14.3   2.565e-03   2.491e-03    2.491e-03  
  -14.4   2.326e-03   2.256e-03    2.256e-03  
  -14.5   2.110e-03   2.043e-03    2.044e-03  
  -14.6   1.915e-03   1.852e-03    1.852e-03  
  -14.7   1.739e-03   1.678e-03    1.679e-03  
  -14.8   1.579e-03   1.522e-03    1.522e-03  
  -14.9   1.435e-03   1.381e-03    1.381e-03  
  -15.0   1.305e-03   1.253e-03    1.253e-03  
  -15.1   1.187e-03   1.138e-03    1.138e-03  
  -15.2   1.080e-03   1.034e-03    1.034e-03  
  -15.3   9.837e-04   9.394e-04    9.396e-04  
  -15.4   8.963e-04   8.542e-04    8.544e-04  
  -15.5   8.172e-04   7.772e-04    7.773e-04  
  -15.6   7.454e-04   7.074e-04    7.076e-04  
  -15.7   6.803e-04   6.442e-04    6.443e-04  
  -15.8   6.213e-04   5.868e-04    5.870e-04  
  -15.9   5.676e-04   5.348e-04    5.350e-04  
  -16.0   5.188e-04   4.876e-04    4.877e-04  
  -16.1   4.745e-04   4.447e-04    4.448e-04  
  -16.2   4.340e-04   4.056e-04    4.057e-04  
  -16.3   3.972e-04   3.701e-04    3.702e-04  
  -16.4   3.636e-04   3.377e-04    3.378e-04  
  -16.5   3.330e-04   3.082e-04    3.083e-04  
  -16.6   3.049e-04   2.813e-04    2.814e-04  
  -16.7   2.793e-04   2.567e-04    2.568e-04  
  -16.8   2.559e-04   2.343e-04    2.344e-04  
  -16.9   2.344e-04   2.137e-04    2.138e-04  
  -17.0   2.147e-04   1.950e-04    1.950e-04  
  -17.1   1.966e-04   1.778e-04    1.778e-04  
  -17.2   1.801e-04   1.620e-04    1.621e-04  
  -17.3   1.648e-04   1.476e-04    1.476e-04  
  -17.4   1.509e-04   1.343e-04    1.344e-04  
  -17.5   1.380e-04   1.222e-04    1.222e-04  
  -17.6   1.262e-04   1.110e-04    1.111e-04  
  -17.7   1.153e-04   1.008e-04    1.008e-04  
  -17.8   1.052e-04   9.136e-05    9.138e-05  
  -17.9   9.599e-05   8.271e-05    8.273e-05  
  -18.0   8.747e-05   7.476e-05    7.476e-05  
  -18.1   7.962e-05   6.745e-05    6.744e-05  
  -18.2   7.237e-05   6.073e-05    6.071e-05  
  -18.3   6.569e-05   5.456e-05    5.451e-05  
  -18.4   5.953e-05   4.889e-05    4.882e-05  
  -18.5   5.385e-05   4.368e-05    4.359e-05  
  -18.6   4.861e-05   3.891e-05    3.879e-05  
  -18.7   4.378e-05   3.454e-05    3.438e-05  
  -18.8   3.933e-05   3.054e-05    3.035e-05  
  -18.9   3.524e-05   2.690e-05    2.667e-05  
  -19.0   3.148e-05   2.358e-05    2.332e-05  
  -19.1   2.804e-05   2.058e-05    2.028e-05  
  -19.2   2.488e-05   1.786e-05    1.753e-05  
  -19.3   2.199e-05   1.542e-05    1.506e-05  
  -19.4   1.936e-05   1.323e-05    1.285e-05  
  -19.5   1.697e-05   1.128e-05    1.088e-05  
  -19.6   1.480e-05   9.556e-06    9.140e-06  
  -19.7   1.285e-05   8.039e-06    7.617e-06  
  -19.8   1.110e-05   6.713e-06    6.292e-06  
  -19.9   9.529e-06   5.562e-06    5.151e-06  
  -20.0   8.135e-06   4.573e-06    4.177e-06  
  -20.1   6.904e-06   3.727e-06    3.353e-06  
  -20.2   5.821e-06   3.012e-06    2.664e-06  
  -20.3   4.876e-06   2.412e-06    2.094e-06  
  -20.4   4.057e-06   1.914e-06    1.628e-06  
  -20.5   3.352e-06   1.504e-06    1.252e-06  
  -20.6   2.749e-06   1.170e-06    9.510e-07  
  -20.7   2.238e-06   9.009e-07    7.139e-07  
  -20.8   1.808e-06   6.863e-07    5.293e-07  
  -20.9   1.450e-06   5.172e-07    3.876e-07  
  -21.0   1.153e-06   3.853e-07    2.802e-07  
  -21.1   9.096e-07   2.837e-07    1.999e-07  
  -21.2   7.118e-07   2.065e-07    1.407e-07  
  -21.3   5.525e-07   1.484e-07    9.769e-08  
  -21.4   4.252e-07   1.054e-07    6.690e-08  
  -21.5   3.246e-07   7.386e-08    4.517e-08  
  -21.6   2.457e-07   5.110e-08    3.006e-08  
  -21.7   1.844e-07   3.488e-08    1.972e-08  
  -21.8   1.372e-07   2.349e-08    1.275e-08  
  -21.9   1.012e-07   1.560e-08    8.118e-09  
  -22.0   7.406e-08   1.022e-08    5.092e-09  
  -22.1   5.373e-08   6.598e-09    3.146e-09  
  -22.2   3.865e-08   4.200e-09    1.913e-09  
  -22.3   2.757e-08   2.634e-09    1.146e-09  
  -22.4   1.950e-08   1.628e-09    6.755e-10  
  -22.5   1.368e-08   9.915e-10    3.920e-10  
  -22.6   9.516e-09   5.947e-10    2.238e-10  
  -22.7   6.566e-09   3.514e-10    1.258e-10  
  -22.8   4.493e-09   2.045e-10    6.955e-11  
  -22.9   3.050e-09   1.172e-10    3.784e-11  
  -23.0   2.054e-09   6.610e-11    2.025e-11  
  -23.1   1.372e-09   3.672e-11    1.066e-11  
  -23.2   9.090e-10   2.008e-11    5.522e-12  
  -23.3   5.976e-10   1.081e-11    2.813e-12  
  -23.4   3.898e-10   5.727e-12    1.410e-12  
  -23.5   2.523e-10   2.986e-12    6.946e-13  
  -23.6   1.620e-10   1.533e-12    3.366e-13  
  -23.7   1.032e-10   7.740e-13    1.604e-13  
  -23.8   6.525e-11   3.847e-13    7.519e-14  
  -23.9   4.094e-11   1.881e-13    3.465e-14  
  -24.0   2.548e-11   9.050e-14    1.570e-14  
  -24.1   1.574e-11   4.284e-14    6.998e-15  
  -24.2   9.649e-12   1.995e-14    3.066e-15  
  -24.3   5.868e-12   9.140e-15    1.321e-15  
  -24.4   3.541e-12   4.119e-15    5.595e-16  
  -24.5   2.120e-12   1.826e-15    2.330e-16  
  -24.6   1.260e-12   7.962e-16    9.539e-17  
  -24.7   7.423e-13   3.414e-16    3.839e-17  
  -24.8   4.340e-13   1.440e-16    1.519e-17  
  -24.9   2.517e-13   5.975e-17    5.911e-18  
  -25.0   1.448e-13   2.438e-17    2.261e-18  
  -25.1   8.260e-14   9.780e-18    8.499e-19  
  -25.2   4.674e-14   3.859e-18    3.141e-19  
  -25.3   2.622e-14   1.497e-18    1.141e-19  
  -25.4   1.459e-14   5.712e-19    4.076e-20  
  -25.5   8.044e-15   2.143e-19    1.431e-20  
  -25.6   4.397e-15   7.905e-20    4.938e-21  
  -25.7   2.382e-15   2.867e-20    1.675e-21  
  -25.8   1.279e-15   1.022e-20    5.586e-22  
  -25.9   6.802e-16   3.585e-21    1.831e-22  
  -26.0   3.583e-16   1.236e-21    5.898e-23  
  -26.1   1.870e-16   4.188e-22    1.868e-23  
  -26.2   9.659e-17   1.395e-22    5.814e-24  
  -26.3   4.940e-17   4.571e-23    1.779e-24  
  -26.4   2.500e-17   1.472e-23    5.348e-25  
  -26.5   1.252e-17   4.660e-24    1.581e-25  
  -26.6   6.205e-18   1.450e-24    4.592e-26  
  -26.7   3.040e-18   4.437e-25    1.311e-26  
  -26.8   1.473e-18   1.334e-25    3.680e-27  
  -26.9   7.054e-19   3.944e-26    1.015e-27  
  -27.0   3.338e-19   1.146e-26    2.751e-28  
  -27.1   1.561e-19   3.274e-27    7.331e-29  
  -27.2   7.209e-20   9.193e-28    1.920e-29  
  -27.3   3.288e-20   2.537e-28    4.941e-30  
  -27.4   1.480e-20   6.883e-29    1.250e-30  
  -27.5   6.579e-21   1.835e-29    3.107e-31  
  -27.6   2.885e-21   4.810e-30    7.591e-32  
  -27.7   1.248e-21   1.239e-30    1.823e-32  
  -27.8   5.328e-22   3.137e-31    4.302e-33  
  -27.9   2.242e-22   7.807e-32    9.979e-34  
  -28.0   9.304e-23   1.909e-32    2.275e-34  
