# z=15.5: redshift
# eps=0.4: maximum star formation efficiency for FFB
# -----
# MUV, Phi=dN/dMUV [cMpc^-3 Mag^-1]
#   [none, disc, shell], extinction models: no dust, disc mode, or shell mode
#     extinction for shell mode is stronger that for disc mode, see details in Li, Dekel+23
    MUV   Phi[none]   Phi[disc]   Phi[shell]  
  -12.0   2.432e-02   2.411e-02    2.411e-02  
  -12.1   2.219e-02   2.198e-02    2.198e-02  
  -12.2   2.023e-02   2.003e-02    2.003e-02  
  -12.3   1.843e-02   1.825e-02    1.825e-02  
  -12.4   1.679e-02   1.661e-02    1.661e-02  
  -12.5   1.528e-02   1.511e-02    1.511e-02  
  -12.6   1.391e-02   1.374e-02    1.374e-02  
  -12.7   1.265e-02   1.249e-02    1.249e-02  
  -12.8   1.149e-02   1.134e-02    1.134e-02  
  -12.9   1.044e-02   1.029e-02    1.030e-02  
  -13.0   9.484e-03   9.341e-03    9.341e-03  
  -13.1   8.608e-03   8.471e-03    8.471e-03  
  -13.2   7.810e-03   7.679e-03    7.679e-03  
  -13.3   7.082e-03   6.957e-03    6.957e-03  
  -13.4   6.420e-03   6.300e-03    6.300e-03  
  -13.5   5.817e-03   5.702e-03    5.702e-03  
  -13.6   5.269e-03   5.159e-03    5.159e-03  
  -13.7   4.771e-03   4.666e-03    4.666e-03  
  -13.8   4.319e-03   4.218e-03    4.219e-03  
  -13.9   3.908e-03   3.813e-03    3.813e-03  
  -14.0   3.536e-03   3.445e-03    3.445e-03  
  -14.1   3.198e-03   3.111e-03    3.112e-03  
  -14.2   2.893e-03   2.810e-03    2.810e-03  
  -14.3   2.616e-03   2.537e-03    2.537e-03  
  -14.4   2.365e-03   2.290e-03    2.291e-03  
  -14.5   2.139e-03   2.068e-03    2.068e-03  
  -14.6   1.934e-03   1.866e-03    1.867e-03  
  -14.7   1.749e-03   1.685e-03    1.685e-03  
  -14.8   1.582e-03   1.521e-03    1.521e-03  
  -14.9   1.431e-03   1.373e-03    1.374e-03  
  -15.0   1.295e-03   1.240e-03    1.240e-03  
  -15.1   1.172e-03   1.120e-03    1.120e-03  
  -15.2   1.061e-03   1.012e-03    1.012e-03  
  -15.3   9.605e-04   9.142e-04    9.145e-04  
  -15.4   8.702e-04   8.263e-04    8.266e-04  
  -15.5   7.886e-04   7.471e-04    7.474e-04  
  -15.6   7.150e-04   6.757e-04    6.760e-04  
  -15.7   6.486e-04   6.113e-04    6.117e-04  
  -15.8   5.886e-04   5.533e-04    5.536e-04  
  -15.9   5.343e-04   5.010e-04    5.013e-04  
  -16.0   4.853e-04   4.537e-04    4.541e-04  
  -16.1   4.410e-04   4.111e-04    4.114e-04  
  -16.2   4.009e-04   3.726e-04    3.729e-04  
  -16.3   3.646e-04   3.377e-04    3.380e-04  
  -16.4   3.317e-04   3.062e-04    3.065e-04  
  -16.5   3.018e-04   2.777e-04    2.780e-04  
  -16.6   2.747e-04   2.519e-04    2.522e-04  
  -16.7   2.501e-04   2.285e-04    2.287e-04  
  -16.8   2.278e-04   2.072e-04    2.075e-04  
  -16.9   2.074e-04   1.879e-04    1.882e-04  
  -17.0   1.889e-04   1.704e-04    1.706e-04  
  -17.1   1.720e-04   1.545e-04    1.547e-04  
  -17.2   1.566e-04   1.399e-04    1.401e-04  
  -17.3   1.426e-04   1.267e-04    1.269e-04  
  -17.4   1.297e-04   1.147e-04    1.148e-04  
  -17.5   1.180e-04   1.037e-04    1.038e-04  
  -17.6   1.072e-04   9.360e-05    9.369e-05  
  -17.7   9.737e-05   8.441e-05    8.446e-05  
  -17.8   8.834e-05   7.601e-05    7.602e-05  
  -17.9   8.006e-05   6.833e-05    6.829e-05  
