# z=8.0: redshift
# eps=0.7: maximum star formation efficiency for FFB
# -----
# MUV, Phi=dN/dMUV [cMpc^-3 Mag^-1]
#   [none, disc, shell], extinction models: no dust, disc mode, or shell mode
#     extinction for shell mode is stronger that for disc mode, see details in Li, Dekel+23
    MUV   Phi[none]   Phi[disc]   Phi[shell]  
  -15.0   2.943e-02   2.820e-02    2.820e-02  
  -15.1   2.716e-02   2.596e-02    2.596e-02  
  -15.2   2.505e-02   2.389e-02    2.389e-02  
  -15.3   2.311e-02   2.198e-02    2.198e-02  
  -15.4   2.131e-02   2.022e-02    2.022e-02  
  -15.5   1.965e-02   1.859e-02    1.859e-02  
  -15.6   1.812e-02   1.709e-02    1.709e-02  
  -15.7   1.670e-02   1.571e-02    1.571e-02  
  -15.8   1.540e-02   1.443e-02    1.443e-02  
  -15.9   1.419e-02   1.325e-02    1.325e-02  
  -16.0   1.308e-02   1.217e-02    1.217e-02  
  -16.1   1.205e-02   1.117e-02    1.117e-02  
  -16.2   1.110e-02   1.026e-02    1.026e-02  
  -16.3   1.023e-02   9.410e-03    9.410e-03  
  -16.4   9.422e-03   8.632e-03    8.633e-03  
  -16.5   8.680e-03   7.917e-03    7.918e-03  
  -16.6   7.996e-03   7.259e-03    7.260e-03  
  -16.7   7.366e-03   6.655e-03    6.656e-03  
  -16.8   6.785e-03   6.100e-03    6.100e-03  
  -16.9   6.250e-03   5.589e-03    5.590e-03  
  -17.0   5.758e-03   5.121e-03    5.121e-03  
  -17.1   5.304e-03   4.690e-03    4.691e-03  
  -17.2   4.886e-03   4.295e-03    4.296e-03  
  -17.3   4.502e-03   3.933e-03    3.934e-03  
  -17.4   4.148e-03   3.600e-03    3.601e-03  
  -17.5   3.822e-03   3.295e-03    3.297e-03  
  -17.6   3.522e-03   3.016e-03    3.017e-03  
  -17.7   3.246e-03   2.759e-03    2.760e-03  
  -17.8   2.992e-03   2.524e-03    2.525e-03  
  -17.9   2.758e-03   2.308e-03    2.310e-03  
  -18.0   2.543e-03   2.111e-03    2.113e-03  
  -18.1   2.345e-03   1.930e-03    1.932e-03  
  -18.2   2.162e-03   1.764e-03    1.766e-03  
  -18.3   1.994e-03   1.612e-03    1.614e-03  
  -18.4   1.839e-03   1.473e-03    1.475e-03  
  -18.5   1.697e-03   1.346e-03    1.348e-03  
  -18.6   1.566e-03   1.229e-03    1.232e-03  
  -18.7   1.445e-03   1.122e-03    1.125e-03  
  -18.8   1.334e-03   1.024e-03    1.028e-03  
  -18.9   1.231e-03   9.348e-04    9.386e-04  
  -19.0   1.137e-03   8.528e-04    8.571e-04  
  -19.1   1.049e-03   7.779e-04    7.825e-04  
  -19.2   9.692e-04   7.093e-04    7.144e-04  
  -19.3   8.951e-04   6.465e-04    6.521e-04  
  -19.4   8.269e-04   5.891e-04    5.952e-04  
  -19.5   7.639e-04   5.366e-04    5.432e-04  
  -19.6   7.058e-04   4.886e-04    4.957e-04  
  -19.7   6.522e-04   4.447e-04    4.523e-04  
  -19.8   6.027e-04   4.046e-04    4.127e-04  
  -19.9   5.571e-04   3.679e-04    3.765e-04  
  -20.0   5.149e-04   3.344e-04    3.434e-04  
  -20.1   4.759e-04   3.038e-04    3.131e-04  
  -20.2   4.399e-04   2.759e-04    2.854e-04  
  -20.3   4.067e-04   2.504e-04    2.599e-04  
  -20.4   3.759e-04   2.271e-04    2.366e-04  
  -20.5   3.475e-04   2.059e-04    2.152e-04  
  -20.6   3.212e-04   1.866e-04    1.955e-04  
  -20.7   2.969e-04   1.690e-04    1.773e-04  
  -20.8   2.744e-04   1.530e-04    1.605e-04  
  -20.9   2.536e-04   1.384e-04    1.450e-04  
  -21.0   2.343e-04   1.252e-04    1.306e-04  
  -21.1   2.165e-04   1.131e-04    1.173e-04  
  -21.2   1.999e-04   1.022e-04    1.050e-04  
  -21.3   1.846e-04   9.228e-05    9.359e-05  
  -21.4   1.704e-04   8.329e-05    8.304e-05  
  -21.5   1.572e-04   7.514e-05    7.330e-05  
  -21.6   1.450e-04   6.777e-05    6.435e-05  
  -21.7   1.337e-04   6.109e-05    5.614e-05  
  -21.8   1.232e-04   5.505e-05    4.866e-05  
  -21.9   1.134e-04   4.958e-05    4.188e-05  
  -22.0   1.043e-04   4.464e-05    3.577e-05  
  -22.1   9.589e-05   4.016e-05    3.030e-05  
  -22.2   8.806e-05   3.610e-05    2.546e-05  
  -22.3   8.077e-05   3.241e-05    2.120e-05  
  -22.4   7.401e-05   2.907e-05    1.748e-05  
  -22.5   6.771e-05   2.602e-05    1.428e-05  
  -22.6   6.186e-05   2.325e-05    1.155e-05  
  -22.7   5.642e-05   2.072e-05    9.250e-06  
  -22.8   5.137e-05   1.840e-05    7.328e-06  
  -22.9   4.667e-05   1.629e-05    5.744e-06  
  -23.0   4.231e-05   1.436e-05    4.453e-06  
  -23.1   3.827e-05   1.259e-05    3.415e-06  
  -23.2   3.452e-05   1.099e-05    2.591e-06  
  -23.3   3.105e-05   9.530e-06    1.944e-06  
  -23.4   2.785e-05   8.210e-06    1.443e-06  
  -23.5   2.489e-05   7.023e-06    1.059e-06  
  -23.6   2.217e-05   5.961e-06    7.697e-07  
  -23.7   1.967e-05   5.019e-06    5.536e-07  
  -23.8   1.738e-05   4.189e-06    3.943e-07  
  -23.9   1.530e-05   3.464e-06    2.781e-07  
  -24.0   1.340e-05   2.838e-06    1.944e-07  
  -24.1   1.168e-05   2.302e-06    1.347e-07  
  -24.2   1.013e-05   1.849e-06    9.249e-08  
  -24.3   8.740e-06   1.470e-06    6.299e-08  
  -24.4   7.498e-06   1.156e-06    4.255e-08  
  -24.5   6.394e-06   8.991e-07    2.851e-08  
  -24.6   5.419e-06   6.918e-07    1.894e-08  
  -24.7   4.563e-06   5.264e-07    1.248e-08  
  -24.8   3.817e-06   3.961e-07    8.157e-09  
  -24.9   3.171e-06   2.946e-07    5.284e-09  
  -25.0   2.615e-06   2.167e-07    3.392e-09  
  -25.1   2.141e-06   1.575e-07    2.158e-09  
  -25.2   1.739e-06   1.132e-07    1.360e-09  
  -25.3   1.401e-06   8.043e-08    8.483e-10  
  -25.4   1.120e-06   5.647e-08    5.240e-10  
  -25.5   8.876e-07   3.919e-08    3.203e-10  
  -25.6   6.974e-07   2.688e-08    1.938e-10  
  -25.7   5.432e-07   1.822e-08    1.160e-10  
  -25.8   4.192e-07   1.221e-08    6.871e-11  
  -25.9   3.206e-07   8.083e-09    4.026e-11  
  -26.0   2.429e-07   5.289e-09    2.333e-11  
  -26.1   1.823e-07   3.421e-09    1.337e-11  
  -26.2   1.355e-07   2.186e-09    7.582e-12  
  -26.3   9.968e-08   1.381e-09    4.251e-12  
  -26.4   7.262e-08   8.619e-10    2.358e-12  
  -26.5   5.238e-08   5.317e-10    1.293e-12  
  -26.6   3.739e-08   3.242e-10    7.014e-13  
  -26.7   2.642e-08   1.953e-10    3.763e-13  
  -26.8   1.848e-08   1.163e-10    1.996e-13  
  -26.9   1.279e-08   6.843e-11    1.048e-13  
  -27.0   8.757e-09   3.980e-11    5.436e-14  
  -27.1   5.934e-09   2.287e-11    2.790e-14  
  -27.2   3.979e-09   1.299e-11    1.416e-14  
  -27.3   2.640e-09   7.293e-12    7.108e-15  
  -27.4   1.734e-09   4.046e-12    3.529e-15  
  -27.5   1.126e-09   2.219e-12    1.733e-15  
  -27.6   7.242e-10   1.202e-12    8.412e-16  
  -27.7   4.608e-10   6.439e-13    4.039e-16  
  -27.8   2.902e-10   3.409e-13    1.918e-16  
  -27.9   1.809e-10   1.783e-13    9.010e-17  
  -28.0   1.116e-10   9.221e-14    4.185e-17  
