# z=20.0: redshift
# eps=0.8: maximum star formation efficiency for FFB
# -----
# MUV, Phi=dN/dMUV [cMpc^-3 Mag^-1]
#   [none, disc, shell], extinction models: no dust, disc mode, or shell mode
#     extinction for shell mode is stronger that for disc mode, see details in Li, Dekel+23
    MUV   Phi[none]   Phi[disc]   Phi[shell]  
  -12.0   1.257e-03   1.249e-03    1.249e-03  
  -12.1   1.159e-03   1.151e-03    1.151e-03  
  -12.2   1.070e-03   1.063e-03    1.063e-03  
  -12.3   9.887e-04   9.812e-04    9.812e-04  
  -12.4   9.139e-04   9.066e-04    9.066e-04  
  -12.5   8.450e-04   8.380e-04    8.379e-04  
  -12.6   7.816e-04   7.747e-04    7.747e-04  
  -12.7   7.230e-04   7.164e-04    7.164e-04  
  -12.8   6.690e-04   6.626e-04    6.625e-04  
  -12.9   6.190e-04   6.128e-04    6.128e-04  
  -13.0   5.728e-04   5.668e-04    5.667e-04  
  -13.1   5.301e-04   5.242e-04    5.242e-04  
  -13.2   4.905e-04   4.848e-04    4.847e-04  
  -13.3   4.538e-04   4.482e-04    4.482e-04  
  -13.4   4.199e-04   4.144e-04    4.144e-04  
  -13.5   3.884e-04   3.831e-04    3.831e-04  
  -13.6   3.593e-04   3.541e-04    3.541e-04  
  -13.7   3.322e-04   3.272e-04    3.272e-04  
  -13.8   3.072e-04   3.023e-04    3.022e-04  
  -13.9   2.839e-04   2.792e-04    2.791e-04  
  -14.0   2.624e-04   2.578e-04    2.578e-04  
  -14.1   2.425e-04   2.380e-04    2.379e-04  
  -14.2   2.240e-04   2.196e-04    2.196e-04  
  -14.3   2.068e-04   2.026e-04    2.025e-04  
  -14.4   1.910e-04   1.868e-04    1.868e-04  
  -14.5   1.763e-04   1.722e-04    1.722e-04  
  -14.6   1.626e-04   1.587e-04    1.587e-04  
  -14.7   1.500e-04   1.462e-04    1.462e-04  
  -14.8   1.383e-04   1.346e-04    1.346e-04  
  -14.9   1.275e-04   1.239e-04    1.239e-04  
  -15.0   1.174e-04   1.140e-04    1.139e-04  
  -15.1   1.081e-04   1.048e-04    1.048e-04  
  -15.2   9.955e-05   9.632e-05    9.626e-05  
  -15.3   9.160e-05   8.847e-05    8.841e-05  
  -15.4   8.424e-05   8.121e-05    8.115e-05  
  -15.5   7.743e-05   7.450e-05    7.444e-05  
  -15.6   7.113e-05   6.830e-05    6.824e-05  
  -15.7   6.530e-05   6.257e-05    6.251e-05  
  -15.8   5.991e-05   5.728e-05    5.722e-05  
  -15.9   5.493e-05   5.239e-05    5.233e-05  
  -16.0   5.033e-05   4.787e-05    4.781e-05  
  -16.1   4.608e-05   4.370e-05    4.364e-05  
  -16.2   4.215e-05   3.985e-05    3.980e-05  
  -16.3   3.851e-05   3.630e-05    3.625e-05  
  -16.4   3.516e-05   3.302e-05    3.297e-05  
  -16.5   3.206e-05   3.000e-05    2.995e-05  
  -16.6   2.920e-05   2.721e-05    2.717e-05  
  -16.7   2.656e-05   2.463e-05    2.460e-05  
  -16.8   2.413e-05   2.226e-05    2.223e-05  
  -16.9   2.188e-05   2.007e-05    2.006e-05  
  -17.0   1.981e-05   1.806e-05    1.805e-05  
  -17.1   1.790e-05   1.621e-05    1.621e-05  
  -17.2   1.614e-05   1.451e-05    1.451e-05  
  -17.3   1.452e-05   1.294e-05    1.296e-05  
  -17.4   1.304e-05   1.151e-05    1.153e-05  
  -17.5   1.167e-05   1.020e-05    1.023e-05  
  -17.6   1.042e-05   9.001e-06    9.036e-06  
  -17.7   9.271e-06   7.911e-06    7.951e-06  
  -17.8   8.222e-06   6.922e-06    6.966e-06  
  -17.9   7.266e-06   6.027e-06    6.073e-06  
  -18.0   6.396e-06   5.221e-06    5.268e-06  
  -18.1   5.607e-06   4.497e-06    4.545e-06  
  -18.2   4.894e-06   3.852e-06    3.898e-06  
  -18.3   4.251e-06   3.278e-06    3.323e-06  
  -18.4   3.675e-06   2.772e-06    2.814e-06  
  -18.5   3.160e-06   2.328e-06    2.367e-06  
  -18.6   2.702e-06   1.942e-06    1.977e-06  
  -18.7   2.297e-06   1.607e-06    1.638e-06  
  -18.8   1.942e-06   1.320e-06    1.347e-06  
  -18.9   1.631e-06   1.076e-06    1.098e-06  
  -19.0   1.361e-06   8.697e-07    8.882e-07  
  -19.1   1.128e-06   6.969e-07    7.118e-07  
  -19.2   9.283e-07   5.536e-07    5.652e-07  
  -19.3   7.587e-07   4.358e-07    4.446e-07  
  -19.4   6.155e-07   3.398e-07    3.463e-07  
  -19.5   4.956e-07   2.625e-07    2.671e-07  
  -19.6   3.960e-07   2.008e-07    2.038e-07  
  -19.7   3.140e-07   1.521e-07    1.539e-07  
  -19.8   2.470e-07   1.141e-07    1.150e-07  
  -19.9   1.927e-07   8.462e-08    8.492e-08  
  -20.0   1.492e-07   6.212e-08    6.201e-08  
  -20.1   1.145e-07   4.510e-08    4.476e-08  
  -20.2   8.715e-08   3.239e-08    3.193e-08  
  -20.3   6.579e-08   2.300e-08    2.250e-08  
  -20.4   4.924e-08   1.614e-08    1.566e-08  
  -20.5   3.655e-08   1.120e-08    1.076e-08  
  -20.6   2.690e-08   7.674e-09    7.299e-09  
  -20.7   1.963e-08   5.197e-09    4.887e-09  
  -20.8   1.420e-08   3.475e-09    3.229e-09  
  -20.9   1.019e-08   2.295e-09    2.105e-09  
  -21.0   7.246e-09   1.497e-09    1.354e-09  
  -21.1   5.110e-09   9.633e-10    8.585e-10  
  -21.2   3.574e-09   6.119e-10    5.368e-10  
  -21.3   2.478e-09   3.835e-10    3.309e-10  
  -21.4   1.704e-09   2.372e-10    2.010e-10  
  -21.5   1.162e-09   1.447e-10    1.204e-10  
  -21.6   7.859e-10   8.702e-11    7.103e-11  
  -21.7   5.271e-10   5.162e-11    4.129e-11  
  -21.8   3.506e-10   3.019e-11    2.365e-11  
  -21.9   2.314e-10   1.741e-11    1.334e-11  
  -22.0   1.514e-10   9.892e-12    7.409e-12  
  -22.1   9.831e-11   5.540e-12    4.053e-12  
  -22.2   6.331e-11   3.058e-12    2.183e-12  
  -22.3   4.045e-11   1.663e-12    1.157e-12  
  -22.4   2.564e-11   8.910e-13    6.042e-13  
  -22.5   1.612e-11   4.703e-13    3.104e-13  
  -22.6   1.006e-11   2.445e-13    1.570e-13  
  -22.7   6.225e-12   1.252e-13    7.814e-14  
  -22.8   3.822e-12   6.313e-14    3.828e-14  
  -22.9   2.328e-12   3.135e-14    1.845e-14  
  -23.0   1.407e-12   1.533e-14    8.750e-15  
  -23.1   8.436e-13   7.378e-15    4.083e-15  
  -23.2   5.017e-13   3.497e-15    1.875e-15  
  -23.3   2.959e-13   1.631e-15    8.467e-16  
  -23.4   1.731e-13   7.492e-16    3.762e-16  
  -23.5   1.004e-13   3.387e-16    1.644e-16  
  -23.6   5.778e-14   1.507e-16    7.069e-17  
  -23.7   3.296e-14   6.597e-17    2.989e-17  
  -23.8   1.863e-14   2.842e-17    1.243e-17  
  -23.9   1.044e-14   1.205e-17    5.086e-18  
  -24.0   5.796e-15   5.027e-18    2.046e-18  
  -24.1   3.188e-15   2.063e-18    8.094e-19  
  -24.2   1.736e-15   8.333e-19    3.149e-19  
  -24.3   9.366e-16   3.311e-19    1.205e-19  
  -24.4   5.001e-16   1.294e-19    4.533e-20  
  -24.5   2.642e-16   4.976e-20    1.677e-20  
  -24.6   1.381e-16   1.882e-20    6.099e-21  
  -24.7   7.143e-17   7.001e-21    2.181e-21  
  -24.8   3.652e-17   2.562e-21    7.669e-22  
  -24.9   1.846e-17   9.220e-22    2.651e-22  
  -25.0   9.218e-18   3.263e-22    9.012e-23  
  -25.1   4.549e-18   1.136e-22    3.011e-23  
  -25.2   2.217e-18   3.889e-23    9.893e-24  
  -25.3   1.067e-18   1.309e-23    3.195e-24  
  -25.4   5.068e-19   4.335e-24    1.014e-24  
  -25.5   2.376e-19   1.411e-24    3.166e-25  
  -25.6   1.099e-19   4.518e-25    9.715e-26  
  -25.7   5.015e-20   1.422e-25    2.930e-26  
  -25.8   2.257e-20   4.402e-26    8.687e-27  
  -25.9   1.001e-20   1.340e-26    2.532e-27  
  -26.0   4.379e-21   4.009e-27    7.252e-28  
  -26.1   1.888e-21   1.179e-27    2.042e-28  
  -26.2   8.019e-22   3.411e-28    5.652e-29  
  -26.3   3.356e-22   9.699e-29    1.538e-29  
  -26.4   1.384e-22   2.712e-29    4.112e-30  
  -26.5   5.619e-23   7.452e-30    1.081e-30  
  -26.6   2.247e-23   2.013e-30    2.791e-31  
  -26.7   8.850e-24   5.348e-31    7.088e-32  
  -26.8   3.431e-24   1.396e-31    1.769e-32  
  -26.9   1.310e-24   3.584e-32    4.338e-33  
  -27.0   4.920e-25   9.043e-33    1.046e-33  
  -27.1   1.819e-25   2.243e-33    2.477e-34  
  -27.2   6.621e-26   5.468e-34    5.768e-35  
  -27.3   2.371e-26   1.310e-34    1.320e-35  
  -27.4   8.354e-27   3.087e-35    2.969e-36  
  -27.5   2.896e-27   7.148e-36    6.562e-37  
  -27.6   9.878e-28   1.627e-36    1.425e-37  
  -27.7   3.314e-28   3.639e-37    3.043e-38  
  -27.8   1.094e-28   8.001e-38    6.384e-39  
  -27.9   3.551e-29   1.729e-38    1.316e-39  
  -28.0   1.134e-29   3.673e-39    2.667e-40  
