# z=13.5: redshift
# eps=0.3: maximum star formation efficiency for FFB
# -----
# MUV, Phi=dN/dMUV [cMpc^-3 Mag^-1]
#   [none, disc, shell], extinction models: no dust, disc mode, or shell mode
#     extinction for shell mode is stronger that for disc mode, see details in Li, Dekel+23
    MUV   Phi[none]   Phi[disc]   Phi[shell]  
  -15.0   2.591e-03   2.486e-03    2.486e-03  
  -15.1   2.367e-03   2.267e-03    2.267e-03  
  -15.2   2.163e-03   2.066e-03    2.067e-03  
  -15.3   1.976e-03   1.884e-03    1.885e-03  
  -15.4   1.806e-03   1.718e-03    1.718e-03  
  -15.5   1.651e-03   1.566e-03    1.567e-03  
  -15.6   1.509e-03   1.428e-03    1.428e-03  
  -15.7   1.379e-03   1.302e-03    1.302e-03  
  -15.8   1.261e-03   1.187e-03    1.187e-03  
  -15.9   1.153e-03   1.082e-03    1.082e-03  
  -16.0   1.054e-03   9.860e-04    9.867e-04  
  -16.1   9.640e-04   8.987e-04    8.994e-04  
  -16.2   8.816e-04   8.191e-04    8.198e-04  
  -16.3   8.063e-04   7.464e-04    7.472e-04  
  -16.4   7.375e-04   6.802e-04    6.809e-04  
  -16.5   6.746e-04   6.197e-04    6.205e-04  
  -16.6   6.170e-04   5.645e-04    5.653e-04  
  -16.7   5.644e-04   5.142e-04    5.150e-04  
  -16.8   5.162e-04   4.682e-04    4.691e-04  
  -16.9   4.722e-04   4.262e-04    4.271e-04  
  -17.0   4.319e-04   3.879e-04    3.889e-04  
  -17.1   3.950e-04   3.530e-04    3.539e-04  
  -17.2   3.612e-04   3.211e-04    3.220e-04  
  -17.3   3.302e-04   2.919e-04    2.929e-04  
  -17.4   3.019e-04   2.653e-04    2.662e-04  
  -17.5   2.759e-04   2.410e-04    2.419e-04  
  -17.6   2.521e-04   2.188e-04    2.197e-04  
  -17.7   2.303e-04   1.985e-04    1.994e-04  
  -17.8   2.103e-04   1.799e-04    1.809e-04  
  -17.9   1.919e-04   1.630e-04    1.639e-04  
  -18.0   1.751e-04   1.476e-04    1.483e-04  
  -18.1   1.596e-04   1.334e-04    1.341e-04  
  -18.2   1.454e-04   1.205e-04    1.211e-04  
  -18.3   1.324e-04   1.087e-04    1.092e-04  
  -18.4   1.204e-04   9.789e-05    9.822e-05  
  -18.5   1.094e-04   8.802e-05    8.817e-05  
  -18.6   9.933e-05   7.900e-05    7.895e-05  
  -18.7   9.005e-05   7.075e-05    7.048e-05  
  -18.8   8.151e-05   6.322e-05    6.271e-05  
  -18.9   7.366e-05   5.633e-05    5.558e-05  
  -19.0   6.645e-05   5.005e-05    4.904e-05  
  -19.1   5.982e-05   4.432e-05    4.306e-05  
  -19.2   5.372e-05   3.910e-05    3.760e-05  
  -19.3   4.812e-05   3.436e-05    3.264e-05  
  -19.4   4.299e-05   3.006e-05    2.814e-05  
  -19.5   3.828e-05   2.616e-05    2.409e-05  
  -19.6   3.397e-05   2.266e-05    2.046e-05  
  -19.7   3.004e-05   1.951e-05    1.724e-05  
  -19.8   2.645e-05   1.669e-05    1.439e-05  
  -19.9   2.319e-05   1.419e-05    1.190e-05  
  -20.0   2.024e-05   1.197e-05    9.746e-06  
  -20.1   1.757e-05   1.003e-05    7.900e-06  
  -20.2   1.517e-05   8.337e-06    6.334e-06  
  -20.3   1.303e-05   6.872e-06    5.023e-06  
  -20.4   1.112e-05   5.616e-06    3.938e-06  
  -20.5   9.426e-06   4.547e-06    3.051e-06  
  -20.6   7.939e-06   3.648e-06    2.336e-06  
  -20.7   6.640e-06   2.897e-06    1.766e-06  
  -20.8   5.513e-06   2.278e-06    1.319e-06  
  -20.9   4.542e-06   1.772e-06    9.729e-07  
  -21.0   3.714e-06   1.364e-06    7.084e-07  
  -21.1   3.012e-06   1.038e-06    5.092e-07  
  -21.2   2.422e-06   7.806e-07    3.614e-07  
  -21.3   1.931e-06   5.802e-07    2.531e-07  
  -21.4   1.527e-06   4.261e-07    1.750e-07  
  -21.5   1.196e-06   3.090e-07    1.194e-07  
  -21.6   9.286e-07   2.212e-07    8.038e-08  
  -21.7   7.144e-07   1.563e-07    5.341e-08  
  -21.8   5.445e-07   1.090e-07    3.501e-08  
