# z=17.5: redshift
# eps=0.4: maximum star formation efficiency for FFB
# -----
# MUV, Phi=dN/dMUV [cMpc^-3 Mag^-1]
#   [none, disc, shell], extinction models: no dust, disc mode, or shell mode
#     extinction for shell mode is stronger that for disc mode, see details in Li, Dekel+23
    MUV   Phi[none]   Phi[disc]   Phi[shell]  
  -14.0   9.093e-04   8.837e-04    8.836e-04  
  -14.1   8.106e-04   7.873e-04    7.873e-04  
  -14.2   7.250e-04   7.037e-04    7.037e-04  
  -14.3   6.504e-04   6.309e-04    6.308e-04  
  -14.4   5.851e-04   5.671e-04    5.670e-04  
  -14.5   5.277e-04   5.111e-04    5.110e-04  
  -14.6   4.771e-04   4.616e-04    4.616e-04  
  -14.7   4.322e-04   4.178e-04    4.177e-04  
  -14.8   3.922e-04   3.788e-04    3.787e-04  
  -14.9   3.566e-04   3.439e-04    3.439e-04  
  -15.0   3.246e-04   3.127e-04    3.126e-04  
  -15.1   2.958e-04   2.846e-04    2.845e-04  
  -15.2   2.698e-04   2.592e-04    2.592e-04  
  -15.3   2.464e-04   2.363e-04    2.362e-04  
  -15.4   2.251e-04   2.155e-04    2.154e-04  
  -15.5   2.057e-04   1.966e-04    1.966e-04  
  -15.6   1.881e-04   1.794e-04    1.794e-04  
  -15.7   1.720e-04   1.637e-04    1.637e-04  
  -15.8   1.573e-04   1.494e-04    1.494e-04  
  -15.9   1.438e-04   1.363e-04    1.363e-04  
  -16.0   1.315e-04   1.243e-04    1.243e-04  
  -16.1   1.203e-04   1.134e-04    1.133e-04  
  -16.2   1.099e-04   1.033e-04    1.033e-04  
  -16.3   1.004e-04   9.409e-05    9.405e-05  
  -16.4   9.169e-05   8.564e-05    8.559e-05  
  -16.5   8.367e-05   7.787e-05    7.782e-05  
  -16.6   7.630e-05   7.074e-05    7.069e-05  
  -16.7   6.951e-05   6.419e-05    6.413e-05  
  -16.8   6.327e-05   5.817e-05    5.811e-05  
  -16.9   5.753e-05   5.263e-05    5.257e-05  
  -17.0   5.224e-05   4.754e-05    4.747e-05  
  -17.1   4.738e-05   4.286e-05    4.279e-05  
  -17.2   4.290e-05   3.856e-05    3.848e-05  
  -17.3   3.878e-05   3.461e-05    3.452e-05  
  -17.4   3.498e-05   3.098e-05    3.088e-05  
  -17.5   3.150e-05   2.765e-05    2.754e-05  
  -17.6   2.829e-05   2.459e-05    2.448e-05  
  -17.7   2.534e-05   2.180e-05    2.168e-05  
  -17.8   2.264e-05   1.924e-05    1.911e-05  
  -17.9   2.017e-05   1.692e-05    1.678e-05  
  -18.0   1.790e-05   1.480e-05    1.465e-05  
  -18.1   1.584e-05   1.288e-05    1.273e-05  
  -18.2   1.395e-05   1.116e-05    1.099e-05  
  -18.3   1.224e-05   9.603e-06    9.432e-06  
