# eps=0.6: maximum star formation efficiency for FFB
# FFB attenuation mode: None. None for no attenuation
# -----
# z, rho_UV[<MUV] [erg s^-1 Hz^-1 cMpc^-3]
# 
       z   rho(<-12.0)   rho(<-12.5)   rho(<-13.0)   rho(<-13.5)   rho(<-14.0)   rho(<-14.5)   rho(<-15.0)   rho(<-15.5)   rho(<-16.0)   rho(<-16.5)   rho(<-17.0)   rho(<-17.5)   rho(<-18.0)   rho(<-18.5)   rho(<-19.0)   rho(<-19.5)   rho(<-20.0)   rho(<-20.5)   rho(<-21.0)   rho(<-21.5)   rho(<-22.0)  
   4.000     1.069e+27     1.065e+27     1.061e+27     1.056e+27     1.050e+27     1.043e+27     1.035e+27     1.024e+27     1.012e+27     9.982e+26     9.814e+26     9.619e+26     9.392e+26     9.131e+26     8.831e+26     8.492e+26     8.111e+26     7.687e+26     7.222e+26     6.717e+26     6.175e+26  
   4.500     8.666e+26     8.626e+26     8.579e+26     8.523e+26     8.456e+26     8.378e+26     8.286e+26     8.177e+26     8.051e+26     7.905e+26     7.737e+26     7.544e+26     7.326e+26     7.080e+26     6.805e+26     6.501e+26     6.169e+26     5.809e+26     5.425e+26     5.017e+26     4.590e+26  
   5.000     7.116e+26     7.072e+26     7.020e+26     6.958e+26     6.887e+26     6.803e+26     6.707e+26     6.596e+26     6.469e+26     6.324e+26     6.161e+26     5.978e+26     5.775e+26     5.551e+26     5.307e+26     5.043e+26     4.761e+26     4.461e+26     4.147e+26     3.818e+26     3.478e+26  
   5.500     5.869e+26     5.821e+26     5.765e+26     5.700e+26     5.626e+26     5.541e+26     5.444e+26     5.335e+26     5.211e+26     5.073e+26     4.921e+26     4.754e+26     4.571e+26     4.374e+26     4.164e+26     3.940e+26     3.704e+26     3.458e+26     3.201e+26     2.935e+26     2.659e+26  
   6.000     4.832e+26     4.782e+26     4.725e+26     4.660e+26     4.586e+26     4.503e+26     4.409e+26     4.305e+26     4.190e+26     4.064e+26     3.926e+26     3.778e+26     3.619e+26     3.451e+26     3.273e+26     3.087e+26     2.892e+26     2.690e+26     2.479e+26     2.260e+26     2.032e+26  
   6.500     4.264e+26     4.209e+26     4.147e+26     4.077e+26     4.000e+26     3.915e+26     3.821e+26     3.719e+26     3.608e+26     3.489e+26     3.361e+26     3.225e+26     3.081e+26     2.930e+26     2.772e+26     2.606e+26     2.434e+26     2.253e+26     2.064e+26     1.866e+26     1.659e+26  
   7.000     3.473e+26     3.421e+26     3.363e+26     3.299e+26     3.229e+26     3.152e+26     3.068e+26     2.978e+26     2.881e+26     2.779e+26     2.670e+26     2.555e+26     2.435e+26     2.310e+26     2.179e+26     2.041e+26     1.898e+26     1.747e+26     1.589e+26     1.422e+26     1.246e+26  
   7.500     2.808e+26     2.761e+26     2.708e+26     2.651e+26     2.588e+26     2.521e+26     2.448e+26     2.371e+26     2.289e+26     2.203e+26     2.112e+26     2.017e+26     1.918e+26     1.814e+26     1.706e+26     1.592e+26     1.472e+26     1.345e+26     1.212e+26     1.070e+26     9.213e+25  
   8.000     2.254e+26     2.212e+26     2.166e+26     2.116e+26     2.062e+26     2.004e+26     1.943e+26     1.878e+26     1.810e+26     1.738e+26     1.663e+26     1.585e+26     1.504e+26     1.418e+26     1.328e+26     1.234e+26     1.133e+26     1.027e+26     9.138e+25     7.942e+25     6.688e+25  
   8.500     1.798e+26     1.761e+26     1.721e+26     1.679e+26     1.633e+26     1.585e+26     1.534e+26     1.480e+26     1.424e+26     1.366e+26     1.305e+26     1.241e+26     1.174e+26     1.103e+26     1.029e+26     9.494e+25     8.652e+25     7.755e+25     6.803e+25     5.798e+25     4.755e+25  
   9.000     1.426e+26     1.395e+26     1.361e+26     1.326e+26     1.288e+26     1.248e+26     1.206e+26     1.163e+26     1.117e+26     1.069e+26     1.019e+26     9.669e+25     9.117e+25     8.533e+25     7.912e+25     7.249e+25     6.543e+25     5.790e+25     4.992e+25     4.157e+25     3.304e+25  
   9.500     1.126e+26     1.100e+26     1.072e+26     1.043e+26     1.012e+26     9.795e+25     9.455e+25     9.100e+25     8.729e+25     8.341e+25     7.933e+25     7.502e+25     7.046e+25     6.561e+25     6.042e+25     5.489e+25     4.897e+25     4.268e+25     3.606e+25     2.922e+25     2.239e+25  
  10.000     8.866e+25     8.650e+25     8.421e+25     8.181e+25     7.929e+25     7.665e+25     7.389e+25     7.101e+25     6.799e+25     6.482e+25     6.147e+25     5.792e+25     5.414e+25     5.011e+25     4.579e+25     4.117e+25     3.624e+25     3.103e+25     2.560e+25     2.010e+25     1.476e+25  
  10.500     6.960e+25     6.783e+25     6.596e+25     6.400e+25     6.196e+25     5.982e+25     5.758e+25     5.524e+25     5.278e+25     5.017e+25     4.742e+25     4.448e+25     4.135e+25     3.799e+25     3.440e+25     3.057e+25     2.649e+25     2.222e+25     1.783e+25     1.349e+25     9.434e+24  
  11.000     5.453e+25     5.308e+25     5.156e+25     4.997e+25     4.831e+25     4.657e+25     4.474e+25     4.283e+25     4.081e+25     3.867e+25     3.639e+25     3.396e+25     3.137e+25     2.858e+25     2.561e+25     2.245e+25     1.911e+25     1.565e+25     1.217e+25     8.820e+24     5.832e+24  
  11.500     4.267e+25     4.148e+25     4.024e+25     3.894e+25     3.758e+25     3.616e+25     3.467e+25     3.310e+25     3.143e+25     2.967e+25     2.779e+25     2.578e+25     2.363e+25     2.133e+25     1.888e+25     1.629e+25     1.359e+25     1.083e+25     8.112e+24     5.600e+24     3.475e+24  
  12.000     3.336e+25     3.238e+25     3.136e+25     3.029e+25     2.918e+25     2.801e+25     2.678e+25     2.548e+25     2.411e+25     2.265e+25     2.110e+25     1.944e+25     1.766e+25     1.577e+25     1.377e+25     1.167e+25     9.509e+24     7.340e+24     5.271e+24     3.440e+24     1.986e+24  
  12.500     2.606e+25     2.525e+25     2.440e+25     2.352e+25     2.260e+25     2.163e+25     2.062e+25     1.954e+25     1.841e+25     1.720e+25     1.592e+25     1.455e+25     1.309e+25     1.155e+25     9.931e+24     8.246e+24     6.535e+24     4.863e+24     3.324e+24     2.034e+24     1.082e+24  
  13.000     2.035e+25     1.967e+25     1.896e+25     1.822e+25     1.746e+25     1.665e+25     1.581e+25     1.491e+25     1.397e+25     1.298e+25     1.192e+25     1.080e+25     9.612e+24     8.364e+24     7.062e+24     5.727e+24     4.396e+24     3.133e+24     2.023e+24     1.149e+24     5.580e+23  
  13.500     1.588e+25     1.530e+25     1.470e+25     1.408e+25     1.343e+25     1.276e+25     1.205e+25     1.131e+25     1.053e+25     9.713e+24     8.847e+24     7.933e+24     6.974e+24     5.972e+24     4.939e+24     3.896e+24     2.881e+24     1.952e+24     1.179e+24     6.170e+23     2.721e+23  
  14.000     1.237e+25     1.188e+25     1.137e+25     1.084e+25     1.029e+25     9.723e+24     9.131e+24     8.515e+24     7.871e+24     7.197e+24     6.492e+24     5.755e+24     4.987e+24     4.193e+24     3.385e+24     2.584e+24     1.828e+24     1.169e+24     6.562e+23     3.149e+23     1.262e+23  
  14.500     9.630e+24     9.199e+24     8.755e+24     8.299e+24     7.830e+24     7.349e+24     6.853e+24     6.342e+24     5.813e+24     5.266e+24     4.698e+24     4.111e+24     3.505e+24     2.885e+24     2.264e+24     1.665e+24     1.120e+24     6.724e+23     3.501e+23     1.543e+23     5.656e+22  
  15.000     7.475e+24     7.091e+24     6.700e+24     6.303e+24     5.900e+24     5.492e+24     5.079e+24     4.659e+24     4.231e+24     3.794e+24     3.345e+24     2.886e+24     2.416e+24     1.943e+24     1.478e+24     1.042e+24     6.652e+23     3.743e+23     1.809e+23     7.361e+22     2.485e+22  
  15.500     5.771e+24     5.424e+24     5.076e+24     4.728e+24     4.383e+24     4.041e+24     3.703e+24     3.366e+24     3.029e+24     2.689e+24     2.343e+24     1.991e+24     1.636e+24     1.283e+24     9.434e+23     6.372e+23     3.854e+23     2.034e+23     9.154e+22     3.452e+22     1.079e+22  
  16.000     4.410e+24     4.093e+24     3.782e+24     3.480e+24     3.192e+24     2.915e+24     2.649e+24     2.391e+24     2.135e+24     1.878e+24     1.619e+24     1.356e+24     1.092e+24     8.338e+23     5.924e+23     3.827e+23     2.192e+23     1.086e+23     4.559e+22     1.598e+22     4.642e+21  
  16.500     3.306e+24     3.018e+24     2.748e+24     2.499e+24     2.271e+24     2.062e+24     1.866e+24     1.676e+24     1.489e+24     1.300e+24     1.108e+24     9.143e+23     7.214e+23     5.358e+23     3.671e+23     2.265e+23     1.228e+23     5.711e+22     2.239e+22     7.305e+21     1.974e+21  
  17.000     2.401e+24     2.153e+24     1.936e+24     1.749e+24     1.587e+24     1.441e+24     1.304e+24     1.169e+24     1.034e+24     8.954e+23     7.545e+23     6.125e+23     4.727e+23     3.409e+23     2.248e+23     1.323e+23     6.778e+22     2.959e+22     1.083e+22     3.293e+21     8.279e+20  
  17.500     1.671e+24     1.483e+24     1.332e+24     1.209e+24     1.103e+24     1.005e+24     9.105e+23     8.145e+23     7.160e+23     6.147e+23     5.113e+23     4.078e+23     3.073e+23     2.148e+23     1.360e+23     7.619e+22     3.684e+22     1.508e+22     5.155e+21     1.460e+21     3.418e+20  
  18.000     1.121e+24     1.002e+24     9.122e+23     8.379e+23     7.704e+23     7.042e+23     6.369e+23     5.672e+23     4.949e+23     4.204e+23     3.448e+23     2.697e+23     1.981e+23     1.338e+23     8.121e+22     4.319e+22     1.968e+22     7.550e+21     2.409e+21     6.358e+20     1.387e+20  
  18.500     7.472e+23     6.837e+23     6.330e+23     5.869e+23     5.413e+23     4.944e+23     4.454e+23     3.942e+23     3.410e+23     2.863e+23     2.311e+23     1.770e+23     1.264e+23     8.232e+22     4.774e+22     2.406e+22     1.032e+22     3.706e+21     1.104e+21     2.716e+20     5.522e+19  
  19.000     5.097e+23     4.760e+23     4.449e+23     4.137e+23     3.812e+23     3.470e+23     3.109e+23     2.732e+23     2.340e+23     1.939e+23     1.538e+23     1.151e+23     7.969e+22     4.992e+22     2.760e+22     1.316e+22     5.303e+21     1.782e+21     4.956e+20     1.138e+20     2.157e+19  
  19.500     3.565e+23     3.357e+23     3.144e+23     2.920e+23     2.682e+23     2.430e+23     2.164e+23     1.885e+23     1.597e+23     1.304e+23     1.015e+23     7.400e+22     4.956e+22     2.978e+22     1.566e+22     7.049e+21     2.668e+21     8.388e+20     2.178e+20     4.667e+19     8.262e+18  
  20.000     2.521e+23     2.376e+23     2.222e+23     2.058e+23     1.882e+23     1.695e+23     1.498e+23     1.293e+23     1.082e+23     8.697e+22     6.623e+22     4.697e+22     3.036e+22     1.745e+22     8.713e+21     3.697e+21     1.313e+21     3.861e+20     9.366e+19     1.874e+19     3.099e+18  
  20.500     1.785e+23     1.680e+23     1.567e+23     1.445e+23     1.315e+23     1.177e+23     1.032e+23     8.810e+22     7.273e+22     5.742e+22     4.272e+22     2.940e+22     1.829e+22     1.004e+22     4.746e+21     1.896e+21     6.312e+20     1.736e+20     3.936e+19     7.362e+18     1.138e+18  
  21.000     1.261e+23     1.184e+23     1.100e+23     1.009e+23     9.133e+22     8.115e+22     7.050e+22     5.951e+22     4.840e+22     3.748e+22     2.718e+22     1.810e+22     1.081e+22     5.652e+21     2.528e+21     9.498e+20     2.963e+20     7.622e+19     1.616e+19     2.826e+18     4.083e+17  
  21.500     8.874e+22     8.298e+22     7.676e+22     7.010e+22     6.300e+22     5.554e+22     4.777e+22     3.982e+22     3.186e+22     2.415e+22     1.704e+22     1.096e+22     6.268e+21     3.113e+21     1.314e+21     4.639e+20     1.355e+20     3.262e+19     6.467e+18     1.058e+18     1.427e+17  
  22.000     6.208e+22     5.781e+22     5.322e+22     4.831e+22     4.312e+22     3.767e+22     3.205e+22     2.635e+22     2.071e+22     1.534e+22     1.050e+22     6.505e+21     3.555e+21     1.674e+21     6.660e+20     2.206e+20     6.034e+19     1.358e+19     2.519e+18     3.852e+17     4.844e+16  
  22.500     4.312e+22     3.997e+22     3.660e+22     3.301e+22     2.923e+22     2.530e+22     2.127e+22     1.723e+22     1.328e+22     9.586e+21     6.356e+21     3.780e+21     1.968e+21     8.770e+20     3.283e+20     1.019e+20     2.609e+19     5.494e+18     9.530e+17     1.362e+17     1.597e+16  
  23.000     2.970e+22     2.740e+22     2.494e+22     2.234e+22     1.962e+22     1.680e+22     1.395e+22     1.111e+22     8.379e+21     5.885e+21     3.767e+21     2.146e+21     1.062e+21     4.464e+20     1.569e+20     4.563e+19     1.092e+19     2.150e+18     3.486e+17     4.642e+16     5.028e+15  
  23.500     2.027e+22     1.860e+22     1.682e+22     1.495e+22     1.301e+22     1.102e+22     9.017e+21     7.051e+21     5.195e+21     3.540e+21     2.181e+21     1.186e+21     5.559e+20     2.201e+20     7.255e+19     1.973e+19     4.413e+18     8.119e+17     1.229e+17     1.524e+16     1.526e+15  
  24.000     1.368e+22     1.248e+22     1.121e+22     9.887e+21     8.517e+21     7.125e+21     5.739e+21     4.398e+21     3.157e+21     2.080e+21     1.230e+21     6.362e+20     2.817e+20     1.047e+20     3.230e+19     8.203e+18     1.712e+18     2.938e+17     4.135e+16     4.725e+15     4.291e+14  
  24.500     9.127e+21     8.273e+21     7.377e+21     6.446e+21     5.493e+21     4.532e+21     3.587e+21     2.688e+21     1.874e+21     1.190e+21     6.724e+20     3.298e+20     1.374e+20     4.786e+19     1.378e+19     3.263e+18     6.349e+17     1.015e+17     1.325e+16     1.393e+15     1.150e+14  
