# eps=0.9: maximum star formation efficiency for FFB
# FFB attenuation mode: shell. None for no attenuation
# -----
# z, rho_UV[<MUV] [erg s^-1 Hz^-1 cMpc^-3]
# 
       z   rho(<-12.0)   rho(<-12.5)   rho(<-13.0)   rho(<-13.5)   rho(<-14.0)   rho(<-14.5)   rho(<-15.0)   rho(<-15.5)   rho(<-16.0)   rho(<-16.5)   rho(<-17.0)   rho(<-17.5)   rho(<-18.0)   rho(<-18.5)   rho(<-19.0)   rho(<-19.5)   rho(<-20.0)   rho(<-20.5)   rho(<-21.0)   rho(<-21.5)   rho(<-22.0)  
  10.000           nan           nan     6.818e+25     6.573e+25     6.313e+25     6.040e+25     5.752e+25     5.448e+25     5.127e+25     4.787e+25     4.429e+25     4.051e+25     3.653e+25     3.235e+25     2.801e+25     2.353e+25     1.896e+25     1.438e+25     1.001e+25     6.177e+24     3.267e+24  
  10.500           nan           nan     5.586e+25     5.384e+25     5.171e+25     4.946e+25     4.708e+25     4.457e+25     4.190e+25     3.907e+25     3.606e+25     3.288e+25     2.952e+25     2.600e+25     2.233e+25     1.855e+25     1.471e+25     1.091e+25     7.361e+24     4.362e+24     2.195e+24  
  11.000           nan           nan     4.554e+25     4.388e+25     4.213e+25     4.027e+25     3.830e+25     3.621e+25     3.399e+25     3.162e+25     2.910e+25     2.643e+25     2.360e+25     2.064e+25     1.756e+25     1.440e+25     1.121e+25     8.104e+24     5.276e+24     2.986e+24     1.420e+24  
  11.500           nan           nan     3.695e+25     3.558e+25     3.413e+25     3.260e+25     3.096e+25     2.922e+25     2.737e+25     2.538e+25     2.327e+25     2.103e+25     1.867e+25     1.619e+25     1.362e+25     1.100e+25     8.384e+24     5.884e+24     3.679e+24     1.975e+24     8.805e+23  
  12.000           nan           nan     2.985e+25     2.871e+25     2.751e+25     2.623e+25     2.487e+25     2.342e+25     2.186e+25     2.021e+25     1.844e+25     1.657e+25     1.460e+25     1.254e+25     1.042e+25     8.267e+24     6.149e+24     4.170e+24     2.489e+24     1.258e+24     5.207e+23  
  12.500           nan           nan     2.400e+25     2.305e+25     2.205e+25     2.098e+25     1.984e+25     1.863e+25     1.733e+25     1.595e+25     1.448e+25     1.292e+25     1.129e+25     9.590e+24     7.850e+24     6.105e+24     4.414e+24     2.877e+24     1.627e+24     7.678e+23     2.919e+23  
  13.000           nan           nan     1.921e+25     1.842e+25     1.757e+25     1.668e+25     1.572e+25     1.471e+25     1.362e+25     1.247e+25     1.125e+25     9.965e+24     8.621e+24     7.232e+24     5.821e+24     4.421e+24     3.092e+24     1.924e+24     1.023e+24     4.463e+23     1.541e+23  
  13.500           nan           nan     1.531e+25     1.463e+25     1.392e+25     1.317e+25     1.237e+25     1.152e+25     1.061e+25     9.657e+24     8.649e+24     7.593e+24     6.495e+24     5.370e+24     4.238e+24     3.131e+24     2.106e+24     1.242e+24     6.153e+23     2.458e+23     7.629e+22  
  14.000           nan           nan     1.214e+25     1.156e+25     1.095e+25     1.032e+25     9.642e+24     8.931e+24     8.182e+24     7.393e+24     6.566e+24     5.706e+24     4.820e+24     3.918e+24     3.021e+24     2.161e+24     1.389e+24     7.703e+23     3.530e+23     1.283e+23     3.557e+22  
  14.500           nan           nan     9.564e+24     9.068e+24     8.550e+24     8.009e+24     7.443e+24     6.850e+24     6.231e+24     5.585e+24     4.915e+24     4.223e+24     3.515e+24     2.803e+24     2.104e+24     1.450e+24     8.851e+23     4.594e+23     1.940e+23     6.397e+22     1.584e+22  
  15.000           nan           nan     7.481e+24     7.050e+24     6.605e+24     6.146e+24     5.672e+24     5.183e+24     4.677e+24     4.156e+24     3.620e+24     3.072e+24     2.516e+24     1.963e+24     1.430e+24     9.451e+23     5.464e+23     2.649e+23     1.031e+23     3.090e+22     6.863e+21  
  15.500           nan           nan     5.789e+24     5.412e+24     5.031e+24     4.645e+24     4.254e+24     3.858e+24     3.454e+24     3.042e+24     2.622e+24     2.196e+24     1.768e+24     1.347e+24     9.499e+23     6.012e+23     3.288e+23     1.489e+23     5.352e+22     1.464e+22     2.935e+21  
  16.000           nan           nan     4.408e+24     4.082e+24     3.761e+24     3.446e+24     3.133e+24     2.822e+24     2.510e+24     2.193e+24     1.872e+24     1.547e+24     1.223e+24     9.087e+23     6.195e+23     3.751e+23     1.940e+23     8.218e+22     2.732e+22     6.847e+21     1.248e+21  
  16.500           nan           nan     3.281e+24     3.009e+24     2.752e+24     2.507e+24     2.270e+24     2.036e+24     1.801e+24     1.563e+24     1.321e+24     1.077e+24     8.351e+23     6.047e+23     3.981e+23     2.304e+23     1.126e+23     4.465e+22     1.376e+22     3.170e+21     5.278e+20  
  17.000           nan           nan     2.375e+24     2.166e+24     1.976e+24     1.799e+24     1.627e+24     1.457e+24     1.283e+24     1.105e+24     9.245e+23     7.427e+23     5.646e+23     3.978e+23     2.525e+23     1.395e+23     6.444e+22     2.390e+22     6.834e+21     1.451e+21     2.215e+20  
  17.500           nan           nan     1.680e+24     1.536e+24     1.407e+24     1.284e+24     1.162e+24     1.038e+24     9.094e+23     7.772e+23     6.426e+23     5.082e+23     3.782e+23     2.589e+23     1.582e+23     8.325e+22     3.629e+22     1.259e+22     3.342e+21     6.551e+20     9.192e+19  
  18.000           nan           nan     1.181e+24     1.089e+24     1.003e+24     9.171e+23     8.289e+23     7.371e+23     6.417e+23     5.434e+23     4.438e+23     3.451e+23     2.510e+23     1.665e+23     9.773e+22     4.892e+22     2.010e+22     6.516e+21     1.606e+21     2.908e+20     3.757e+19  
  18.500           nan           nan     8.355e+23     7.762e+23     7.166e+23     6.547e+23     5.897e+23     5.215e+23     4.507e+23     3.779e+23     3.045e+23     2.325e+23     1.649e+23     1.058e+23     5.949e+22     2.827e+22     1.093e+22     3.308e+21     7.569e+20     1.267e+20     1.508e+19  
  19.000           nan           nan     5.962e+23     5.551e+23     5.120e+23     4.663e+23     4.181e+23     3.675e+23     3.150e+23     2.612e+23     2.073e+23     1.551e+23     1.071e+23     6.628e+22     3.562e+22     1.603e+22     5.821e+21     1.645e+21     3.493e+20     5.406e+19     5.939e+18  
  19.500           nan           nan     4.266e+23     3.968e+23     3.649e+23     3.310e+23     2.952e+23     2.577e+23     2.188e+23     1.793e+23     1.400e+23     1.024e+23     6.861e+22     4.088e+22     2.095e+22     8.914e+21     3.037e+21     7.999e+20     1.576e+20     2.257e+19     2.289e+18  
  20.000           nan           nan     3.049e+23     2.828e+23     2.592e+23     2.340e+23     2.074e+23     1.796e+23     1.510e+23     1.220e+23     9.355e+22     6.679e+22     4.333e+22     2.478e+22     1.209e+22     4.852e+21     1.549e+21     3.801e+20     6.949e+19     9.202e+18     8.620e+17  
  20.500           nan           nan     2.171e+23     2.008e+23     1.832e+23     1.645e+23     1.448e+23     1.243e+23     1.033e+23     8.224e+22     6.180e+22     4.297e+22     2.693e+22     1.475e+22     6.829e+21     2.582e+21     7.714e+20     1.762e+20     2.988e+19     3.661e+18     3.168e+17  
  21.000           nan           nan     1.540e+23     1.418e+23     1.287e+23     1.149e+23     1.004e+23     8.533e+22     7.002e+22     5.483e+22     4.031e+22     2.723e+22     1.644e+22     8.604e+21     3.774e+21     1.342e+21     3.746e+20     7.962e+19     1.251e+19     1.418e+18     1.134e+17  
  21.500           nan           nan     1.085e+23     9.948e+22     8.983e+22     7.964e+22     6.898e+22     5.802e+22     4.695e+22     3.611e+22     2.592e+22     1.697e+22     9.850e+21     4.912e+21     2.036e+21     6.798e+20     1.771e+20     3.498e+19     5.095e+18     5.341e+17     3.948e+16  
  22.000           nan           nan     7.595e+22     6.928e+22     6.218e+22     5.471e+22     4.696e+22     3.903e+22     3.111e+22     2.345e+22     1.640e+22     1.038e+22     5.778e+21     2.739e+21     1.071e+21     3.350e+20     8.137e+19     1.492e+19     2.012e+18     1.950e+17     1.332e+16  
  22.500           nan           nan     5.273e+22     4.783e+22     4.265e+22     3.722e+22     3.162e+22     2.595e+22     2.035e+22     1.501e+22     1.020e+22     6.226e+21     3.312e+21     1.489e+21     5.478e+20     1.602e+20     3.622e+19     6.160e+18     7.687e+17     6.884e+16     4.341e+15  
  23.000           nan           nan     3.627e+22     3.271e+22     2.895e+22     2.504e+22     2.104e+22     1.703e+22     1.311e+22     9.441e+21     6.221e+21     3.650e+21     1.851e+21     7.865e+20     2.717e+20     7.416e+19     1.558e+19     2.453e+18     2.829e+17     2.339e+16     1.361e+15  
  23.500           nan           nan     2.470e+22     2.212e+22     1.943e+22     1.664e+22     1.382e+22     1.101e+22     8.307e+21     5.826e+21     3.711e+21     2.087e+21     1.005e+21     4.026e+20     1.302e+20     3.309e+19     6.444e+18     9.382e+17     9.985e+16     7.609e+15     4.078e+14  
  24.000           nan           nan     1.662e+22     1.478e+22     1.287e+22     1.091e+22     8.938e+21     7.000e+21     5.165e+21     3.519e+21     2.159e+21     1.160e+21     5.289e+20     1.989e+20     6.003e+19     1.417e+19     2.552e+18     3.428e+17     3.360e+16     2.356e+15     1.161e+14  
  24.500           nan           nan     1.104e+22     9.742e+21     8.403e+21     7.041e+21     5.683e+21     4.367e+21     3.142e+21     2.072e+21     1.220e+21     6.234e+20     2.681e+20     9.437e+19     2.649e+19     5.786e+18     9.614e+17     1.188e+17     1.070e+16     6.883e+14     3.112e+13  
  25.000           nan           nan     7.225e+21     6.322e+21     5.396e+21     4.463e+21     3.543e+21     2.664e+21     1.864e+21     1.185e+21     6.670e+20     3.225e+20     1.302e+20     4.270e+19     1.110e+19     2.236e+18     3.415e+17     3.870e+16     3.189e+15     1.876e+14     7.751e+12  
