# eps=0.4: maximum star formation efficiency for FFB
# FFB attenuation mode: shell. None for no attenuation
# -----
# z, rho_UV[<MUV] [erg s^-1 Hz^-1 cMpc^-3]
# 
       z   rho(<-12.0)   rho(<-12.5)   rho(<-13.0)   rho(<-13.5)   rho(<-14.0)   rho(<-14.5)   rho(<-15.0)   rho(<-15.5)   rho(<-16.0)   rho(<-16.5)   rho(<-17.0)   rho(<-17.5)   rho(<-18.0)   rho(<-18.5)   rho(<-19.0)   rho(<-19.5)   rho(<-20.0)   rho(<-20.5)   rho(<-21.0)   rho(<-21.5)   rho(<-22.0)  
   9.000           nan           nan     6.682e+25     6.335e+25     5.973e+25     5.597e+25     5.210e+25     4.815e+25     4.416e+25     4.013e+25     3.609e+25     3.205e+25     2.803e+25     2.402e+25     2.004e+25     1.608e+25     1.220e+25     8.503e+24     5.258e+24     2.772e+24     1.203e+24  
   9.500           nan           nan     5.364e+25     5.080e+25     4.785e+25     4.481e+25     4.171e+25     3.855e+25     3.535e+25     3.212e+25     2.888e+25     2.562e+25     2.234e+25     1.906e+25     1.577e+25     1.250e+25     9.282e+24     6.274e+24     3.719e+24     1.861e+24     7.617e+23  
  10.000           nan           nan     4.292e+25     4.061e+25     3.824e+25     3.580e+25     3.331e+25     3.078e+25     2.822e+25     2.564e+25     2.302e+25     2.037e+25     1.769e+25     1.499e+25     1.228e+25     9.573e+24     6.940e+24     4.530e+24     2.563e+24     1.212e+24     4.658e+23  
  10.500           nan           nan     3.426e+25     3.240e+25     3.049e+25     2.853e+25     2.654e+25     2.452e+25     2.246e+25     2.037e+25     1.825e+25     1.609e+25     1.390e+25     1.168e+25     9.442e+24     7.221e+24     5.090e+24     3.194e+24     1.716e+24     7.626e+23     2.736e+23  
  11.000           nan           nan     2.730e+25     2.580e+25     2.427e+25     2.270e+25     2.110e+25     1.947e+25     1.781e+25     1.611e+25     1.438e+25     1.262e+25     1.082e+25     8.995e+24     7.163e+24     5.357e+24     3.656e+24     2.194e+24     1.114e+24     4.623e+23     1.536e+23  
  11.500           nan           nan     2.174e+25     2.053e+25     1.929e+25     1.802e+25     1.672e+25     1.540e+25     1.405e+25     1.267e+25     1.126e+25     9.813e+24     8.340e+24     6.848e+24     5.357e+24     3.904e+24     2.568e+24     1.467e+24     6.990e+23     2.690e+23     8.197e+22  
  12.000           nan           nan     1.729e+25     1.631e+25     1.530e+25     1.427e+25     1.321e+25     1.214e+25     1.104e+25     9.906e+24     8.749e+24     7.566e+24     6.362e+24     5.149e+24     3.944e+24     2.790e+24     1.761e+24     9.512e+23     4.224e+23     1.494e+23     4.131e+22  
  12.500           nan           nan     1.375e+25     1.294e+25     1.211e+25     1.126e+25     1.040e+25     9.519e+24     8.615e+24     7.689e+24     6.742e+24     5.777e+24     4.798e+24     3.817e+24     2.855e+24     1.952e+24     1.174e+24     5.953e+23     2.441e+23     7.857e+22     1.946e+22  
  13.000           nan           nan     1.092e+25     1.024e+25     9.558e+24     8.860e+24     8.147e+24     7.420e+24     6.677e+24     5.919e+24     5.146e+24     4.360e+24     3.570e+24     2.784e+24     2.025e+24     1.330e+24     7.569e+23     3.566e+23     1.336e+23     3.862e+22     8.452e+21  
  13.500           nan           nan     8.653e+24     8.088e+24     7.515e+24     6.932e+24     6.341e+24     5.740e+24     5.129e+24     4.508e+24     3.880e+24     3.246e+24     2.612e+24     1.991e+24     1.400e+24     8.768e+23     4.673e+23     2.024e+23     6.842e+22     1.756e+22     3.348e+21  
  14.000           nan           nan     6.839e+24     6.359e+24     5.874e+24     5.385e+24     4.891e+24     4.394e+24     3.892e+24     3.387e+24     2.880e+24     2.374e+24     1.873e+24     1.388e+24     9.376e+23     5.548e+23     2.742e+23     1.081e+23     3.271e+22     7.390e+21     1.218e+21  
  14.500           nan           nan     5.380e+24     4.966e+24     4.551e+24     4.138e+24     3.725e+24     3.315e+24     2.907e+24     2.500e+24     2.097e+24     1.699e+24     1.309e+24     9.384e+23     6.048e+23     3.356e+23     1.529e+23     5.466e+22     1.479e+22     2.942e+21     4.200e+20  
  15.000           nan           nan     4.195e+24     3.834e+24     3.478e+24     3.128e+24     2.787e+24     2.453e+24     2.126e+24     1.807e+24     1.493e+24     1.186e+24     8.903e+23     6.146e+23     3.763e+23     1.953e+23     8.195e+22     2.663e+22     6.470e+21     1.141e+21     1.426e+20  
  15.500           nan           nan     3.224e+24     2.908e+24     2.603e+24     2.312e+24     2.036e+24     1.773e+24     1.520e+24     1.277e+24     1.039e+24     8.095e+23     5.907e+23     3.921e+23     2.277e+23     1.106e+23     4.284e+22     1.272e+22     2.793e+21     4.412e+20     4.891e+19  
  16.000           nan           nan     2.419e+24     2.145e+24     1.893e+24     1.662e+24     1.449e+24     1.252e+24     1.066e+24     8.861e+23     7.117e+23     5.433e+23     3.851e+23     2.456e+23     1.352e+23     6.147e+22     2.206e+22     6.007e+21     1.201e+21     1.715e+20     1.707e+19  
  16.500           nan           nan     1.750e+24     1.527e+24     1.333e+24     1.163e+24     1.012e+24     8.718e+23     7.387e+23     6.092e+23     4.826e+23     3.608e+23     2.481e+23     1.517e+23     7.917e+22     3.372e+22     1.123e+22     2.816e+21     5.152e+20     6.695e+19     6.042e+18  
  17.000           nan           nan     1.212e+24     1.050e+24     9.170e+23     8.034e+23     7.013e+23     6.047e+23     5.103e+23     4.170e+23     3.254e+23     2.377e+23     1.583e+23     9.265e+22     4.577e+22     1.826e+22     5.651e+21     1.308e+21     2.198e+20     2.612e+19     2.150e+18  
  17.500           nan           nan     8.136e+23     7.117e+23     6.291e+23     5.564e+23     4.877e+23     4.200e+23     3.522e+23     2.846e+23     2.182e+23     1.554e+23     9.993e+22     5.590e+22     2.610e+22     9.754e+21     2.806e+21     6.007e+20     9.290e+19     1.013e+19     7.633e+17  
  18.000           nan           nan     5.454e+23     4.872e+23     4.366e+23     3.885e+23     3.405e+23     2.919e+23     2.426e+23     1.934e+23     1.454e+23     1.007e+23     6.238e+22     3.326e+22     1.466e+22     5.127e+21     1.372e+21     2.717e+20     3.874e+19     3.884e+18     2.687e+17  
  18.500           nan           nan     3.742e+23     3.396e+23     3.063e+23     2.726e+23     2.380e+23     2.026e+23     1.665e+23     1.307e+23     9.608e+22     6.459e+22     3.843e+22     1.949e+22     8.093e+21     2.647e+21     6.585e+20     1.207e+20     1.589e+19     1.467e+18     9.336e+16  
  19.000           nan           nan     2.622e+23     2.393e+23     2.158e+23     1.914e+23     1.661e+23     1.401e+23     1.137e+23     8.764e+22     6.288e+22     4.090e+22     2.332e+22     1.122e+22     4.385e+21     1.340e+21     3.099e+20     5.262e+19     6.396e+18     5.446e+17     3.192e+16  
  19.500           nan           nan     1.853e+23     1.690e+23     1.519e+23     1.340e+23     1.154e+23     9.632e+22     7.707e+22     5.824e+22     4.068e+22     2.553e+22     1.391e+22     6.341e+21     2.328e+21     6.644e+20     1.428e+20     2.245e+19     2.522e+18     1.982e+17     1.071e+16  
  20.000           nan           nan     1.311e+23     1.192e+23     1.066e+23     9.346e+22     7.977e+22     6.577e+22     5.178e+22     3.828e+22     2.596e+22     1.568e+22     8.149e+21     3.511e+21     1.210e+21     3.220e+20     6.429e+19     9.366e+18     9.726e+17     7.057e+16     3.519e+15  
  20.500           nan           nan     9.256e+22     8.378e+22     7.450e+22     6.478e+22     5.473e+22     4.452e+22     3.443e+22     2.484e+22     1.632e+22     9.465e+21     4.680e+21     1.903e+21     6.141e+20     1.524e+20     2.826e+19     3.813e+18     3.662e+17     2.454e+16     1.130e+15  
  21.000           nan           nan     6.503e+22     5.854e+22     5.170e+22     4.456e+22     3.722e+22     2.984e+22     2.262e+22     1.590e+22     1.009e+22     5.605e+21     2.631e+21     1.007e+21     3.043e+20     7.035e+19     1.211e+19     1.513e+18     1.343e+17     8.320e+15     3.539e+14  
  21.500           nan           nan     4.540e+22     4.062e+22     3.560e+22     3.039e+22     2.507e+22     1.977e+22     1.466e+22     1.002e+22     6.128e+21     3.251e+21     1.445e+21     5.202e+20     1.469e+20     3.160e+19     5.045e+18     5.837e+17     4.792e+16     2.743e+15     1.078e+14  
  22.000           nan           nan     3.145e+22     2.795e+22     2.429e+22     2.051e+22     1.669e+22     1.293e+22     9.366e+21     6.202e+21     3.647e+21     1.844e+21     7.744e+20     2.616e+20     6.892e+19     1.378e+19     2.040e+18     2.184e+17     1.658e+16     8.765e+14     3.182e+13  
  22.500           nan           nan     2.160e+22     1.905e+22     1.640e+22     1.369e+22     1.098e+22     8.335e+21     5.884e+21     3.768e+21     2.124e+21     1.020e+21     4.039e+20     1.277e+20     3.137e+19     5.825e+18     7.985e+17     7.905e+16     5.542e+15     2.705e+14     9.067e+12  
  23.000           nan           nan     1.469e+22     1.285e+22     1.095e+22     9.027e+21     7.117e+21     5.289e+21     3.629e+21     2.240e+21     1.207e+21     5.491e+20     2.044e+20     6.042e+19     1.380e+19     2.376e+18     3.013e+17     2.755e+16     1.782e+15     8.027e+13     2.481e+12  
  23.500           nan           nan     9.879e+21     8.566e+21     7.220e+21     5.867e+21     4.542e+21     3.295e+21     2.192e+21     1.300e+21     6.672e+20     2.867e+20     1.001e+20     2.758e+19     5.847e+18     9.315e+17     1.091e+17     9.200e+15     5.486e+14     2.276e+13     6.480e+11  
  24.000           nan           nan     6.561e+21     5.634e+21     4.691e+21     3.753e+21     2.847e+21     2.012e+21     1.293e+21     7.345e+20     3.577e+20     1.447e+20     4.719e+19     1.209e+19     2.373e+18     3.492e+17     3.769e+16     2.926e+15     1.605e+14     6.120e+12     1.602e+11  
  24.500           nan           nan     4.297e+21     3.650e+21     2.998e+21     2.357e+21     1.748e+21     1.199e+21     7.419e+20     4.021e+20     1.851e+20     7.017e+19     2.132e+19     5.061e+18     9.174e+17     1.243e+17     1.233e+16     8.790e+14     4.422e+13     1.546e+12     3.710e+10  
  25.000           nan           nan     2.768e+21     2.324e+21     1.880e+21     1.450e+21     1.048e+21     6.953e+20     4.123e+20     2.121e+20     9.186e+19     3.251e+19     9.161e+18     2.008e+18     3.348e+17     4.162e+16     3.783e+15     2.466e+14     1.134e+13     3.622e+11     7.934e+09  
